Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename:  cjee08fn04.csv,,,,,,,,,,,,,,,,,,,,,
"Table 4.   Justice system expenditure by character, state and type of government, fiscal year 2008",,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2008 - Final, NCJ 237912",,,,,,,,,,,,,,,,,,,,,
Data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version:  5/30/2012,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 4.   Justice system expenditure by character, state and type of government, fiscal year 2008",,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,,,,
,Total justice system,,,,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,,,,
State and type,,Direct expenditure,,,Intergovernmental expenditure,,,,,,,Intergovernmental expenditure,,,,,Intergovernmental expenditure,,,Intergovernmental expenditure,State and type
of government,Total/a,Total,Direct current,Capital outlay,Total,Total/a,Total,Direct current,Capital outlay,Total,Total/a,Total,Direct current,Capital outlay,Total,Total/a,Total,Direct current,Capital outlay,Total,of government
,,,,,,,,,,,,,,,,,,,,,
"States-local, total",203366117,203366117,195072728,8293389,,89219787,89219787,85414861,3804926,,41432570,41432570,40466030,966540,,72713760,72713760,69191837,3521923,,"States-local, total"
State,84938439,79715490,76534954,3180536,5222949,13594279,12034322,11333990,700332,1559957,21446629,20442128,19915555,526573,1004501,49897531,47239040,45285409,1953631,2658491,State
"Local, total",123825544,123650627,118537774,5112853,174917,77194788,77185465,74080871,3104594,9323,21035726,20990442,20550475,439967,45284,25595030,25474720,23906428,1568292,120310,"Local, total"
