Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename:  cjee08fn11.csv,,,,,,,,,,,,,,,,,,,,,
"Table 11.   Justice system employment and payrolls of state governments by activity, March 2008",,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2008 - Final, NCJ 237912",,,,,,,,,,,,,,,,,,,,,
Data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version:  5/30/2012,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 11.   Justice system employment and payrolls of state governments by activity, March 2008",,,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars.),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,,,
,Employment,,,,,Employment,,,,,Employment,,,,,Employment,,,,,State
State,Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees (dollars),
,,,,,,,,,,,,,,,,,,,,,
Total,776596,753246,765753,3324639,4345,110040,106806,108044,540920,5023,180797,170853,176319,862368,4913,485759,475587,481390,1921350,3988,Total
,,,,,,,,,,,,,,,,,,,,,
Alabama,10175,10072,10102,35400,3497,1354,1354,1354,5405,3992,3661,3582,3601,14665,4054,5160,5136,5147,15330,2977,Alabama
Alaska,3729,3546,3610,17464,4862,461,408,415,2305,5597,1414,1342,1371,6791,4969,1854,1796,1824,8368,4616,Alaska
Arizona,15077,14905,14994,60658,4039,2201,2166,2182,10990,5042,2381,2276,2330,10285,4400,10495,10463,10482,39382,3753,Arizona
Arkansas,8083,7922,7945,22710,2852,1221,1221,1221,4155,3403,1618,1462,1484,4771,3184,5244,5239,5240,13784,2630,Arkansas
California,80733,77005,78628,490809,6252,14123,12884,13163,79573,6052,5091,4613,4806,29345,6099,61519,59508,60659,381891,6307,California
,,,,,,,,,,,,,,,,,,,,,
Colorado,12795,11945,12498,56071,4493,1192,1171,1181,5986,5074,4429,3684,4167,20118,4897,7174,7090,7150,29967,4187,Colorado
Connecticut,15047,14518,14666,74644,5067,2089,2059,2073,10521,5085,5173,4810,4875,23468,4749,7785,7649,7718,40655,5262,Connecticut
Delaware,5801,5653,5741,25466,4463,1043,1017,1029,6133,5996,1764,1704,1738,7847,4540,2994,2932,2974,11486,3886,Delaware
