Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename:  jeee08fn16.csv,,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 49 large city governments by activity, March 2008",,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2008 - Final, NCJ 237912",,,,,,,,,,,,,,,,,,,,,
Data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version:  5/30/2012,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 49 large city governments by activity, March 2008",,,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars.),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Total justice system,,,,,Police protection,,,,,Judicial and legal,,,,,Corrections,,,,,
,Employment,,,,,Employment,,,,,Employment,,,,,Employment,,,,,
City,Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employee (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employee (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employee (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employee (dollars),City
,,,,,,,,,,,,,,,,,,,,,
"Albuquerque, NM",1682,1470,1551,6613,4375,1580,1368,1449,6194,4394,102,102,102,419,4110,0,0,0,0,0,"Albuquerque, NM"
"Atlanta, GA",2987,2987,2987,11108,3719,2268,2268,2268,8387,3698,206,206,206,897,4356,513,513,513,1824,3556,"Atlanta, GA"
"Austin, TX",2606,2471,2503,14883,5991,2338,2224,2248,13789,6178,268,247,255,1094,4301,0,0,0,0,0,"Austin, TX"
"Baltimore, MD",4746,4362,4554,25354,5729,3930,3546,3738,21355,5920,816,816,816,3999,4900,0,0,0,0,0,"Baltimore, MD"
"Baton Rouge, LA",2441,2089,2268,7200,3297,1401,1226,1330,4139,3256,717,540,615,2022,3438,323,323,323,1039,3216,"Baton Rouge, LA"
"Boston, MA",4292,3929,4041,22628,5692,3151,2788,2900,16367,5775,49,49,49,262,5341,1092,1092,1092,5999,5494,"Boston, MA"
,,,,,,,,,,,,,,,,,,,,,
"Buffalo, NY",885,771,827,4864,6206,863,749,805,4735,6215,22,22,22,130,5897,0,0,0,0,0,"Buffalo, NY"
"Charlotte, NC",2105,2024,2055,9662,4731,2079,2001,2030,9502,4710,26,23,25,160,6561,0,0,0,0,0,"Charlotte, NC"
"Chicago, IL",16078,15002,15352,63305,4165,15540,14464,14814,60186,4104,538,538,538,3119,5797,0,0,0,0,0,"Chicago, IL"
"Cincinnati, OH",1499,1388,1470,7948,5623,1432,1324,1405,7594,5631,67,64,65,354,5446,0,0,0,0,0,"Cincinnati, OH"
"Cleveland, OH",2627,2593,2607,12073,4641,1818,1817,1818,8983,4943,631,599,611,2304,3790,178,177,178,786,4433,"Cleveland, OH"
"Columbus, OH",2822,2754,2792,14845,5354,2288,2264,2276,12973,5713,476,433,458,1632,3633,58,57,58,240,4170,"Columbus, OH"
,,,,,,,,,,,,,,,,,,,,,
"Dallas, TX",4573,4174,4309,23509,5580,4186,3807,3933,21791,5677,387,367,376,1717,4572,0,0,0,0,0,"Dallas, TX"
"Denver, CO",3396,3349,3372,21137,6278,1958,1947,1954,12822,6569,708,673,688,4157,6061,730,729,730,4158,5700,"Denver, CO"
"Detroit, MI",3941,3941,3941,20032,5083,3343,3343,3343,17455,5221,598,598,598,2577,4310,0,0,0,0,0,"Detroit, MI"
"El Paso, TX",1555,1550,1551,7106,4582,1518,1513,1514,6869,4537,37,37,37,237,6404,0,0,0,0,0,"El Paso, TX"
"Fort Worth, TX",2383,2152,2243,10807,4959,2163,1932,2023,9867,5037,220,220,220,941,4276,0,0,0,0,0,"Fort Worth, TX"
"Honolulu, HI",3010,2919,2939,15231,5203,2688,2601,2619,13669,5240,322,318,320,1561,4898,0,0,0,0,0,"Honolulu, HI"
,,,,,,,,,,,,,,,,,,,,,
"Houston, TX",7125,7043,7062,35110,4953,6546,6512,6520,32823,5028,579,531,542,2286,4030,0,0,0,0,0,"Houston, TX"
"Indianapolis, IN",5884,5606,5674,20852,3694,3108,2961,2982,12452,4191,1707,1600,1639,5327,3275,1069,1045,1053,3073,2926,"Indianapolis, IN"
"Jacksonville, FL",6745,5897,6127,28621,4737,5074,4371,4464,21181,4760,300,156,293,1467,7432,1371,1370,1370,5973,4360,"Jacksonville, FL"
"Kansas City, MO",2225,2225,2225,10912,4904,2052,2052,2052,10192,4967,124,124,124,569,4588,49,49,49,150,3066,"Kansas City, MO"
"Long Beach, CA",1588,1471,1546,10185,6764,1474,1359,1433,9401,6748,114,112,113,784,6950,0,0,0,0,0,"Long Beach, CA"
"Los Angeles, CA",13921,13848,13884,109837,7915,12920,12872,12893,101458,7876,1001,976,991,8379,8418,0,0,0,0,0,"Los Angeles, CA"
,,,,,,,,,,,,,,,,,,,,,
"Memphis, TN",3090,2609,2853,11885,4366,2949,2485,2716,11310,4365,141,124,137,575,4371,0,0,0,0,0,"Memphis, TN"
"Miami, FL",1518,1476,1498,9785,6604,1466,1425,1446,9372,6553,52,51,52,413,8028,0,0,0,0,0,"Miami, FL"
"Milwaukee, WI",2787,2564,2619,13886,5367,2686,2463,2518,13300,5349,101,101,101,586,5800,0,0,0,0,0,"Milwaukee, WI"
"Minneapolis, MN",1330,1330,1330,7581,5700,1220,1220,1220,6826,5595,110,110,110,756,6871,0,0,0,0,0,"Minneapolis, MN"
