"Bureau of Justice Statistics",,,,,,,,,,,,,,
"filename:  cjee9510.csv",,,,,,,,,,,,,,
"table#:  10 Detail of direct expenditure for correctional activities of State governments by character and object, fiscal 1995",,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 1995, NCJ 175707",,,,,,,,,,,,,,
"data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE)",,,,,,,,,,,,,,
"authors:  Lea S. Gifford and Sue Lindgren",,,,,,,,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765",,,,,,,,,,,,,,
"date of version:  5/10/99",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Table 10.  Detail of direct expenditure for correctional activities of State governments by character and object, fiscal 1995",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"(Dollar amounts in thousands)",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"","",,"                                                            Institutions",,,,,,,,"                                        Other corrections",,,
"","",,,,,,,,,,,,,
"","",,"","",,"                 Capital outlay",,,"Percent",,"","",,"Percent"
"","Total",,"","",,,,,"of total",,"","",,"of total"
"","corrections",,"","",,"","",,"corrections",,"","","","corrections"
,"direct",,"","Direct",,"","",,"direct",,"","Direct","Capital","direct"
"State","expenditure",,"Total","current",,"Construction","Other",,"expenditure",,"Total","current","outlay","expenditure"
,,,,,,,,,,,,,,
"Total",$24091069,,$20095376,$17674884,,$2080678,$339814,,83.4,,$3995693,$3662847,$332846,16.6
,,,,,,,,,,,,,,
"Alabama",226536,,165745,164341,,1035,369,,73.2,,60791,48390,12401,26.8
"Alaska",142585,,127084,125227,,1202,655,,89.1,,15501,15463,38,10.9
"Arizona",385618,,331081,316518,,2663,11900,,85.9,,54537,53272,1265,14.1
"Arkansas",149404,,126944,124369,,403,2172,,85.0,,22460,19047,3413,15.0
"California",3561507,,3220506,2786927,,392848,40731,,90.4,,341001,330495,10506,9.6
,,,,,,,,,,,,,,
"Colorado",297605,,197390,176933,,3889,16568,,66.3,,100215,98723,1492,33.7
"Connecticut",481266,,396430,355691,,32958,7781,,82.4,,84836,83920,916,17.6
"Delaware",110072,,80826,80405,,119,302,,73.4,,29246,28592,654,26.6
