"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"filename:  cjee9504.csv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"table#:  4 Justice system expenditure by character, State and type of government, fiscal 1995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 1995, NCJ 175707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"authors:  Lea S. Gifford and Sue Lindgren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"date of version:  5/10/99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 4.  Justice system expenditure by character, State and type of government, fiscal 1995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Dollar amounts in thousands)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"                                                                     Total justice system",,,,,,,,"                                                                      Police protection",,,,,,,,"                                                            Judicial and Legal",,,,,,,,,,"                                    Corrections",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"                               Direct expenditure",,,,,,,,"                                 Direct expenditure",,,,,,,,"                             Direct expenditure",,,,,,,,"                                  Direct expenditure",,,,,,
,,,,,,,"Intergov-",,,,,,,,"Intergov-",,,,,,,,"Intergov-",,,,,,,,"Intergov-",,
"State and type",,,,"Direct","Capital",,"ernmental",,,,,"Direct","Capital",,"ernmental",,,,,"Direct","Capital",,"ernmental",,,,,"Direct","Capital",,"ernmental",,"State and"
"of government","Total/a",,"Total","current","outlay",,"expenditure",,"Total/a",,"Total","current","outlay",,"expenditure",,"Total",,"Total","current","outlay",,"expenditure",,"Total",,"Total","current","outlay",,"expenditure",,"type of government"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"States-local, total",$96127448,,$96127448,$89640319,$6487129,,"-",,$41096529,,$41096529,$39151185,$1945344,,"-",,$19162689,,$19162689,$18443451,$719238,,"-",,$35868230,,$35868230,$32045683,$3822547,,"-",,"States-local, total"
"     State",41196021,,37359746,33852017,3507729,,$3836275,,6451364,,5734937,5279190,455747,,$716427,,8675619,,7533740,7235096,298644,,$1141879,,26069038,,24091069,21337731,2753338,,$1977969,,"     State"
"     Local, total",58932933,,58767702,55788302,2979400,,165231,,35364493,,35361592,33871995,1489597,,2901,,11673851,,11628949,11208355,420594,,44902,,11894589,,11777161,10707952,1069209,,117428,,"     Local, total"
"        Counties",27917010,,27732643,26055750,1676893,,184367,,9499807,,9440406,8999993,440413,,59401,,8804229,,8767777,8404124,363653,,36452,,9612974,,9524460,8651633,872827,,88514,,"        Counties"
"        Municipalities",31580565,,31035059,29732552,1302507,,545506,,26328895,,25921186,24872002,1049184,,407709,,2886803,,2861172,2804231,56941,,25631,,2364867,,2252701,2056319,196382,,112166,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alabama",998970,,998970,960388,38582,,"-",,478061,,478061,460560,17501,,"-",,213553,,213553,210085,3468,,"-",,307356,,307356,289743,17613,,"-",,"Alabama"
"     State",456641,,441217,421499,19718,,15424,,83482,,72879,69004,3875,,10603,,141802,,141802,139764,2038,,"-",,231357,,226536,212731,13805,,4821,,"     State"
"     Local, total",557753,,557753,538889,18864,,"-",,405182,,405182,391556,13626,,"-",,71751,,71751,70321,1430,,"-",,80820,,80820,77012,3808,,"-",,"     Local, total"
"        Counties",230599,,230599,224443,6156,,"-",,107858,,107858,105509,2349,,"-",,49853,,49853,49534,319,,"-",,72888,,72888,69400,3488,,"-",,"        Counties"
"        Municipalities",328800,,327154,314446,12708,,1646,,297337,,297324,286047,11277,,13,,23370,,21898,20787,1111,,1472,,8093,,7932,7612,320,,161,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alaska",466441,,466441,424317,42124,,"-",,148729,,148729,135097,13632,,"-",,174598,,174598,148001,26597,,"-",,143114,,143114,141219,1895,,"-",,"Alaska"
"     State",367188,,356789,327498,29291,,10399,,55290,,48931,48124,807,,6359,,165273,,165273,138684,26589,,"-",,146625,,142585,140690,1895,,4040,,"     State"
"     Local, total",109652,,109652,96819,12833,,"-",,99798,,99798,86973,12825,,"-",,9325,,9325,9317,8,,"-",,529,,529,529,"-",,"-",,"     Local, total"
"        Boroughs",18305,,18305,12000,6305,,"-",,15240,,15240,8941,6299,,"-",,3065,,3065,3059,6,,"-",,"-",,"-","-","-",,"-",,"        Boroughs"
"        Municipalities",91347,,91347,84819,6528,,"-",,84558,,84558,78032,6526,,"-",,6260,,6260,6258,2,,"-",,529,,529,529,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arizona",1657057,,1657057,1597661,59396,,"-",,712639,,712639,681328,31311,,"-",,382946,,382946,372177,10769,,"-",,561472,,561472,544156,17316,,"-",,"Arizona"
"     State",628750,,562162,532528,29634,,66588,,109774,,105703,95151,10552,,4071,,82197,,70841,67587,3254,,11356,,436779,,385618,369790,15828,,51161,,"     State"
"     Local, total",1095007,,1094895,1065133,29762,,112,,606936,,606936,586177,20759,,"-",,312105,,312105,304590,7515,,"-",,175966,,175854,174366,1488,,112,,"     Local, total"
"        Counties",536171,,536059,529498,6561,,112,,126992,,126992,125422,1570,,"-",,234244,,234244,230741,3503,,"-",,174935,,174823,173335,1488,,112,,"        Counties"
"        Municipalities",564712,,558836,535635,23201,,5876,,480036,,479944,460755,19189,,92,,77861,,77861,73849,4012,,"-",,6815,,1031,1031,"-",,5784,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arkansas",503548,,503548,470573,32975,,"-",,230748,,230748,215672,15076,,"-",,83867,,83867,81089,2778,,"-",,188933,,188933,173812,15121,,"-",,"Arkansas"
"     State",250463,,234989,218886,16103,,15474,,50627,,49435,41571,7864,,1192,,38958,,36150,33899,2251,,2808,,160878,,149404,143416,5988,,11474,,"     State"
"     Local, total",268563,,268559,251687,16872,,4,,181317,,181313,174101,7212,,4,,47717,,47717,47190,527,,"-",,39529,,39529,30396,9133,,"-",,"     Local, total"
"        Counties",118842,,118834,106778,12056,,8,,44953,,44949,42456,2493,,4,,36069,,36069,35639,430,,"-",,37820,,37816,28683,9133,,4,,"        Counties"
"        Municipalities",150512,,149725,144909,4816,,787,,136787,,136364,131645,4719,,423,,11707,,11648,11551,97,,59,,2018,,1713,1713,"-",,305,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California",15609416,,15609416,14647127,962289,,"-",,6411661,,6411661,6128297,283364,,"-",,3416068,,3416068,3284785,131283,,"-",,5781687,,5781687,5234045,547642,,"-",,"California"
"     State",5456195,,4718387,4228670,489717,,737808,,898881,,811625,770940,40685,,87256,,881506,,345255,340308,4947,,536251,,3675808,,3561507,3117422,444085,,114301,,"     State"
"     Local, total",10896112,,10891029,10418457,472572,,5083,,5600036,,5600036,5357357,242679,,"-",,3070813,,3070813,2944477,126336,,"-",,2225263,,2220180,2116623,103557,,5083,,"     Local, total"
"        Counties",6631179,,6584280,6271808,312472,,46899,,1750617,,1708974,1614490,94484,,41643,,2722550,,2722377,2607162,115215,,173,,2158012,,2152929,2050156,102773,,5083,,"        Counties"
"        Municipalities",4602188,,4306749,4146649,160100,,295439,,4183353,,3891062,3742867,148195,,292291,,348494,,348436,337315,11121,,58,,70341,,67251,66467,784,,3090,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",1272001,,1272001,1202076,69925,,"-",,569411,,569411,541643,27768,,"-",,253219,,253219,246976,6243,,"-",,449371,,449371,413457,35914,,"-",,"Colorado"
"     State",500405,,478320,448592,29728,,22085,,49043,,49039,46426,2613,,4,,131676,,131676,126510,5166,,"-",,319686,,297605,275656,21949,,22081,,"     State"
"     Local, total",793681,,793681,753484,40197,,"-",,520372,,520372,495217,25155,,"-",,121543,,121543,120466,1077,,"-",,151766,,151766,137801,13965,,"-",,"     Local, total"
"        Counties",291944,,291684,273377,18307,,260,,126111,,126111,122135,3976,,"-",,53647,,53387,52950,437,,260,,112186,,112186,98292,13894,,"-",,"        Counties"
"        Municipalities",501997,,501997,480107,21890,,"-",,394261,,394261,373082,21179,,"-",,68156,,68156,67516,640,,"-",,39580,,39580,39509,71,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Connecticut",1263588,,1263588,1169205,94383,,"-",,521593,,521593,497116,24477,,"-",,260729,,260729,232478,28251,,"-",,481266,,481266,439611,41655,,"-",,"Connecticut"
"     State",814654,,814593,728695,85898,,61,,105583,,105522,88328,17194,,61,,227805,,227805,200756,27049,,"-",,481266,,481266,439611,41655,,"-",,"     State"
"     Local, total",448995,,448995,440510,8485,,"-",,416071,,416071,408788,7283,,"-",,32924,,32924,31722,1202,,"-",,"-",,"-","-","-",,"-",,"     Local, total"
"        Municipalities",451002,,448995,440510,8485,,2007,,418078,,416071,408788,7283,,2007,,32924,,32924,31722,1202,,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delaware",293434,,293434,287252,6182,,"-",,116334,,116334,112384,3950,,"-",,67028,,67028,65871,1157,,"-",,110072,,110072,108997,1075,,"-",,"Delaware"
"     State",221529,,215107,209566,5541,,6422,,47319,,45148,41838,3310,,2171,,64138,,59887,58731,1156,,4251,,110072,,110072,108997,1075,,"-",,"     State"
"     Local, total",78327,,78327,77686,641,,"-",,71186,,71186,70546,640,,"-",,7141,,7141,7140,1,,"-",,"-",,"-","-","-",,"-",,"     Local, total"
"        Counties",35662,,35662,35523,139,,"-",,29708,,29708,29570,138,,"-",,5954,,5954,5953,1,,"-",,"-",,"-","-","-",,"-",,"        Counties"
"        Municipalities",42665,,42665,42163,502,,"-",,41478,,41478,40976,502,,"-",,1187,,1187,1187,"-",,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"District of Columbia",677937,,677937,665012,12925,,"-",,238408,,238408,235766,2642,,"-",,147148,,147148,144188,2960,,"-",,292381,,292381,285058,7323,,"-",,"District of Columbia"
"     Local, total",677937,,677937,665012,12925,,"-",,238408,,238408,235766,2642,,"-",,147148,,147148,144188,2960,,"-",,292381,,292381,285058,7323,,"-",,"     Local, total"
"        Municipality",677937,,677937,665012,12925,,"-",,238408,,238408,235766,2642,,"-",,147148,,147148,144188,2960,,"-",,292381,,292381,285058,7323,,"-",,"        Municipality"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Florida",6432682,,6432682,5807957,624725,,"-",,2871260,,2871260,2737564,133696,,"-",,1110661,,1110661,1019574,91087,,"-",,2450761,,2450761,2050819,399942,,"-",,"Florida"
"     State",2338207,,2335595,2009135,326460,,2612,,280926,,278535,264022,14513,,2391,,458022,,457810,447807,10003,,212,,1599259,,1599250,1297306,301944,,9,,"     State"
"     Local, total",4097087,,4097087,3798822,298265,,"-",,2592725,,2592725,2473542,119183,,"-",,652851,,652851,571767,81084,,"-",,851511,,851511,753513,97998,,"-",,"     Local, total"
"        Counties",2720174,,2719201,2476271,242930,,973,,1315552,,1315552,1249432,66120,,"-",,592444,,591472,511550,79922,,972,,812178,,812177,715289,96888,,1,,"        Counties"
"        Municipalities",1377886,,1377886,1322551,55335,,"-",,1277173,,1277173,1224110,53063,,"-",,61379,,61379,60217,1162,,"-",,39334,,39334,38224,1110,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Georgia",2242421,,2242421,2124436,117985,,"-",,902064,,902064,851533,50531,,"-",,344256,,344256,337795,6461,,"-",,996101,,996101,935108,60993,,"-",,"Georgia"
"     State",964827,,935438,890506,44932,,29389,,136712,,134868,121267,13601,,1844,,63605,,60938,60592,346,,2667,,764510,,739632,708647,30985,,24878,,"     State"
"     Local, total",1307162,,1306983,1233930,73053,,179,,767375,,767196,730266,36930,,179,,283318,,283318,277203,6115,,"-",,256469,,256469,226461,30008,,"-",,"     Local, total"
"        Counties",854904,,852333,792856,59477,,2571,,376767,,376577,352611,23966,,190,,246900,,246900,241216,5684,,"-",,231237,,228856,199029,29827,,2381,,"        Counties"
"        Municipalities",461110,,454650,441074,13576,,6460,,392181,,390619,377655,12964,,1562,,36418,,36418,35987,431,,"-",,32511,,27613,27432,181,,4898,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hawaii",452981,,452981,431964,21017,,"-",,192855,,192855,179370,13485,,"-",,149888,,149888,146551,3337,,"-",,110238,,110238,106043,4195,,"-",,"Hawaii"
"     State",249588,,244437,228099,16338,,5151,,19863,,15660,6708,8952,,4203,,119487,,118539,115348,3191,,948,,110238,,110238,106043,4195,,"-",,"     State"
"     Local, total",208544,,208544,203865,4679,,"-",,177195,,177195,172662,4533,,"-",,31349,,31349,31203,146,,"-",,"-",,"-","-","-",,"-",,"     Local, total"
"        Counties",68329,,68329,65785,2544,,"-",,56977,,56977,54463,2514,,"-",,11352,,11352,11322,30,,"-",,"-",,"-","-","-",,"-",,"        Counties"
"        Municipalities",140215,,140215,138080,2135,,"-",,120218,,120218,118199,2019,,"-",,19997,,19997,19881,116,,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Idaho",321283,,321283,286902,34381,,"-",,145292,,145292,128752,16540,,"-",,71709,,71709,69080,2629,,"-",,104282,,104282,89070,15212,,"-",,"Idaho"
"     State",140777,,139546,128144,11402,,1231,,28782,,27908,25168,2740,,874,,35994,,35984,34488,1496,,10,,76001,,75654,68488,7166,,347,,"     State"
"     Local, total",181746,,181737,158758,22979,,9,,117393,,117384,103584,13800,,9,,35725,,35725,34592,1133,,"-",,28628,,28628,20582,8046,,"-",,"     Local, total"
"        Counties",110439,,110308,98047,12261,,131,,50542,,50533,47237,3296,,9,,31147,,31147,30228,919,,"-",,28750,,28628,20582,8046,,122,,"        Counties"
"        Municipalities",71647,,71429,60711,10718,,218,,67007,,66851,56347,10504,,156,,4578,,4578,4364,214,,"-",,62,,"-","-","-",,62,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Illinois",3980112,,3980112,3739274,240838,,"-",,2109244,,2109244,2028286,80958,,"-",,713322,,713322,707194,6128,,"-",,1157546,,1157546,1003794,153752,,"-",,"Illinois"
"     State",1303038,,1221525,1135097,86428,,81513,,271595,,236350,222492,13858,,35245,,215668,,207115,205714,1401,,8553,,815775,,778060,706891,71169,,37715,,"     State"
"     Local, total",2758587,,2758587,2604177,154410,,"-",,1872894,,1872894,1805794,67100,,"-",,506207,,506207,501480,4727,,"-",,379486,,379486,296903,82583,,"-",,"     Local, total"
"        Counties",1058193,,1054926,961391,93535,,3267,,222328,,222328,215834,6494,,"-",,456379,,453112,448654,4458,,3267,,379486,,379486,296903,82583,,"-",,"        Counties"
"        Municipalities",1710225,,1703661,1642786,60875,,6564,,1656535,,1650566,1589960,60606,,5969,,53095,,53095,52826,269,,"-",,595,,"-","-","-",,595,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Indiana",1245069,,1245069,1184375,60694,,"-",,553030,,553030,525314,27716,,"-",,221638,,221638,215755,5883,,"-",,470401,,470401,443306,27095,,"-",,"Indiana"
"     State",525571,,496380,470242,26138,,29191,,118618,,116109,107737,8372,,2509,,56052,,56052,55151,901,,"-",,350901,,324219,307354,16865,,26682,,"     State"
"     Local, total",754056,,748689,714133,34556,,5367,,436921,,436921,417577,19344,,"-",,165586,,165586,160604,4982,,"-",,151549,,146182,135952,10230,,5367,,"     Local, total"
"        Counties",343323,,340307,321881,18426,,3016,,101356,,101356,97015,4341,,"-",,121363,,121363,117128,4235,,"-",,120604,,117588,107738,9850,,3016,,"        Counties"
"        Municipalities",410733,,408382,392252,16130,,2351,,335565,,335565,320562,15003,,"-",,44223,,44223,43476,747,,"-",,30945,,28594,28214,380,,2351,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iowa",700505,,700505,682322,18183,,"-",,348514,,348514,334997,13517,,"-",,176124,,176124,174369,1755,,"-",,175867,,175867,172956,2911,,"-",,"Iowa"
"     State",365372,,318650,313162,5488,,46722,,53816,,53816,52120,1696,,"-",,134890,,129725,128117,1608,,5165,,176666,,135109,132925,2184,,41557,,"     State"
"     Local, total",381855,,381855,369160,12695,,"-",,294698,,294698,282877,11821,,"-",,46399,,46399,46252,147,,"-",,40758,,40758,40031,727,,"-",,"     Local, total"
"        Counties",147289,,147289,145362,1927,,"-",,70754,,70754,69629,1125,,"-",,36175,,36175,36100,75,,"-",,40360,,40360,39633,727,,"-",,"        Counties"
"        Municipalities",237645,,234566,223798,10768,,3079,,226920,,223944,213248,10696,,2976,,10224,,10224,10152,72,,"-",,501,,398,398,"-",,103,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kansas",710025,,710025,677418,32607,,"-",,344242,,344242,325392,18850,,"-",,151715,,151715,149283,2432,,"-",,214068,,214068,202743,11325,,"-",,"Kansas"
"     State",329945,,307818,290426,17392,,22127,,41428,,41428,35137,6291,,"-",,97101,,92642,91527,1115,,4459,,191416,,173748,163762,9986,,17668,,"     State"
"     Local, total",402207,,402207,386992,15215,,"-",,302814,,302814,290255,12559,,"-",,59073,,59073,57756,1317,,"-",,40320,,40320,38981,1339,,"-",,"     Local, total"
"        Counties",175105,,175105,168108,6997,,"-",,93840,,93840,89207,4633,,"-",,41544,,41544,40519,1025,,"-",,39721,,39721,38382,1339,,"-",,"        Counties"
"        Municipalities",231215,,227102,218884,8218,,4113,,213087,,208974,201048,7926,,4113,,17529,,17529,17237,292,,"-",,599,,599,599,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kentucky",828750,,828750,779313,49437,,"-",,354527,,354527,331396,23131,,"-",,176836,,176836,173005,3831,,"-",,297387,,297387,274912,22475,,"-",,"Kentucky"
"     State",500701,,457725,423626,34099,,42976,,113289,,101363,91002,10361,,11926,,166329,,150369,146661,3708,,15960,,221083,,205993,185963,20030,,15090,,"     State"
"     Local, total",371025,,371025,355687,15338,,"-",,253164,,253164,240394,12770,,"-",,26467,,26467,26344,123,,"-",,91394,,91394,88949,2445,,"-",,"     Local, total"
"        Counties",175169,,175169,168762,6407,,"-",,71149,,71149,67147,4002,,"-",,19915,,19915,19915,"-",,"-",,84105,,84105,81700,2405,,"-",,"        Counties"
"        Municipalities",197924,,195856,186925,8931,,2068,,184083,,182015,173247,8768,,2068,,6552,,6552,6429,123,,"-",,7289,,7289,7249,40,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Louisiana",1302973,,1302973,1237991,64982,,"-",,629703,,629703,595472,34231,,"-",,249038,,249038,242641,6397,,"-",,424232,,424232,399878,24354,,"-",,"Louisiana"
"     State",591235,,494535,479571,14964,,96700,,139379,,110172,102301,7871,,29207,,98383,,98383,96337,2046,,"-",,353473,,285980,280933,5047,,67493,,"     State"
