Bureau of Justice Statistics,,,,,,,,,,,,,
filename:  cjee0214.csv,,,,,,,,,,,,,
"table #:  14 Police protection sworn and nonsworn employment and payrolls and percent distribution of full-time equivalent employment of 68 large county governments, March 2002",,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2002, NCJ 209179",,,,,,,,,,,,,
data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,
author:  Steven W. Perry,,,,,,,,,,,,,
refer questions to:  askbjs@usdoj.gov (202) 307-0765,,,,,,,,,,,,,
date of version:  6/29/2005,,,,,,,,,,,,,

"Table 14.  Police protection sworn and nonsworn employment and payrolls and percent distribution of full-time equivalent employment of 68 large county governments, March 2002",,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,

,Sworn,,,,,,,Nonsworn,,,,,
,No. employees,,Full-time equiv. employment,,,,,No. employees,,Full-time equiv. employment,,,
County,Total,Full-time only,Number,Percent of total police protection full-time equiv.,,March payrolls,Average earnings of full-time employees($),Total,Full-time only,Number,Percent of total police protection full-time equiv.,,March payrolls

"Alameda, CA",272,272,272,55.9,%,"$2,176","$7,998",215,215,215,44.1,%,"$1,125"
"Allegheny, PA",291,291,291,48.4,,"$1,241","$4,265",310,310,310,51.6,,"$1,001"
"Baltimore, MD","1,746","1,746","1,746",79.7,,"$8,538","$4,890",624,349,445,20.3,,"$1,154"
"Bergen, NJ",118,118,118,61.8,,$899,"$7,619",73,72,73,38.2,,$279
"Bexar, TX",408,406,406,72.1,,"$1,380","$3,398",159,156,157,27.9,,$414
"Broward, FL","1,472","1,472","1,472",45.1,,"$8,198","$5,569","1,845","1,732","1,795",54.9,,"$6,459"
"Clark, NV","1,932","1,932","1,932",61.5,,"$10,675","$5,525","1,582","1,076","1,211",38.5,,"$5,672"
"Contra Costa, CA",694,545,593,69.4,,"$4,123","$7,124",261,261,261,30.6,,"$1,134"
"Cook, IL",647,647,647,86.8,,"$2,721","$4,205",105,93,98,13.2,,$362
