Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee14fut16.csv,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 66 large city governments, by activity, March 2014",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2014 - Final (Update) NCJ 254124",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 66 large city governments, by activity, March 2014",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
City,Total justice system total employees,Total justice system full-time employees,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
"Albuquerque, NM","1,632","1,464","1,539","10,671","7,163","1,574","1,409","1,482","10,289","7,175",58,55,57,381,"6,879",0,0,0,0,-
"Anaheim, CA",625,526,595,"5,493","10,046",592,493,562,"5,185","10,094",33,33,33,308,"9,332",0,0,0,0,-
"Arlington, TX",994,871,905,"5,127","5,752",897,785,813,"4,695","5,853",97,86,92,432,"4,826",0,0,0,0,-
"Atlanta, GA","2,940","2,936","2,940","12,776","4,347","2,408","2,408","2,408","10,129","4,206",246,242,246,"1,298","5,305",286,286,286,"1,350","4,720"
"Aurora, CO",957,950,953,"5,851","6,147",787,784,785,"5,051","6,436",111,109,110,592,"5,399",59,57,58,208,"3,609"
"Austin, TX","2,624","2,620","2,623","18,280","6,974","2,358","2,358","2,358","17,016","7,216",266,262,265,"1,264","4,793",0,0,0,0,-
"Bakersfield, CA",550,543,545,"3,872","7,121",540,533,535,"3,800","7,119",10,10,10,72,"7,243",0,0,0,0,-
"Baltimore, MD","4,447","4,090","4,296","24,550","5,911","3,573","3,226","3,426","20,189","6,150",874,864,870,"4,361","5,017",0,0,0,0,-
"Baton Rouge, LA","2,487","1,999","2,348","8,886","4,134","1,383","1,141","1,346","4,788","3,934",803,557,701,"2,724","4,310",301,301,301,"1,374","4,564"
"Boston, MA","2,977","2,781","2,859","21,201","7,546","2,927","2,731","2,809","20,887","7,569",50,50,50,314,"6,273",0,0,0,0,-
"Buffalo, NY",954,954,954,"4,737","4,966",921,921,921,"4,577","4,970",33,33,33,160,"4,854",0,0,0,0,-
"Charlotte, NC","2,366","2,315","2,330","12,864","5,495","2,340","2,290","2,305","12,645","5,461",26,25,25,220,"8,633",0,0,0,0,-
"Chicago, IL","14,020","13,290","13,657","89,612","6,655","13,541","12,811","13,178","86,605","6,670",479,479,479,"3,007","6,278",0,0,0,0,-
"Cleveland, OH","2,864","2,473","2,580","12,551","4,979","2,170","1,817","1,904","9,800","5,296",555,533,543,"2,252","4,173",139,123,133,500,"3,794"
"Cincinnati, OH","1,229","1,138","1,178","6,914","6,005","1,164","1,073","1,113","6,549","6,028",65,65,65,365,"5,621",0,0,0,0,-
"Colorado Springs, CO","1,031",975,"1,008","6,074","6,103",958,909,939,"5,677","6,123",73,66,69,398,"5,829",0,0,0,0,-
"Columbus, OH","2,755","2,708","2,735","16,964","6,232","2,224","2,213","2,220","14,860","6,706",469,434,453,"1,830","4,068",62,61,62,274,"4,453"
"Corpus Christi, TX",668,626,636,"3,695","5,842",599,563,572,"3,444","6,078",69,63,64,252,"3,730",0,0,0,0,-
"Dallas, TX","4,528","4,511","4,516","25,070","5,554","4,199","4,196","4,197","23,980","5,714",329,315,319,"1,090","3,409",0,0,0,0,-
"Denver, CO","3,515","3,408","3,458","23,456","6,813","2,136","2,073","2,098","14,338","6,873",647,603,628,"4,028","6,436",732,732,732,"5,090","6,953"
"Detroit, MI","3,810","3,810","3,810","24,750","6,496","3,192","3,192","3,192","21,483","6,730",618,618,618,"3,267","5,287",0,0,0,0,-
"El Paso, TX","1,371","1,357","1,362","7,519","5,530","1,240","1,237","1,238","7,011","5,666",131,120,124,508,"4,121",0,0,0,0,-
"Fort Worth, TX","2,423","2,186","2,254","13,329","6,039","2,198","1,961","2,029","12,303","6,208",225,225,225,"1,027","4,563",0,0,0,0,-
"Fresno, CA",982,951,969,"7,213","7,524",955,924,942,"7,026","7,541",27,27,27,187,"6,923",0,0,0,0,-
"Honolulu, HI","3,271","3,152","3,172","17,994","5,694","2,888","2,778","2,793","16,202","5,819",383,374,379,"1,793","4,769",0,0,0,0,-
"Houston, TX","7,203","7,135","7,169","43,469","6,058","6,647","6,645","6,646","40,639","6,115",556,490,523,"2,830","5,284",0,0,0,0,-
"Indianapolis, IN","4,339","4,324","4,329","17,994","4,158","2,322","2,310","2,312","11,166","4,831","1,142","1,140","1,142","3,907","3,423",875,874,875,"2,920","3,339"
"Jacksonville, FL","3,036","3,036","3,036","13,454","4,431","2,196","2,196","2,196","10,019","4,562",98,98,98,613,"6,255",742,742,742,"2,821","3,802"
