Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee14fut13.csv,,,,,,,,,,,,,,,,,,,,
"Table 13. Justice system employment and payrolls of 106 large county governments, by activity, March 2014",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2014 - Final (Update) NCJ 254124",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 13. Justice system employment and payrolls of 106 large county governments, by activity, March 2014",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
County,Total justice system total employees,Total justice system full-time employees ,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
"Alameda, CA","2,710","2,653","2,691","23,124","8,635","1,579","1,559","1,569","13,650","8,712",572,544,565,"5,620","10,118",559,550,557,"3,854","6,948"
"Allegheny, PA","3,065","2,966","2,999","13,613","4,561",555,555,555,"3,548","6,393","1,778","1,778","1,778","6,842","3,848",732,633,666,"3,222","4,954"
"Anne Arundel, MD","1,517","1,501","1,507","8,646","5,747",869,868,868,"5,493","6,326",314,299,305,"1,490","4,923",334,334,334,"1,663","4,979"
"Arapahoe, CO",607,605,606,"3,708","6,124",434,434,434,"2,775","6,395",80,80,80,554,"6,924",93,91,92,379,"4,130"
"Baltimore, MD","3,613","3,227","3,367","17,405","5,279","2,725","2,392","2,496","13,842","5,684",404,375,391,"1,779","4,570",484,460,480,"1,784","3,756"
"Bergen, NJ",550,531,543,"4,645","8,589",245,234,239,"1,852","7,710",32,24,31,157,"5,044",273,273,273,"2,635","9,654"
"Bernalillo, NM","1,214","1,166","1,192","5,326","4,508",414,379,397,"2,082","5,413",40,38,39,186,"4,776",760,749,756,"3,058","4,037"
"Bexar, TX","4,051","3,979","4,018","15,319","3,825",809,804,807,"3,544","4,395","1,227","1,181","1,206","5,012","4,191","2,015","1,994","2,005","6,763","3,379"
"Brevard, FL","1,666","1,554","1,595","6,207","3,932",700,631,649,"2,808","4,389",509,466,489,"1,702","3,530",457,457,457,"1,696","3,712"
"Bristol, MA",0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-
"Broward, FL","4,864","4,789","4,846","25,165","5,224","2,695","2,652","2,689","15,298","5,736","1,106","1,074","1,094","3,687","3,378","1,063","1,063","1,063","6,180","5,814"
"Bucks, PA","1,259","1,198","1,235","6,063","4,967",146,129,136,724,"5,464",571,541,561,"2,459","4,427",542,528,538,"2,881","5,400"
"Camden, NJ","1,450","1,431","1,442","9,302","6,476",657,643,652,"3,983","6,157",348,344,345,"2,283","6,614",445,444,445,"3,035","6,832"
"Clark, NV","7,479","7,147","7,266","48,044","6,677","4,198","4,065","4,096","28,559","6,994","2,260","2,065","2,152","12,093","5,762","1,021","1,017","1,018","7,392","7,265"
"Cobb, GA","2,275","2,037","2,123","9,253","4,405",853,773,795,"3,705","4,694",968,813,875,"3,472","4,026",454,451,453,"2,076","4,592"
"Collin, TX","1,056","1,053","1,055","4,524","4,287",168,168,168,879,"5,234",326,323,325,"1,498","4,605",562,562,562,"2,147","3,821"
"Contra Costa, CA","1,684","1,673","1,679","12,910","7,693",940,935,937,"7,360","7,860",418,414,416,"3,411","8,183",326,324,326,"2,139","6,584"
"Cook, IL","12,016","11,992","11,996","67,840","5,656",789,765,769,"5,649","7,370","5,398","5,398","5,398","27,925","5,173","5,829","5,829","5,829","34,267","5,879"
"Cuyahoga, OH","3,052","3,052","3,052","11,634","3,812",578,578,578,"2,631","4,551","1,581","1,581","1,581","5,523","3,494",893,893,893,"3,480","3,897"
"Dade, FL","9,090","8,518","8,818","55,038","6,376","4,861","4,321","4,600","31,628","7,169","1,781","1,753","1,771","8,157","4,614","2,448","2,444","2,447","15,253","6,238"
"Dallas, TX","5,268","5,076","5,175","20,661","4,003",707,707,707,"3,072","4,346","1,641","1,534","1,598","7,527","4,742","2,920","2,835","2,870","10,062","3,517"
"DeKalb, GA","2,779","2,776","2,778","11,664","4,200","1,287","1,284","1,286","5,418","4,215",966,966,966,"4,465","4,622",526,526,526,"1,782","3,388"
"Delaware, PA",761,695,718,"2,441","3,462",0,0,0,0,-,754,688,711,"2,401","3,441",7,7,7,39,"5,597"
"Denton, TX","1,098","1,089","1,094","4,600","4,203",239,239,239,"1,106","4,629",264,256,260,"1,445","5,562",595,594,595,"2,048","3,446"
"Douglas, NE","1,040",953,"1,010","4,662","4,758",184,168,175,942,"5,468",352,295,335,"1,487","4,759",504,490,500,"2,232","4,514"
