Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename: jeee14fut09.csv,,,,,,,,,,,,,,,,,,,,,
"Table 9. Justice system expenditure of state governments, by activity and character and object, fiscal 2014",,,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2014 - Final (Update) NCJ 254124",,,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 9. Justice system expenditure of state governments, by activity and character and object, fiscal 2014",,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
State,Total justice system total expenditure,Total justice system direct expenditure total,Total justice system direct current expenditure,Total justice system capital outlay,Total justice system intergovernmental expenditure,Police protection total expenditure,Police protection direct expenditure total,Police protection direct current expenditure,Police protection capital outlay,Police protection intergovernmental expenditure,Judicial and legal total expenditure,Judicial and legal direct expenditure total ,Judicial and legal direct current expenditure,Judicial and legal capital outlay,Judicial and legal intergovernmental expenditure,Corrections total expenditure,Corrections direct expenditure total,Corrections direct current expenditure,Corrections total capital outlay,Corrections construction capital outlay only,Corrections intergovernmental expenditure
U.S. total,"88,710,187","82,867,279","79,000,402","3,866,877","5,842,908","15,029,108","13,257,900","12,583,777","674,123","1,771,208","23,740,553","22,363,838","20,960,211","1,403,627","1,376,715","49,940,526","47,245,541","45,456,414","1,789,127","1,348,580","2,694,985"
Alabama,"871,902","828,166","791,089","37,077","43,736","124,635","116,197","104,629","11,568","8,438","205,429","202,282","199,170","3,112","3,147","541,838","509,687","487,290","22,397","7,633","32,151"
Alaska,"726,696","698,546","672,934","25,612","28,150","163,869","136,258","130,145","6,113","27,611","225,994","225,455","213,069","12,386",539,"336,833","336,833","329,720","7,113","5,784",0
Arizona,"1,552,370","1,457,868","1,384,356","73,512","94,502","247,617","235,506","208,210","27,296","12,111","234,532","193,210","189,460","3,750","41,322","1,070,221","1,029,152","986,686","42,466","29,171","41,069"
Arkansas,"549,457","537,088","535,056","2,032","12,369","103,499","101,994","101,994",0,"1,505","118,238","115,883","113,851","2,032","2,355","327,720","319,211","319,211",0,0,"8,509"
California,"15,235,170","15,019,158","12,939,697","2,079,461","216,012","1,697,517","1,681,471","1,650,985","30,486","16,046","4,568,523","4,501,170","3,461,611","1,039,559","67,353","8,969,130","8,836,517","7,827,101","1,009,416","988,191","132,613"
Colorado,"1,623,993","1,459,465","1,426,539","32,926","164,528","193,908","169,697","162,033","7,664","24,211","455,785","453,075","439,393","13,682","2,710","974,300","836,693","825,113","11,580","2,472","137,607"
Connecticut,"1,684,397","1,521,761","1,498,878","22,883","162,636","288,618","214,436","208,049","6,387","74,182","699,348","613,468","602,795","10,673","85,880","696,431","693,857","688,034","5,823","1,456","2,574"
Delaware,"618,815","613,147","598,417","14,730","5,668","134,648","134,017","124,873","9,144",631,"187,468","182,431","181,134","1,297","5,037","296,699","296,699","292,410","4,289","1,975",0
Florida,"4,412,391","4,404,568","4,358,300","46,268","7,823","551,222","551,019","526,584","24,435",203,"1,443,537","1,435,917","1,429,011","6,906","7,620","2,417,632","2,417,632","2,402,705","14,927","5,331",0
Georgia,"1,808,858","1,738,949","1,655,776","83,173","69,909","310,450","286,968","268,559","18,409","23,482","293,229","282,548","282,207",341,"10,681","1,205,179","1,169,433","1,105,010","64,423","52,726","35,746"
Hawaii,"516,975","507,135","493,950","13,185","9,840","35,423","35,423","34,280","1,143",0,"265,760","255,970","244,891","11,079","9,790","215,792","215,742","214,779",963,2,50
Idaho,"366,756","356,992","342,840","14,152","9,764","57,106","55,940","49,539","6,401","1,166","66,695","66,268","63,876","2,392",427,"242,955","234,784","229,425","5,359",777,"8,171"
Illinois,"2,586,323","2,474,057","2,408,999","65,058","112,266","483,020","450,130","416,276","33,854","32,890","634,657","557,279","544,048","13,231","77,378","1,468,646","1,466,648","1,448,675","17,973","4,834","1,998"
Indiana,"1,126,378","1,045,813","1,012,912","32,901","80,565","231,955","221,511","197,746","23,765","10,444","206,974","182,386","179,539","2,847","24,588","687,449","641,916","635,627","6,289",974,"45,533"
Iowa,"650,214","624,235","606,217","18,018","25,979","101,146","93,853","90,526","3,327","7,293","254,233","235,547","234,606",941,"18,686","294,835","294,835","281,085","13,750","9,823",0
Kansas,"614,316","560,992","545,625","15,367","53,324","100,513","94,544","87,626","6,918","5,969","159,116","158,664","158,421",243,452,"354,687","307,784","299,578","8,206","4,272","46,903"
Kentucky,"1,271,073","1,194,545","1,186,157","8,388","76,528","187,852","161,936","157,802","4,134","25,916","550,663","520,178","517,233","2,945","30,485","532,558","512,431","511,122","1,309",159,"20,127"
Louisiana,"1,305,235","995,181","985,668","9,513","310,054","314,596","206,678","201,976","4,702","107,918","321,577","302,252","301,193","1,059","19,325","669,062","486,251","482,499","3,752","2,501","182,811"
Maine,"291,381","276,371","272,148","4,223","15,010","74,280","74,280","73,539",741,0,"77,094","77,094","76,742",352,0,"140,007","124,997","121,867","3,130",2,"15,010"
Maryland,"2,572,716","2,469,461","2,402,585","66,876","103,255","587,829","493,430","480,461","12,969","94,399","536,084","531,623","515,360","16,263","4,461","1,448,803","1,444,408","1,406,764","37,644","11,323","4,395"
Massachusetts,"2,806,284","2,733,195","2,608,210","124,985","73,089","554,638","489,735","449,770","39,965","64,903","1,044,592","1,041,055","977,340","63,715","3,537","1,207,054","1,202,405","1,181,100","21,305","4,975","4,649"
Michigan,"2,623,206","2,462,604","2,455,276","7,328","160,602","432,547","406,147","401,497","4,650","26,400","312,801","210,499","209,675",824,"102,302","1,877,858","1,845,958","1,844,104","1,854",83,"31,900"
Minnesota,"1,393,057","1,204,579","1,183,589","20,990","188,478","412,197","302,562","292,232","10,330","109,635","475,126","461,947","456,543","5,404","13,179","505,734","440,070","434,814","5,256",815,"65,664"
Mississippi,"615,796","543,914","536,293","7,621","71,882","116,839","110,297","106,851","3,446","6,542","116,814","110,217","109,259",958,"6,597","382,143","323,400","320,183","3,217",286,"58,743"
Missouri,"1,302,050","1,237,288","1,184,815","52,473","64,762","241,828","222,358","186,158","36,200","19,470","250,737","242,364","238,553","3,811","8,373","809,485","772,566","760,104","12,462","5,920","36,919"
Montana,"341,176","340,135","335,007","5,128","1,041","49,885","48,857","47,249","1,608","1,028","102,136","102,123","101,685",438,13,"189,155","189,155","186,073","3,082",530,0
Nebraska,"431,597","425,619","418,376","7,243","5,978","79,428","74,591","69,957","4,634","4,837","70,504","69,363","69,356",7,"1,141","281,665","281,665","279,063","2,602","1,131",0
Nevada,"423,743","409,731","389,293","20,438","14,012","83,670","82,374","71,281","11,093","1,296","83,325","77,412","76,969",443,"5,913","256,748","249,945","241,043","8,902","3,928","6,803"
New Hampshire,"286,469","284,278","275,729","8,549","2,191","57,570","56,433","53,319","3,114","1,137","115,668","114,684","111,318","3,366",984,"113,231","113,161","111,092","2,069","1,316",70
New Jersey,"3,371,834","2,968,345","2,919,840","48,505","403,489","977,059","613,278","593,063","20,215","363,781","883,636","883,018","868,800","14,218",618,"1,511,139","1,472,049","1,457,977","14,072","6,940","39,090"
New Mexico,"803,329","780,399","768,244","12,155","22,930","142,127","122,665","116,031","6,634","19,462","283,975","283,915","281,459","2,456",60,"377,227","373,819","370,754","3,065","1,815","3,408"
