Bureau of Justice Statistics,,,,,,,,,,,
Filename: jeee14fut07.csv,,,,,,,,,,,
"Table 7. Police protection sworn and nonsworn employment and payrolls and percent distribution of full-time equivalent employment, by state and type of government, March 2014",,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2014 - Final (Update) NCJ 254124",,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,
,,,,,,,,,,,
"Table 7. Police protection sworn and nonsworn employment and payrolls and percent distribution of full-time equivalent employment, by state and type of government, March 2014",,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,
,,,,,,,,,,,
States and type of government,Total police protection full-time equivalent employment,Sworn total number of employees,Sworn full-time employees only,Sworn full-time equivalent employees,Sworn employees as a percent of total police protection full-time equivalent,Sworn March payrolls,Nonsworn total number of employees,Nonsworn full-time employees only,Nonsworn full-time equivalent employees,Nonsworn employees as a percent of total police protection full-time equivalent,Nonsworn March payrolls
"U.S. - States-local, total","908,408","714,514","678,896","693,249",76.3,"4,204,302","251,907","192,610","215,159",23.7,"894,639"
U.S. - State,"101,325","64,689","64,174","64,281",63.4,"427,067","38,393","36,105","37,044",36.6,"155,502"
"U.S. - Local, total","807,083","649,825","614,722","628,968",77.9,"3,777,234","213,514","156,505","178,115",22.1,"739,137"
U.S. - Counties,"266,550","200,907","186,222","190,805",71.6,"1,036,376","83,633","69,792","75,745",28.4,"323,576"
U.S. - Municipalities,"512,162","423,722","406,429","415,270",81.1,"2,568,943","120,663","83,094","96,892",18.9,"395,335"
Alabama - Total,"14,079","11,273","10,717","11,007",78.2,"43,910","3,450","2,713","3,072",21.8,"8,669"
Alabama - State,"1,367",689,689,689,50.4,"3,115",678,678,678,49.6,"2,001"
"Alabama - Local, total","12,712","10,584","10,028","10,318",81.2,"40,796","2,772","2,035","2,394",18.8,"6,668"
Alabama - Counties,"3,598","3,153","2,834","2,961",82.3,"10,916",704,530,637,17.7,"1,661"
Alabama - Municipalities,"9,114","7,431","7,194","7,357",80.7,"29,880","2,068","1,505","1,757",19.3,"5,008"
Alaska - Total,"1,876","1,170","1,123","1,139",60.7,"8,915",786,706,737,39.3,"3,795"
Alaska - State,696,310,310,310,44.5,"2,780",409,367,386,55.5,"1,926"
"Alaska - Local, total","1,180",860,813,829,70.3,"6,136",377,339,351,29.7,"1,868"
Alaska - Boroughs,94,71,71,72,76.6,368,22,22,22,23.4,91
Alaska - Municipalities,"1,086",789,742,757,69.7,"5,767",355,317,329,30.3,"1,777"
Arizona - Total,"19,418","14,114","14,056","14,078",72.5,"82,248","5,472","5,207","5,340",27.5,"23,886"
Arizona - State,"1,928","1,142","1,140","1,141",59.2,"6,265",821,763,787,40.8,"3,444"
"Arizona - Local, total","17,490","12,972","12,916","12,937",74,"75,984","4,651","4,444","4,553",26,"20,442"
Arizona - Counties,"5,747","4,525","4,495","4,504",78.4,"20,666","1,262","1,217","1,243",21.6,"5,249"
Arizona - Municipalities,"11,743","8,447","8,421","8,433",71.8,"55,318","3,389","3,227","3,310",28.2,"15,193"
Arkansas - Total,"8,554","6,789","6,320","6,461",75.5,"23,356","2,252","1,993","2,093",24.5,"5,862"
Arkansas - State,"1,242",557,557,557,44.8,"2,484",690,676,685,55.2,"2,214"
"Arkansas - Local, total","7,312","6,232","5,763","5,904",80.7,"20,873","1,562","1,317","1,408",19.3,"3,648"
Arkansas - Counties,"2,259","2,063","1,753","1,815",80.3,"5,121",491,419,444,19.7,"1,117"
Arkansas - Municipalities,"5,053","4,169","4,010","4,089",80.9,"15,752","1,071",898,964,19.1,"2,531"
California - Total,"99,512","71,599","69,675","70,398",70.7,"617,524","31,683","26,858","29,114",29.3,"162,727"
California - State,"11,347","7,952","7,761","7,771",68.5,"73,802","3,601","3,549","3,576",31.5,"15,249"
"California - Local, total","88,165","63,647","61,914","62,627",71,"543,722","28,082","23,309","25,538",29,"147,479"
California - Counties,"40,684","29,038","27,705","28,243",69.4,"215,782","12,819","11,858","12,441",30.6,"72,671"
California - Municipalities,"47,481","34,609","34,209","34,384",72.4,"327,940","15,263","11,451","13,097",27.6,"74,807"
Colorado - Total,"14,947","10,696","10,558","10,612",71,"66,806","4,656","4,101","4,335",29,"19,626"
Colorado - State,"1,226",754,754,754,61.5,"4,573",481,464,472,38.5,"2,182"
"Colorado - Local, total","13,721","9,942","9,804","9,858",71.8,"62,234","4,175","3,637","3,863",28.2,"17,444"
Colorado - Counties,"4,552","3,254","3,158","3,186",70,"17,760","1,476","1,299","1,366",30,"6,261"
Colorado - Municipalities,"9,169","6,688","6,646","6,672",72.8,"44,474","2,699","2,338","2,497",27.2,"11,183"
Connecticut - Total,"9,799","7,927","7,748","7,815",79.8,"57,803","2,880","1,628","1,984",20.2,"9,434"
