Bureau of Justice Statistics,,,,,,,,,,
Filename: jeee14fut03.csv,,,,,,,,,,
"Table 3. Percent distribution of expenditure for the justice system, by type of government, fiscal 2014",,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2014 - Final (Update) NCJ 254124",,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,
,,,,,,,,,,
"Table 3. Percent distribution of expenditure for the justice system, by type of government, fiscal 2014",,,,,,,,,,
(Dollar amounts in thousands),,,,,,,,,,
,,,,,,,,,,
State and type of government,Population 2014 (thousands),Total direct expenditure/a,Total justice system direct expenditure,Total justice system as a percent of total direct expenditure,Police protection direct expenditure,Police protection as a percent of total justice system,Judicial and legal direct expenditure,Judicial and legal as a percent of total justice system,Corrections direct expenditure,Corrections as a percent of total justice system
"U.S. - States-local, total","318,301","3,284,330,479","219,653,361",6.7,"100,941,046",46,"44,203,108",20.1,"74,509,207",33.9
U.S. - State,-,"1,571,480,908","82,867,279",5.3,"13,257,900",16,"22,363,838",27,"47,245,541",57
"U.S. - Local, total",-,"1,712,849,571","136,786,082",8,"87,683,146",64.1,"21,839,270",16,"27,263,666",19.9
U.S. - Counties,-,"380,262,621","66,362,990",17.5,"26,954,784",40.6,"16,519,618",24.9,"22,888,588",34.5
U.S. - Municipalities,-,"557,390,952","64,833,258",11.6,"56,035,882",86.4,"4,941,636",7.6,"3,855,740",5.9
Alabama - Total,"4,842","46,627,962","2,224,615",4.8,"1,169,003",52.5,"343,059",15.4,"712,553",32
Alabama - State,-,"25,242,960","828,166",3.3,"116,197",14,"202,282",24.4,"509,687",61.5
"Alabama - Local, total",-,"21,385,002","1,396,449",6.5,"1,052,806",75.4,"140,777",10.1,"202,866",14.5
Alabama - Counties,-,"2,093,509","605,034",28.9,"346,757",57.3,"77,992",12.9,"180,285",29.8
Alabama - Municipalities,-,"6,387,283","791,415",12.4,"706,049",89.2,"62,785",7.9,"22,581",2.9
Alaska - Total,736,"16,465,540","965,997",5.9,"371,803",38.5,"250,668",25.9,"343,526",35.6
Alaska - State,-,"10,866,824","698,546",6.4,"136,258",19.5,"225,455",32.3,"336,833",48.2
"Alaska - Local, total",-,"5,598,716","267,451",4.8,"235,545",88.1,"25,213",9.4,"6,693",2.5
Alaska - Boroughs,-,"2,376,993","25,061",1.1,"14,225",56.8,"9,262",37,"1,574",6.3
Alaska - Municipalities,-,"3,025,469","242,390",8,"221,320",91.3,"15,951",6.6,"5,119",2.1
Arizona - Total,"6,730","53,732,114","4,672,002",8.7,"2,042,867",43.7,"977,205",20.9,"1,651,930",35.4
Arizona - State,-,"26,255,904","1,457,868",5.6,"235,506",16.2,"193,210",13.3,"1,029,152",70.6
