Bureau of Justice Statistics,,,,,,,,,,
Filename: jeee11t10.csv,,,,,,,,,,
"Table 10. Detail of direct expenditure for correctional activities of state governments by character and object, fiscal 2011",,,,,,,,,,
"Report title: Justice Expenditure and Employment Extracts 2011 Final, NCJ 250631",,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,
"Author: Jennifer Bronson, Ph.D., BJS Statistician",,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,
Date of version: 6/29/2018,,,,,,,,,,
,,,,,,,,,,
"Table 10. Detail of direct expenditure for correctional activities of state governments by character and object, fiscal 2011",,,,,,,,,,
Amount (Dollar amounts in thousands),,,,,,,,,,
,,,,,,,,,,
,,Institutions,,,,,Other corrections,,,
,,,,Capital outlay,,,,,,
State ,Total corrections direct expenditure,Total,Direct current,Construction,Other,Percent of total corrections direct expenditure,Total,Direct current,Capital outlay,Percent of total corrections direct expenditure
Total,46711103,39008473,37492787,1254079,261607,83.5,7702630,7604619,98011,16.5
,,,,,,,,,,
Alabama,531700,455990,449459,4569,1962,85.8,75710,72192,3518,14.2
Alaska,283764,246866,243968,1782,1116,87,36898,36804,94,13
Arizona,865657,772818,748401,14660,9757,89.3,92839,87240,5599,10.7
Arkansas,411037,352817,324586,28231,0,85.8,58220,58220,0,14.2
California,8528335,7353361,6788745,537500,27116,86.2,1174974,1174974,0,13.8
,,,,,,,,,,
Colorado,871379,615119,597319,6321,11479,70.6,256260,253228,3032,29.4
Connecticut,687886,672523,666046,4331,2146,97.8,15363,15189,174,2.2
Delaware,266666,212311,211436,397,478,79.6,54355,54155,200,20.4
Florida,2465017,1897704,1869237,17809,10658,77,567313,565974,1339,23
Georgia,1425995,1045213,977697,54448,13068,73.3,380782,364926,15856,26.7
,,,,,,,,,,
Hawaii,191030,185621,185181,220,220,97.2,5409,5390,19,2.8
Idaho,211136,177085,169003,6694,1388,83.9,34051,33987,64,16.1
Illinois,1513117,1312775,1306003,6067,705,86.8,200342,194440,5902,13.2
Indiana,618752,608120,602880,2951,2289,98.3,10632,10631,1,1.7
Iowa,329694,316346,249706,65713,927,96,13348,13243,105,4
,,,,,,,,,,
Kansas,293547,258371,251021,1718,5632,88,35176,34562,614,12
Kentucky,499615,442843,438736,19,4088,88.6,56772,48561,8211,11.4
Louisiana,588483,438138,435598,1327,1213,74.5,150345,149348,997,25.5
Maine,130835,87636,87565,7,64,67,43199,42841,358,33
Maryland,1364884,1048808,1013580,30204,5024,76.8,316076,314835,1241,23.2
,,,,,,,,,,
Massachusetts,1050827,859806,838501,15578,5727,81.8,191021,190588,433,18.2
Michigan,1625653,1393944,1391612,1781,551,85.7,231709,231618,91,14.3
Minnesota,437453,273161,261572,7002,4587,62.4,164292,162035,2257,37.6
Mississippi,309694,282795,280153,349,2293,91.3,26899,26669,230,8.7
Missouri,683665,600505,592952,1911,5642,87.8,83160,82058,1102,12.2
,,,,,,,,,,
Montana,188537,146923,140121,5748,1054,77.9,41614,41533,81,22.1
Nebraska,241829,100802,99093,1636,73,41.7,141027,140372,655,58.3
Nevada,270381,224965,214237,9706,1022,83.2,45416,44158,1258,16.8
New Hampshire,112666,82098,80527,1373,198,72.9,30568,30474,94,27.1
New Jersey,1408614,1059474,1054625,2939,1910,75.2,349140,345130,4010,24.8
,,,,,,,,,,
New Mexico,406630,280402,279589,0,813,69,126228,124579,1649,31
New York,2918321,2587100,2375555,191652,19893,88.7,331221,330223,998,11.3
North Carolina,1420666,1213332,1113662,89966,9704,85.4,207334,201491,5843,14.6
North Dakota,87671,87090,70330,15893,867,99.3,581,581,0,0.7
Ohio,1452841,1126046,1080602,40315,5129,77.5,326795,322777,4018,22.5
,,,,,,,,,,
Oklahoma,516334,448977,445430,1034,2513,87,67357,66324,1033,13
Oregon,603412,476882,467869,6263,2750,79,126530,125235,1295,21
Pennsylvania,1858465,1757279,1739028,6330,11921,94.6,101186,99808,1378,5.4
Rhode Island,181796,150148,148057,1901,190,82.6,31648,31416,232,17.4
South Carolina,444655,398188,392526,3956,1706,89.5,46467,46075,392,10.5
,,,,,,,,,,
South Dakota,111370,95893,94576,862,455,86.1,15477,11960,3517,13.9
Tennessee,603629,505485,499006,114,6365,83.7,98144,97376,768,16.3
Texas,3624174,3304587,3247088,6049,51450,91.2,319587,316296,3291,8.8
Utah,297609,185810,183125,7,2678,62.4,111799,110421,1378,37.6
Vermont,126323,53818,53424,13,381,42.6,72505,72033,472,57.4
,,,,,,,,,,
Virginia,1193345,916591,907025,888,8678,76.8,276754,269874,6880,23.2
Washington,1002442,689350,654763,27540,7047,68.8,313092,310064,3028,31.2
West Virginia,269308,242177,238353,2226,1598,89.9,27131,25995,1136,10.1
Wisconsin,1047550,855027,824653,25993,4381,81.6,192523,189389,3134,18.4
Wyoming,136714,109353,108566,86,701,80,27361,27327,34,20
