Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename: jeee11t16.csv,,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 49 large city governments by activity, March 2011",,,,,,,,,,,,,,,,,,,,,
"Report title: Justice Expenditure and Employment Extracts 2011 Final, NCJ 250631",,,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,,
"Author: Jennifer Bronson, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version: 6/29/2018,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 49 large city governments by activity, March 2011",,,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,,,
,Employment,,,,,Employment,,,,,Employment,,,,,Employment,,,,,
City,Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees (dollars),Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of full-time employees (dollars),City
,,,,,,,,,,,,,,,,,,,,,
"Albuquerque, NM",1619,1473,1539,10154,6784,1560,1417,1482,9791,6797,59,56,57,363,6437,0,0,0,0,-,"Albuquerque, NM"
"Atlanta, GA",3040,3040,3040,11521,3790,2308,2308,2308,8698,3769,210,210,210,931,4432,522,522,522,1892,3624,"Atlanta, GA"
"Austin, TX",2578,2499,2525,15783,6284,2327,2266,2286,14761,6496,251,233,239,1022,4222,0,0,0,0,-,"Austin, TX"
"Baltimore, MD",4431,4285,4376,23232,5382,3522,3376,3467,19061,5596,909,909,909,4171,4588,0,0,0,0,-,"Baltimore, MD"
"Baton Rouge, LA",2474,2035,2338,8321,3822,1369,1151,1327,4563,3741,783,562,689,2590,4098,322,322,322,1168,3627,"Baton Rouge, LA"
"Boston, MA",2963,2759,2847,18555,6648,2918,2714,2802,18149,6608,45,45,45,406,9023,0,0,0,0,-,"Boston, MA"
,,,,,,,,,,,,,,,,,,,,,
"Buffalo, NY",993,993,993,5268,5305,958,958,958,5087,5310,35,35,35,181,5176,0,0,0,0,-,"Buffalo, NY"
"Charlotte, NC",2276,2203,2222,11797,5309,2248,2178,2194,11590,5281,28,25,28,207,7739,0,0,0,0,-,"Charlotte, NC"
"Chicago, IL",14866,13908,14107,92360,6604,14375,13417,13616,89318,6619,491,491,491,3042,6195,0,0,0,0,-,"Chicago, IL"
"Cincinnati, OH",1532,1406,1492,7753,5399,1459,1340,1423,7355,5378,73,66,69,398,5841,0,0,0,0,-,"Cincinnati, OH"
"Cleveland, OH",2990,2617,2680,12534,4710,2210,1864,1912,9641,5083,623,596,611,2327,3832,157,157,157,566,3607,"Cleveland, OH"
"Columbus, OH",2682,2631,2657,15423,5831,2165,2152,2159,13484,6255,457,419,438,1680,3868,60,60,60,259,4319,"Columbus, OH"
,,,,,,,,,,,,,,,,,,,,,
"Dallas, TX",4828,4476,4579,23568,5231,4489,4157,4254,22146,5297,339,319,325,1421,4367,0,0,0,0,-,"Dallas, TX"
"Denver, CO",3476,3385,3429,22090,6467,2069,2015,2040,13540,6676,646,609,628,3766,5998,761,761,761,4784,6287,"Denver, CO"
"Detroit, MI",3771,3771,3771,19164,5082,3190,3190,3190,16660,5223,581,581,581,2505,4311,0,0,0,0,-,"Detroit, MI"
"El Paso, TX",1381,1369,1372,7231,5271,1329,1326,1327,6932,5226,52,43,45,299,6652,0,0,0,0,-,"El Paso, TX"
"Fort Worth, TX",2390,2155,2212,12991,5981,2162,1928,1984,11926,6135,228,227,228,1065,4679,0,0,0,0,-,"Fort Worth, TX"
"Honolulu, HI",3055,2960,2984,17682,5957,2740,2653,2674,16182,6084,315,307,310,1500,4861,0,0,0,0,-,"Honolulu, HI"
,,,,,,,,,,,,,,,,,,,,,
"Houston, TX",7561,7508,7537,34774,4608,6979,6979,6979,32114,4602,582,529,558,2660,4689,0,0,0,0,-,"Houston, TX"
"Indianapolis, IN",3776,3693,3738,14087,3782,1952,1927,1930,7859,4071,1130,1080,1114,3921,3549,694,686,694,2307,3336,"Indianapolis, IN"
"Jacksonville, FL",3757,3324,3426,16609,4864,2863,2430,2532,12601,5004,107,107,107,630,5886,787,787,787,3379,4293,"Jacksonville, FL"
"Kansas City, MO",2069,2069,2069,11122,5376,1991,1991,1991,10687,5368,78,78,78,435,5575,0,0,0,0,-,"Kansas City, MO"
"Long Beach, CA",1345,1239,1299,9921,7838,1243,1138,1197,9175,7881,102,101,102,746,7354,0,0,0,0,-,"Long Beach, CA"
"Los Angeles, CA",13266,13198,13234,109583,8286,12319,12272,12295,101221,8241,947,926,939,8362,8882,0,0,0,0,-,"Los Angeles, CA"
,,,,,,,,,,,,,,,,,,,,,
"Memphis, TN",3168,2917,2981,12925,4369,3086,2848,2902,12507,4337,82,69,79,418,5685,0,0,0,0,-,"Memphis, TN"
"Miami, FL",1573,1561,1567,8567,5480,1522,1512,1518,8215,5426,51,49,49,352,7156,0,0,0,0,-,"Miami, FL"
"Milwaukee, WI",2707,2457,2521,13763,5531,2612,2368,2430,13182,5503,95,89,91,581,6273,0,0,0,0,-,"Milwaukee, WI"
"Minneapolis, MN",1333,1333,1333,7711,5784,1231,1231,1231,7088,5758,102,102,102,623,6104,0,0,0,0,-,"Minneapolis, MN"
"Nashville, TN",3447,3178,3299,13909,4281,1847,1668,1746,7973,4689,703,656,680,2834,4196,897,854,873,3102,3550,"Nashville, TN"
"Newark, NJ",1679,1399,1503,9873,6834,1534,1254,1358,9210,7095,145,145,145,663,4575,0,0,0,0,-,"Newark, NJ"
,,,,,,,,,,,,,,,,,,,,,
"New Orleans, LA",2835,2758,2800,10180,3655,1696,1689,1693,6334,3748,385,348,365,1237,3431,754,721,742,2608,3546,"New Orleans, LA"
"New York, NY",69728,67035,67628,474453,7036,52197,49804,50216,355887,7109,5442,5225,5353,31996,5993,12089,12006,12059,86570,7187,"New York, NY"
"Oakland, CA",1525,1382,1471,12445,8805,1434,1294,1380,11682,8828,91,88,91,764,8468,0,0,0,0,-,"Oakland, CA"
"Oklahoma City, OK",1460,1305,1338,7623,5785,1372,1218,1251,7271,5910,62,61,61,254,4148,26,26,26,98,3781,"Oklahoma City, OK"
"Omaha, NE",1022,955,1001,5906,6027,988,923,967,5675,5994,34,32,34,230,6985,0,0,0,0,-,"Omaha, NE"
"Philadelphia, PA",14021,13074,13347,69436,5224,8376,7435,7704,45166,5925,3228,3222,3226,12987,4022,2417,2417,2417,11283,4668,"Philadelphia, PA"
,,,,,,,,,,,,,,,,,,,,,
"Phoenix, AZ",4753,4690,4712,30309,6430,4247,4204,4219,27451,6513,506,486,493,2858,5713,0,0,0,0,-,"Phoenix, AZ"
"Pittsburgh, PA",1106,966,1021,4688,4676,1064,932,981,4519,4688,42,34,40,169,4336,0,0,0,0,-,"Pittsburgh, PA"
"Portland, OR",1401,1371,1387,9692,6999,1342,1322,1331,9231,6947,59,49,56,461,8399,0,0,0,0,-,"Portland, OR"
"St. Louis, MO",3060,3031,3053,11834,3872,1950,1949,1949,7846,4025,469,455,467,1803,3815,641,627,637,2185,3436,"St. Louis, MO"
"San Antonio, TX",3399,3150,3266,14719,4600,3189,2943,3058,13829,4623,210,207,208,890,4272,0,0,0,0,-,"San Antonio, TX"
"San Diego, CA",2805,2643,2689,20526,7681,2468,2324,2363,18372,7834,337,319,326,2153,6573,0,0,0,0,-,"San Diego, CA"
,,,,,,,,,,,,,,,,,,,,,
"San Francisco, CA",6028,5889,5966,52008,8758,3061,3017,3043,28852,9509,1497,1463,1483,12332,8324,1470,1409,1440,10824,7603,"San Francisco, CA"
"San Jose, CA",1836,1639,1692,16263,9809,1757,1563,1613,15488,9800,79,76,79,774,9995,0,0,0,0,-,"San Jose, CA"
"Seattle, WA",2230,2151,2201,16919,7736,1848,1829,1843,14749,8021,342,288,319,1926,6070,40,34,39,243,6535,"Seattle, WA"
"Toledo, OH",808,785,790,3285,4163,545,545,545,2440,4477,263,240,245,845,3448,0,0,0,0,-,"Toledo, OH"
"Tucson, AZ",1468,1451,1459,7617,5231,1253,1243,1249,6680,5361,215,208,210,938,4455,0,0,0,0,-,"Tucson, AZ"
"Tulsa, OK",991,921,945,6587,7096,919,855,877,6252,7274,72,66,68,335,4790,0,0,0,0,-,"Tulsa, OK"
"Washington, DC",7974,7942,7965,54144,6797,4510,4509,4510,32140,7127,2144,2116,2135,14395,6734,1320,1317,1320,7609,5767,"Washington, DC"
