Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename: jeee11t04.csv,,,,,,,,,,,,,,,,,,,,,
"Table 4. Justice system expenditure by character, state and type of government, fiscal 2011",,,,,,,,,,,,,,,,,,,,,
"Report title: Justice Expenditure and Employment Extracts 2011 Final, NCJ 250631",,,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,,
"Author: Jennifer Bronson, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version: 6/29/2018,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 4. Justice system expenditure by character, state and type of government, fiscal 2011",,,,,,,,,,,,,,,,,,,,,
Amount (Thousands of dollars),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Total justice system,,,,,Police protection,,,,,Judicial and legal,,,,,Corrections,,,,,
,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,,,
State and type of government,Total/a,Total,Direct current,Capital outlay ,Intergovernmental ,Total/a,Total,Direct current,Capital outlay ,Intergovernmental ,Total/a,Total,Direct current,Capital outlay ,Intergovernmental ,Total/a,Total,Direct current,Capital outlay ,Intergovernmental ,State and type of government
"States-local, total",213164693,213143774,205069271,8074503,-,96790832,96790832,92910913,3879919,-,43130511,43109592,41826851,1282741,-,73243350,73243350,70331507,2911843,-,"States-local, total"
State,86247058,80821917,77831729,2990188,5425141,14273194,12881719,12071134,810585,1391475,22806865,21229095,20663189,565906,1577770,49166999,46711103,45097406,1613697,2455896,State
"Local, total",132552659,132321857,127237542,5084315,230802,83914213,83909113,80839779,3069334,5100,21909536,21880497,21163662,716835,29039,26728910,26532247,25234101,1298146,196663,"Local, total"
Counties,67168032,65077458,62279396,2798062,2090574,25750089,25673411,24620145,1053266,76678,17615784,16849663,16215029,634634,766121,23802159,22554384,21444222,1110162,1247775,Counties
Municipalities,64170028,62381398,60227431,2153967,1788630,54909034,54102176,52184986,1917190,806858,4914629,4650309,4569253,81056,264320,4346365,3628913,3473192,155721,717452,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Alabama,2296777,2296777,2258657,38120,-,1160537,1160537,1137814,22723,-,412411,412411,407886,4525,-,723829,723829,712957,10872,-,Alabama
State,1037105,972756,952289,20467,64349,183957,155087,148517,6570,28870,290090,285969,282121,3848,4121,563058,531700,521651,10049,31358,State
"Local, total",1324249,1324021,1306368,17653,228,1005450,1005450,989297,16153,-,126670,126442,125765,677,228,192129,192129,191306,823,-,"Local, total"
Counties,595188,593797,589732,4065,1391,344680,343289,340199,3090,1391,77268,77268,77116,152,-,173240,173240,172417,823,-,Counties
Municipalities,762104,730224,716636,13588,31880,689640,662161,649098,13063,27479,53523,49174,48649,525,4349,18941,18889,18889,-,52,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Alaska,864471,864471,840448,24023,-,350657,350657,333722,16935,-,226600,226600,222504,4096,-,287214,287214,284222,2992,-,Alaska
State,623628,599740,590033,9707,23888,142811,118967,116337,2630,23844,197053,197009,192924,4085,44,283764,283764,280772,2992,-,State
"Local, total",264731,264731,250415,14316,-,231690,231690,217385,14305,-,29591,29591,29580,11,-,3450,3450,3450,-,-,"Local, total"
Boroughs,58983,58983,54875,4108,-,44444,44444,40340,4104,-,14539,14539,14535,4,-,-,-,-,-,-,Boroughs
Municipalities,205748,205748,195540,10208,-,187246,187246,177045,10201,-,15052,15052,15045,7,-,3450,3450,3450,-,-,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Arizona,4530380,4530380,4332182,198198,-,2116774,2116774,1989369,127405,-,947417,947417,926945,20472,-,1466189,1466189,1415868,50321,-,Arizona
State,1371895,1270914,1218685,52229,100981,240169,229150,209459,19691,11019,225513,176107,173585,2522,49406,906213,865657,835641,30016,40556,State
