Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,
Filename: jeee11t15.csv,,,,,,,,,,,,,,,,,,,,,,,
"Table 15. Justice system expenditures of 49 large city governments by activity and character and object, fiscal 2011",,,,,,,,,,,,,,,,,,,,,,,
"Report title: Justice Expenditure and Employment Extracts 2011 Final, NCJ 250631",,,,,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,,,,
"Author: Jennifer Bronson, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,,,
Date of version: 6/29/2018,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Table 15. Justice system expenditures of 49 large city governments by activity and character and object, fiscal 2011",,,,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Total justice system,,,,,Police Protection,,,,,Judicial and Legal,,,,,Corrections,,,,,,
,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,,,,,
City,Fiscal year ends in month of,Total,Total,Direct current,Capital outlay,Intergovernmental expenditure total,Total,Total,Direct current,Capital outlay,Intergovernmental expenditure total,Total,Total,Direct current,Capital outlay,Intergovernmental expenditure total,Total,Total,Direct current,Capital outlay,Construction only,Intergovernmental expenditure total,City
"Albuquerque, NM",6,173211,173211,164604,8607,0,168327,168327,159720,8607,0,4884,4884,4884,0,0,0,0,0,0,0,0,"Albuquerque, NM"
"Atlanta, GA",6,199264,199264,194634,4630,0,166715,166715,162342,4373,0,11802,11802,11802,0,0,20747,20747,20490,257,0,0,"Atlanta, GA"
"Austin, TX",9,286619,286619,265420,21199,0,259782,259782,238606,21176,0,26837,26837,26814,23,0,0,0,0,0,0,0,"Austin, TX"
"Baltimore, MD",6,410054,410054,409672,382,0,357510,357510,357128,382,0,52544,52544,52544,0,0,0,0,0,0,0,0,"Baltimore, MD"
"Baton Rouge, LA",12,252637,252637,215238,37399,0,119299,119299,114444,4855,0,97744,97744,66425,31319,0,35594,35594,34369,1225,0,0,"Baton Rouge, LA"
"Boston, MA",6,314295,314295,310845,3450,0,309096,309096,305649,3447,0,5199,5199,5196,3,0,0,0,0,0,0,0,"Boston, MA"
,,,,,,,,,,,,,,,,,,,,,,,
"Buffalo, NY",6,81977,81977,79556,2421,0,78432,78432,76011,2421,0,3545,3545,3545,0,0,0,0,0,0,0,0,"Buffalo, NY"
"Charlotte, NC",6,200940,200940,193729,7211,0,198988,198988,191777,7211,0,1952,1952,1952,0,0,0,0,0,0,0,0,"Charlotte, NC"
"Chicago, IL",12,1314054,1314054,1289705,24349,0,1285263,1285263,1260914,24349,0,28791,28791,28791,0,0,0,0,0,0,0,0,"Chicago, IL"
"Cincinnati, OH",12,117305,117305,116144,1161,0,112342,112342,111346,996,0,4963,4963,4798,165,0,0,0,0,0,0,0,"Cincinnati, OH"
"Cleveland, OH",12,238030,237771,237761,10,259,175245,175245,175235,10,0,47910,47910,47910,0,0,14875,14616,14616,0,0,259,"Cleveland, OH"
"Columbus, OH",12,271269,270513,264798,5715,756,235144,235144,229979,5165,0,32997,32997,32447,550,0,3128,2372,2372,0,0,756,"Columbus, OH"
,,,,,,,,,,,,,,,,,,,,,,,
"Dallas, TX",9,410529,403307,394822,8485,7222,377523,377523,370087,7436,0,23776,23776,22729,1047,0,9230,2008,2006,2,2,7222,"Dallas, TX"
"Denver, CO",12,395504,395504,395504,0,0,201228,201228,201228,0,0,69967,69967,69967,0,0,124309,124309,124309,0,0,0,"Denver, CO"
"Detroit, MI",6,434099,434099,420778,13321,0,381447,381447,368231,13216,0,52652,52652,52547,105,0,0,0,0,0,0,0,"Detroit, MI"
"El Paso, TX",8,114378,114378,110810,3568,0,105366,105366,101928,3438,0,9012,9012,8882,130,0,0,0,0,0,0,0,"El Paso, TX"
"Fort Worth, TX",9,240764,240764,236249,4515,0,220614,220614,216099,4515,0,20150,20150,20150,0,0,0,0,0,0,0,0,"Fort Worth, TX"
"Honolulu, HI",6,254334,254334,241757,12577,0,232167,232167,219590,12577,0,22167,22167,22167,0,0,0,0,0,0,0,0,"Honolulu, HI"
,,,,,,,,,,,,,,,,,,,,,,,
"Houston, TX",6,684928,684928,672975,11953,0,617839,617839,606033,11806,0,43933,43933,43786,147,0,23156,23156,23156,0,0,0,"Houston, TX"
"Indianapolis, IN",12,371189,366713,342693,24020,4476,216912,216444,204541,11903,468,69566,65843,65796,47,3723,84711,84426,72356,12070,17,285,"Indianapolis, IN"
"Jacksonville, FL",9,386598,385994,380006,5988,604,297364,297364,292776,4588,0,29451,29451,28051,1400,0,59783,59179,59179,0,0,604,"Jacksonville, FL"
"Kansas City, MO",4,241035,236708,236101,607,4327,226484,226484,225877,607,0,10224,10224,10224,0,0,4327,0,0,0,0,4327,"Kansas City, MO"
"Long Beach, CA",6,209415,209415,204864,4551,0,202842,202842,198291,4551,0,6573,6573,6573,0,0,0,0,0,0,0,0,"Long Beach, CA"
