Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
filename:  cjee0504.csv,,,,,,,,,,,,,,,,,,,,,
"table #.  4 Justice system expenditure, by character, State, and type of government, fiscal year 2005",,,,,,,,,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2005, NCJ 219370",,,,,,,,,,,,,,,,,,,,,
data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,,,,,,,,,
author:  Kristen Hughes,,,,,,,,,,,,,,,,,,,,,
refer questions to:  askbjs@usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
date of version:  8/10/2007,,,,,,,,,,,,,,,,,,,,,

"Table 4.   Justice system expenditure, by character, State, and type of government, fiscalyear 2005",,,,,,,,,,,,,,,,,,,,,

(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,

,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,,,
State and type of government,,Direct expenditure,,,Inter-governmental expenditure total,,Direct expenditure,,,Inter-governmental expenditure total,,Direct expenditure,,,Inter-governmental expenditure total,,Direct expenditure,,,Inter-governmental expenditure total,State and type of government

,Total/a,Total,Direct current,Capital outlay,Total,Total/a,Total,Direct current,Capital outlay,Total,Total/a,Total,Direct current,Capital outlay,Total,Total/a,Total,Direct current,Capital outlay,Total,

"States-local, total","$168,721,015 ","$168,721,015 ","$161,920,230 ","$6,800,785 ",,"$74,525,440 ","$74,525,440 ","$71,562,357 ","$2,963,083 ",,"$34,966,363 ","$34,966,363 ","$33,957,263 ","$1,009,100 ",,"$59,229,212 ","$59,229,212 ","$56,400,610 ","$2,828,602 ",,"States-local, total"
State,"$69,747,699 ","$64,947,744 ","$62,023,289 ","$2,924,455 ","$4,799,955 ","$11,362,668 ","$9,996,942 ","$9,314,053 ","$682,889 ","$1,365,726 ","$17,695,665 ","$16,583,096 ","$16,039,630 ","$543,466 ","$1,112,569 ","$40,689,366 ","$38,367,706 ","$36,669,606 ","$1,698,100 ","$2,321,660 ",State
"Local, total","$103,906,121 ","$103,773,271 ","$99,896,941 ","$3,876,330 ","$132,850 ","$64,532,177 ","$64,528,498 ","$62,248,304 ","$2,280,194 ","$3,679 ","$18,419,440 ","$18,383,267 ","$17,917,633 ","$465,634 ","$36,173 ","$20,954,504 ","$20,861,506 ","$19,731,004 ","$1,130,502 ","$92,998 ","Local, total"
Counties,"$51,174,888 ","$50,945,333 ","$48,688,717 ","$2,256,616 ","$229,555 ","$19,094,410 ","$19,061,377 ","$18,228,539 ","$832,838 ","$33,033 ","$14,252,916 ","$14,226,833 ","$13,829,369 ","$397,464 ","$26,083 ","$17,827,562 ","$17,657,123 ","$16,630,809 ","$1,026,314 ","$170,439 ",Counties
Municipalities,"$53,640,176 ","$52,827,938 ","$51,208,224 ","$1,619,714 ","$812,238 ","$46,095,192 ","$45,467,121 ","$44,019,765 ","$1,447,356 ","$628,071 ","$4,187,845 ","$4,156,434 ","$4,088,264 ","$68,170 ","$31,411 ","$3,357,139 ","$3,204,383 ","$3,100,195 ","$104,188 ","$152,756 ",Municipalities

Alabama,"$1,765,367 ","$1,765,367 ","$1,705,626 ","$59,741 ",,"$822,770 ","$822,770 ","$797,803 ","$24,967 ",,"$336,293 ","$336,293 ","$333,780 ","$2,513 ",,"$606,304 ","$606,304 ","$574,043 ","$32,261 ",,Alabama
State,"$788,072 ","$756,669 ","$741,766 ","$14,903 ","$31,403 ","$140,111 ","$115,233 ","$106,175 ","$9,058 ","$24,878 ","$225,181 ","$225,181 ","$223,511 ","$1,670 ",--,"$422,780 ","$416,255 ","$412,080 ","$4,175 ","$6,525 ",State
"Local, total","$1,008,698 ","$1,008,698 ","$963,860 ","$44,838 ",--,"$707,537 ","$707,537 ","$691,628 ","$15,909 ",--,"$111,112 ","$111,112 ","$110,269 ",$843 ,--,"$190,049 ","$190,049 ","$161,963 ","$28,086 ",--,"Local, total"
Counties,"$420,014 ","$419,887 ","$395,040 ","$24,847 ",$127 ,"$176,096 ","$176,008 ","$173,627 ","$2,381 ",$88 ,"$72,310 ","$72,310 ","$72,184 ",$126 ,--,"$171,608 ","$171,569 ","$149,229 ","$22,340 ",$39 ,Counties
Municipalities,"$598,032 ","$588,811 ","$568,820 ","$19,991 ","$9,221 ","$533,029 ","$531,529 ","$518,001 ","$13,528 ","$1,500 ","$40,822 ","$38,802 ","$38,085 ",$717 ,"$2,020 ","$24,181 ","$18,480 ","$12,734 ","$5,746 ","$5,701 ",Municipalities

Alaska,"$558,219 ","$558,219 ","$541,347 ","$16,872 ",,"$206,207 ","$206,207 ","$192,711 ","$13,496 ",,"$153,532 ","$153,532 ","$152,320 ","$1,212 ",,"$198,480 ","$198,480 ","$196,316 ","$2,164 ",,Alaska
State,"$414,378 ","$408,835 ","$400,538 ","$8,297 ","$5,543 ","$74,196 ","$68,653 ","$63,723 ","$4,930 ","$5,543 ","$143,229 ","$143,229 ","$142,026 ","$1,203 ",--,"$196,953 ","$196,953 ","$194,789 ","$2,164 ",--,State
"Local, total","$149,384 ","$149,384 ","$140,809 ","$8,575 ",--,"$137,554 ","$137,554 ","$128,988 ","$8,566 ",--,"$10,303 ","$10,303 ","$10,294 ",$9 ,--,"$1,527 ","$1,527 ","$1,527 ",--,--,"Local, total"
Boroughs,"$15,090 ","$15,090 ","$15,081 ",$9 ,--,"$9,111 ","$9,111 ","$9,111 ",--,--,"$5,979 ","$5,979 ","$5,970 ",$9 ,--,--,--,--,--,--,Boroughs
Municipalities,"$134,294 ","$134,294 ","$125,728 ","$8,566 ",--,"$128,443 ","$128,443 ","$119,877 ","$8,566 ",--,"$4,324 ","$4,324 ","$4,324 ",--,--,"$1,527 ","$1,527 ","$1,527 ",--,--,Municipalities

Arizona,"$3,581,052 ","$3,581,052 ","$3,394,448 ","$186,604 ",,"$1,532,631 ","$1,532,631 ","$1,428,230 ","$104,401 ",,"$771,212 ","$771,212 ","$764,007 ","$7,205 ",,"$1,277,209 ","$1,277,209 ","$1,202,211 ","$74,998 ",,Arizona
State,"$1,244,202 ","$1,111,613 ","$1,046,125 ","$65,488 ","$132,589 ","$205,139 ","$196,333 ","$172,816 ","$23,517 ","$8,806 ","$186,880 ","$153,945 ","$150,376 ","$3,569 ","$32,935 ","$852,183 ","$761,335 ","$722,933 ","$38,402 ","$90,848 ",State
"Local, total","$2,469,628 ","$2,469,439 ","$2,348,323 ","$121,116 ",$189 ,"$1,336,465 ","$1,336,298 ","$1,255,414 ","$80,884 ",$167 ,"$617,267 ","$617,267 ","$613,631 ","$3,636 ",--,"$515,896 ","$515,874 ","$479,278 ","$36,596 ",$22 ,"Local, total"
Counties,"$1,225,527 ","$1,225,505 ","$1,183,020 ","$42,485 ",$22 ,"$237,158 ","$237,158 ","$233,034 ","$4,124 ",--,"$472,565 ","$472,565 ","$470,800 ","$1,765 ",--,"$515,804 ","$515,782 ","$479,186 ","$36,596 ",$22 ,Counties
Municipalities,"$1,256,612 ","$1,243,934 ","$1,165,303 ","$78,631 ","$12,678 ","$1,099,419 ","$1,099,140 ","$1,022,380 ","$76,760 ",$279 ,"$144,702 ","$144,702 ","$142,831 ","$1,871 ",--,"$12,491 ",$92 ,$92 ,--,"$12,399 ",Municipalities

Arkansas,"$1,146,416 ","$1,146,416 ","$1,099,438 ","$46,978 ",,"$481,336 ","$481,336 ","$468,042 ","$13,294 ",,"$207,985 ","$207,985 ","$207,552 ",$433 ,,"$457,095 ","$457,095 ","$423,844 ","$33,251 ",,Arkansas
State,"$583,342 ","$582,938 ","$560,004 ","$22,934 ",$404 ,"$99,450 ","$99,423 ","$99,397 ",$26 ,$27 ,"$135,126 ","$135,124 ","$134,958 ",$166 ,$2 ,"$348,766 ","$348,391 ","$325,649 ","$22,742 ",$375 ,State
"Local, total","$564,641 ","$563,478 ","$539,434 ","$24,044 ","$1,163 ","$381,913 ","$381,913 ","$368,645 ","$13,268 ",--,"$74,024 ","$72,861 ","$72,594 ",$267 ,"$1,163 ","$108,704 ","$108,704 ","$98,195 ","$10,509 ",--,"Local, total"
Counties,"$266,749 ","$266,738 ","$251,900 ","$14,838 ",$11 ,"$111,062 ","$111,062 ","$106,885 ","$4,177 ",--,"$49,457 ","$49,446 ","$49,294 ",$152 ,$11 ,"$106,230 ","$106,230 ","$95,721 ","$10,509 ",--,Counties
Municipalities,"$301,511 ","$296,740 ","$287,534 ","$9,206 ","$4,771 ","$271,469 ","$270,851 ","$261,760 ","$9,091 ",$618 ,"$25,095 ","$23,415 ","$23,300 ",$115 ,"$1,680 ","$4,947 ","$2,474 ","$2,474 ",--,"$2,473 ",Municipalities

California,"$29,450,955 ","$29,450,955 ","$28,796,469 ","$654,486 ",,"$12,289,948 ","$12,289,948 ","$12,007,145 ","$282,803 ",,"$7,317,119 ","$7,317,119 ","$7,245,665 ","$71,454 ",,"$9,843,888 ","$9,843,888 ","$9,543,659 ","$300,229 ",,California
State,"$10,416,219 ","$10,127,599 ","$9,956,102 ","$171,497 ","$288,620 ","$1,242,628 ","$1,222,201 ","$1,183,462 ","$38,739 ","$20,427 ","$3,153,198 ","$3,100,902 ","$3,077,424 ","$23,478 ","$52,296 ","$6,020,393 ","$5,804,496 ","$5,695,216 ","$109,280 ","$215,897 ",State
"Local, total","$19,323,356 ","$19,323,356 ","$18,840,367 ","$482,989 ",--,"$11,067,747 ","$11,067,747 ","$10,823,683 ","$244,064 ",--,"$4,216,217 ","$4,216,217 ","$4,168,241 ","$47,976 ",--,"$4,039,392 ","$4,039,392 ","$3,848,443 ","$190,949 ",--,"Local, total"
Counties,"$11,262,441 ","$11,262,441 ","$10,984,397 ","$278,044 ",--,"$3,470,596 ","$3,470,596 ","$3,418,587 ","$52,009 ",--,"$3,925,167 ","$3,925,167 ","$3,877,813 ","$47,354 ",--,"$3,866,678 ","$3,866,678 ","$3,687,997 ","$178,681 ",--,Counties
