Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
filename:  cjee0513.csv,,,,,,,,,,,,,,,,,,,,,
"table #.  13 Justice system employment and payrolls of 68 large county governments, by activity, March 2005",,,,,,,,,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2005, NCJ 219370",,,,,,,,,,,,,,,,,,,,,
data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,,,,,,,,,
author:  Kristen Hughes,,,,,,,,,,,,,,,,,,,,,
refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
date of version:  8/10/2007,,,,,,,,,,,,,,,,,,,,,

"Table 13.  Justice system employment and payrolls of 68 large county governments, by activity, March 2005",,,,,,,,,,,,,,,,,,,,,

(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,,

,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,,,
County,Employment,,,March payrolls,Average earnings of full-time employees (dollars),Employment,,,March payrolls,Average earnings of full-time employees (dollars),Employment,,,March payrolls,Average earnings of full-time employees (dollars),Employment,,,March payrolls,Average earnings of full-time employees (dollars),County
,Total employees,Full-time employees,Full-time eqivalent,,,Total employees,Full-time employees,Full-time eqivalent,,,Total employees,Full-time employees,Full-time eqivalent,,,Total employees,Full-time employees,Full-time eqivalent,,,

"Alameda, CA","2,649","2,614","2,639","$18,140 ","$6,882 ",916,915,915,"$5,892 ","$6,439 ",752,718,743,"$5,844 ","$7,931 ",981,981,981,"$6,404 ","$6,528 ","Alameda, CA"
"Allegheny, PA","2,990","2,879","2,951","$9,961 ","$3,413 ",555,555,555,"$2,324 ","$4,188 ","1,752","1,713","1,731","$5,452 ","$3,164 ",683,611,665,"$2,185 ","$3,410 ","Allegheny, PA"
"Baltimore, MD","3,184","2,871","2,997","$12,607 ","$4,299 ","2,465","2,188","2,284","$10,011 ","$4,495 ",348,325,344,"$1,389 ","$4,098 ",371,358,369,"$1,207 ","$3,286 ","Baltimore, MD"
"Bergen, NJ",978,971,973,"$6,417 ","$6,602 ",202,195,197,"$1,293 ","$6,597 ",504,504,504,"$3,301 ","$6,549 ",272,272,272,"$1,823 ","$6,703 ","Bergen, NJ"
"Bexar, TX","3,723","3,679","3,684","$11,081 ","$3,007 ",668,664,664,"$2,224 ","$3,347 ","1,088","1,048","1,053","$3,536 ","$3,359 ","1,967","1,967","1,967","$5,322 ","$2,705 ","Bexar, TX"
"Broward, FL","5,813","5,675","5,748","$22,879 ","$4,001 ","3,346","3,237","3,288","$13,903 ","$4,256 ","1,052","1,023","1,045","$3,097 ","$2,980 ","1,415","1,415","1,415","$5,880 ","$4,155 ","Broward, FL"
"Clark, NV",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"Clark, NV"

"Contra Costa, CA","1,699","1,696","1,697","$8,592 ","$5,063 ",702,701,702,"$4,545 ","$6,479 ",497,497,497,"$2,335 ","$4,699 ",500,498,498,"$1,711 ","$3,434 ","Contra Costa, CA"
"Cook, IL","14,738","14,710","14,716","$59,729 ","$4,060 ",842,814,820,"$3,868 ","$4,737 ","8,366","8,366","8,366","$32,239 ","$3,854 ","5,530","5,530","5,530","$23,623 ","$4,272 ","Cook, IL"
"Cuyahoga, OH","3,392","3,392","3,392","$10,918 ","$3,219 ",508,508,508,"$1,776 ","$3,496 ","1,846","1,846","1,846","$5,941 ","$3,218 ","1,038","1,038","1,038","$3,201 ","$3,084 ","Cuyahoga, OH"
"Dade, FL",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"Dade, FL"
"Dallas, TX","4,305","4,060","4,124","$17,029 ","$4,139 ",824,824,824,"$3,607 ","$4,377 ","1,261","1,144","1,196","$5,234 ","$4,403 ","2,220","2,092","2,104","$8,188 ","$3,900 ","Dallas, TX"
"Dekalb, GA","2,936","2,779","2,834","$11,135 ","$3,954 ","1,503","1,376","1,419","$5,693 ","$4,089 ",858,828,840,"$3,452 ","$4,070 ",575,575,575,"$1,990 ","$3,462 ","Dekalb, GA"
"Delaware, PA",969,884,929,"$2,480 ","$2,775 ",57,57,57,$170 ,"$2,991 ",767,682,727,"$1,908 ","$2,759 ",145,145,145,$401 ,"$2,763 ","Delaware, PA"

"Du Page, IL","1,404","1,370","1,388","$6,643 ","$4,801 ",677,667,670,"$3,605 ","$5,382 ",463,453,461,"$1,851 ","$4,038 ",264,250,257,"$1,187 ","$4,635 ","Du Page, IL"
"Erie, NY",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"Erie, NY"
"Essex, NJ","1,500","1,495","1,497","$7,535 ","$5,031 ",272,272,272,"$1,458 ","$5,359 ",437,433,435,"$2,444 ","$5,613 ",791,790,790,"$3,634 ","$4,599 ","Essex, NJ"
"Fairfax, VA","3,085","2,919","2,982","$16,749 ","$5,626 ","1,833","1,754","1,777","$10,555 ","$5,946 ",512,466,490,"$2,489 ","$5,092 ",740,699,715,"$3,705 ","$5,182 ","Fairfax, VA"
