Bureau of Justice Statistics,,,,,,,,,,
Filename: jeee13fut10.csv,,,,,,,,,,
"Table 10. Detail of direct expenditure for correctional activities of state governments, by character and object, fiscal 2013",,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2013 - Final (Update) NCJ 250327",,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,
Date of version: 7/7/2021,,,,,,,,,,
,,,,,,,,,,
"Table 10. Detail of direct expenditure for correctional activities of state governments, by character and object, fiscal 2013",,,,,,,,,,
(Dollar amounts in thousands),,,,,,,,,,
,,,,,,,,,,
State,Total corrections direct expenditure,Institutions total direct expenditure,Institutions direct current expenditure,Institutions construction capital outlay,Institutions other capital outlay,Institutions as a percent of total corrections direct expenditure,Other corrections total direct expenditure,Other corrections direct current expenditure,Other corrections capital outlay ,Other corrections as a percent of total corrections direct expenditure
U.S. total,"45,490,190","39,450,198","38,301,872","769,531","378,795",86.7,"6,039,992","5,942,349","97,643",13.3
Alabama,"492,018","442,607","428,624","4,085","9,898",90,"49,411","48,327","1,084",10
Alaska,"335,234","284,113","283,787",71,255,84.8,"51,121","35,929","15,192",15.2
Arizona,"987,587","915,186","899,880","2,608","12,698",92.7,"72,401","69,934","2,467",7.3
Arkansas,"303,499","243,408","243,408",0,0,80.2,"60,091","60,091",0,19.8
California,"7,657,424","6,620,373","6,473,192","139,446","7,735",86.5,"1,037,051","1,035,962","1,089",13.5
Colorado,"842,576","589,970","584,179",459,"5,332",70,"252,606","250,291","2,315",30
Connecticut,"657,483","650,760","635,825","11,936","2,999",99,"6,723","6,723",0,1
Delaware,"285,481","237,106","234,634","1,263","1,209",83.1,"48,375","48,020",355,16.9
Florida,"2,145,818","1,628,810","1,623,859",0,"4,951",75.9,"517,008","515,171","1,837",24.1
Georgia,"1,169,622","933,538","900,633","29,530","3,375",79.8,"236,084","223,600","12,484",20.2
Hawaii,"195,843","192,490","192,003",0,487,98.3,"3,353","3,352",1,1.7
Idaho,"228,281","220,323","216,673",615,"3,035",96.5,"7,958","7,883",75,3.5
Illinois,"1,370,296","1,218,813","1,196,117","13,549","9,147",88.9,"151,483","150,555",928,11.1
Indiana,"668,415","657,658","648,959","1,159","7,540",98.4,"10,757","10,545",212,1.6
Iowa,"334,446","322,094","261,783","52,588","7,723",96.3,"12,352","12,196",156,3.7
Kansas,"303,589","281,124","275,585","3,308","2,231",92.6,"22,465","21,401","1,064",7.4
Kentucky,"520,734","480,963","478,673",222,"2,068",92.4,"39,771","39,771",0,7.6
Louisiana,"473,023","390,306","385,654","3,716",936,82.5,"82,717","81,496","1,221",17.5
Maine,"121,999","109,170","108,866",0,304,89.5,"12,829","12,829",0,10.5
Maryland,"1,420,600","1,163,179","1,142,438","13,028","7,713",81.9,"257,421","244,705","12,716",18.1
Massachusetts,"1,276,275","1,121,262","1,083,640","24,479","13,143",87.9,"155,013","152,567","2,446",12.1
Michigan,"1,823,067","1,489,628","1,488,954",79,595,81.7,"333,439","333,215",224,18.3
Minnesota,"413,360","348,722","343,729",615,"4,378",84.4,"64,638","63,208","1,430",15.6
Mississippi,"324,366","297,411","295,869",301,"1,241",91.7,"26,955","26,614",341,8.3
Missouri,"753,723","657,697","647,992","3,793","5,912",87.3,"96,026","95,468",558,12.7
Montana,"181,838","101,354","99,576",0,"1,778",55.7,"80,484","79,101","1,383",44.3
Nebraska,"246,449","142,389","140,791","1,087",511,57.8,"104,060","103,492",568,42.2
Nevada,"254,502","205,770","198,949","4,214","2,607",80.9,"48,732","47,626","1,106",19.1
New Hampshire,"114,453","90,453","88,475","1,808",170,79,"24,000","23,836",164,21
New Jersey,"1,487,126","1,150,282","1,137,527","10,215","2,540",77.3,"336,844","334,810","2,034",22.7
New Mexico,"339,681","228,727","226,036","1,854",837,67.3,"110,954","110,757",197,32.7
New York,"3,083,645","2,904,582","2,786,966","110,586","7,030",94.2,"179,063","178,702",361,5.8
North Carolina,"1,281,083","1,125,270","1,080,766","33,401","11,103",87.8,"155,813","154,931",882,12.2
North Dakota,"96,257","95,167","78,531","14,599","2,037",98.9,"1,090","1,074",16,1.1
Ohio,"1,357,600","1,185,486","1,151,876","15,033","18,577",87.3,"172,114","161,608","10,506",12.7
Oklahoma,"534,929","473,425","459,714","4,714","8,997",88.5,"61,504","61,445",59,11.5
Oregon,"624,048","621,226","609,325","2,550","9,351",99.5,"2,822","2,822",0,0.5
Pennsylvania,"2,085,406","1,975,529","1,753,878","172,824","48,827",94.7,"109,877","108,289","1,588",5.3
Rhode Island,"193,344","160,873","157,201","3,418",254,83.2,"32,471","32,193",278,16.8
South Carolina,"440,240","406,327","403,095","2,224","1,008",92.3,"33,913","33,899",14,7.7
South Dakota,"115,568","108,133","106,642","1,084",407,93.6,"7,435","7,433",2,6.4
Tennessee,"609,552","533,749","525,926","2,316","5,507",87.6,"75,803","75,006",797,12.4
Texas,"3,325,896","3,182,683","3,104,133","17,187","61,363",95.7,"143,213","143,151",62,4.3
Utah,"324,110","248,318","208,168",7,"40,143",76.6,"75,792","72,303","3,489",23.4
Vermont,"133,311","92,774","92,487",0,287,69.6,"40,537","39,871",666,30.4
Virginia,"1,210,546","938,994","927,032",941,"11,021",77.6,"271,552","261,825","9,727",22.4
Washington,"928,865","756,403","701,982","32,602","21,819",81.4,"172,462","170,200","2,262",18.6
West Virginia,"297,777","271,049","258,960","9,330","2,759",91,"26,728","23,497","3,231",9
Wisconsin,"979,845","844,580","819,328","20,597","4,655",86.2,"135,265","135,233",32,13.8
Wyoming,"139,360","109,944","109,552",90,302,78.9,"29,416","29,392",24,21.1
