Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename: jeee13fut09.csv,,,,,,,,,,,,,,,,,,,,,
"Table 9. Justice system expenditure of state governments, by activity and character and object, fiscal 2013",,,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2013 - Final (Update) NCJ 250327",,,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version: 7/7/2021,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 9. Justice system expenditure of state governments, by activity and character and object, fiscal 2013",,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
State,Total justice system total expenditure,Total justice system direct expenditure total,Total justice system direct current expenditure,Total justice system capital outlay,Total justice system intergovernmental expenditure,Police protection total expenditure,Police protection direct expenditure total,Police protection direct current expenditure,Police protection capital outlay,Police protection intergovernmental expenditure,Judicial and legal total expenditure,Judicial and legal direct expenditure total ,Judicial and legal direct current expenditure,Judicial and legal capital outlay,Judicial and legal intergovernmental expenditure,Corrections total expenditure,Corrections direct expenditure total,Corrections direct current expenditure,Corrections total capital outlay,Corrections construction capital outlay only,Corrections intergovernmental expenditure
U.S. total,"85,049,790","78,793,413","76,057,536","2,735,877","6,256,377","14,603,423","12,776,147","12,072,779","703,368","1,827,276","22,221,635","20,527,076","19,740,536","786,540","1,694,559","48,224,732","45,490,190","44,244,221","1,245,969","805,810","2,734,542"
Alabama,"850,823","810,307","778,883","31,424","40,516","119,097","114,472","101,376","13,096","4,625","207,712","203,817","200,556","3,261","3,895","524,014","492,018","476,951","15,067","4,085","31,996"
Alaska,"720,059","692,775","643,820","48,955","27,284","166,917","140,109","123,218","16,891","26,808","217,908","217,432","200,886","16,546",476,"335,234","335,234","319,716","15,518","13,656",0
Arizona,"1,476,366","1,384,346","1,343,660","40,686","92,020","232,360","220,146","201,165","18,981","12,214","215,278","176,613","172,681","3,932","38,665","1,028,728","987,587","969,814","17,773","2,608","41,141"
Arkansas,"523,644","513,950","513,441",509,"9,694","104,882","100,742","100,742",0,"4,140","112,061","109,709","109,200",509,"2,352","306,701","303,499","303,499",0,0,"3,202"
California,"13,112,606","12,832,771","12,245,949","586,822","279,835","1,600,910","1,580,444","1,540,016","40,428","20,466","3,667,069","3,594,903","3,196,779","398,124","72,166","7,844,627","7,657,424","7,509,154","148,270","139,446","187,203"
Colorado,"1,576,022","1,421,874","1,356,904","64,970","154,148","172,792","154,567","146,227","8,340","18,225","427,532","424,731","376,207","48,524","2,801","975,698","842,576","834,470","8,106",469,"133,122"
Connecticut,"1,659,898","1,441,238","1,406,195","35,043","218,660","342,911","208,956","197,958","10,998","133,955","655,984","574,799","565,689","9,110","81,185","661,003","657,483","642,548","14,935","11,936","3,520"
Delaware,"604,360","599,079","583,229","15,850","5,281","134,425","133,794","122,214","11,580",631,"184,454","179,804","178,361","1,443","4,650","285,481","285,481","282,654","2,827","1,298",0
Florida,"4,383,888","3,931,037","3,876,237","54,800","452,851","514,377","513,947","474,899","39,048",430,"1,723,693","1,271,272","1,262,308","8,964","452,421","2,145,818","2,145,818","2,139,030","6,788",307,0
