Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee13fut16.csv,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 49 large city governments, by activity, March 2013",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2013 - Final (Update) NCJ 250327",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 7/7/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 49 large city governments, by activity, March 2013",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
City,Total justice system total employees,Total justice system full-time employees,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
"Albuquerque, NM","1,614","1,455","1,528","10,385","7,014","1,556","1,400","1,472","10,014","7,026",58,55,56,371,"6,694",0,0,0,0,-
"Atlanta, GA","2,886","2,884","2,886","11,694","4,053","2,372","2,372","2,372","9,534","4,019",234,232,234,"1,188","5,101",280,280,280,971,"3,469"
"Austin, TX","2,674","2,525","2,559","17,922","7,056","2,414","2,283","2,312","16,731","7,295",260,242,247,"1,191","4,802",0,0,0,0,-
"Baltimore, MD","4,588","4,183","4,386","24,667","5,799","3,921","3,526","3,723","21,308","5,937",667,657,663,"3,358","5,059",0,0,0,0,-
"Baton Rouge, LA","2,523","2,001","2,365","8,679","4,013","1,401","1,142","1,356","4,674","3,820",821,558,708,"2,670","4,181",301,301,301,"1,335","4,435"
"Boston, MA","3,039","2,846","2,923","20,060","6,975","2,991","2,798","2,875","19,766","6,989",48,48,48,294,"6,128",0,0,0,0,-
"Buffalo, NY",882,882,882,"6,082","6,896",853,853,853,"5,930","6,952",29,29,29,152,"5,228",0,0,0,0,-
"Charlotte, NC","2,302","2,254","2,272","12,768","5,603","2,276","2,229","2,247","12,559","5,574",26,25,25,209,"8,165",0,0,0,0,-
"Chicago, IL","13,787","12,994","13,435","87,650","6,642","13,280","12,487","12,928","84,564","6,665",507,507,507,"3,086","6,087",0,0,0,0,-
"Cincinnati, OH","1,263","1,172","1,211","6,552","5,522","1,196","1,105","1,144","6,160","5,503",67,67,67,392,"5,845",0,0,0,0,-
"Cleveland, OH","2,800","2,413","2,515","12,655","5,155","2,110","1,755","1,841","9,937","5,562",548,525,535,"2,165","4,075",142,133,139,553,"4,033"
"Columbus, OH","2,739","2,690","2,715","16,369","6,056","2,219","2,208","2,213","14,338","6,487",461,423,443,"1,726","3,928",59,59,59,305,"5,165"
"Dallas, TX","4,650","4,326","4,389","24,444","5,618","4,459","4,150","4,211","23,326","5,593",191,176,178,"1,118","6,218",0,0,0,0,-
"Denver, CO","3,378","3,279","3,325","22,219","6,710","2,000","1,942","1,964","13,718","7,024",636,595,619,"3,807","6,164",742,742,742,"4,694","6,326"
"Detroit, MI","3,780","3,780","3,780","23,985","6,345","3,167","3,167","3,167","20,819","6,574",613,613,613,"3,166","5,165",0,0,0,0,-
"El Paso, TX","1,370","1,359","1,365","7,694","5,649","1,318","1,315","1,317","7,418","5,639",52,44,48,276,"5,950",0,0,0,0,-
"Fort Worth, TX","2,234","1,983","2,056","13,409","6,686","1,997","1,757","1,822","12,349","6,958",237,226,234,"1,060","4,568",0,0,0,0,-
"Honolulu, HI","2,969","2,882","2,908","17,360","5,993","2,651","2,572","2,592","15,788","6,110",318,310,316,"1,572","5,027",0,0,0,0,-
"Houston, TX","7,214","7,149","7,182","39,189","5,451","6,680","6,678","6,679","36,618","5,483",534,471,503,"2,571","5,004",0,0,0,0,-
"Indianapolis, IN","4,352","4,336","4,341","17,915","4,129","2,331","2,319","2,321","11,112","4,790","1,135","1,132","1,134","3,882","3,423",886,885,886,"2,922","3,300"
"Jacksonville, FL","3,408","2,891","3,181","14,589","4,801","2,288","1,985","2,077","10,483","5,185",362,148,346,"1,217","4,719",758,758,758,"2,889","3,811"
"Kansas City, MO","2,047","2,047","2,047","4,990","2,438","1,981","1,981","1,981","4,801","2,424",66,66,66,189,"2,861",0,0,0,0,-
"Long Beach, CA","1,305","1,195","1,265","11,202","9,112","1,206","1,100","1,168","10,447","9,225",99,95,97,755,"7,806",0,0,0,0,-
"Los Angeles, CA","13,730","13,624","13,673","112,460","8,237","12,887","12,793","12,836","104,607","8,164",843,831,837,"7,853","9,363",0,0,0,0,-
"Memphis, TN","3,198","2,891","3,143","14,910","4,936","3,059","2,769","3,013","14,320","4,950",139,122,130,590,"4,631",0,0,0,0,-
"Miami, FL","1,485","1,443","1,462","7,513","5,172","1,444","1,402","1,421","7,216","5,111",41,41,41,297,"7,253",0,0,0,0,-
"Milwaukee, WI","2,666","2,428","2,504","14,226","5,780","2,570","2,339","2,412","13,648","5,763",96,89,92,578,"6,225",0,0,0,0,-
"Minneapolis, MN","1,313","1,313","1,313","8,033","6,118","1,212","1,212","1,212","7,384","6,092",101,101,101,649,"6,422",0,0,0,0,-
"Nashville, TN","3,479","3,172","3,306","14,093","4,334","1,865","1,655","1,746","8,035","4,742",684,647,665,"2,837","4,288",930,870,895,"3,221","3,592"
"Newark, NJ","1,418","1,296","1,357","9,046","6,873","1,281","1,159","1,220","8,415","7,142",137,137,137,630,"4,601",0,0,0,0,-
"New Orleans, LA","2,716","2,632","2,686","10,042","3,767","1,595","1,589","1,592","6,120","3,849",372,331,362,"1,257","3,588",749,712,732,"2,665","3,666"
"New York, NY","69,266","66,682","68,175","487,037","7,244","52,070","49,799","51,097","368,295","7,336","5,620","5,376","5,522","32,634","5,932","11,576","11,507","11,556","86,107","7,460"
"Oakland, CA","1,111","1,000","1,064","10,382","10,149","1,053",942,"1,006","9,860","10,219",58,58,58,522,"9,006",0,0,0,0,-
"Oklahoma City, OK","1,526","1,382","1,418","8,880","6,360","1,431","1,288","1,323","8,466","6,504",66,65,66,279,"4,275",29,29,29,135,"4,665"
"Omaha, NE","1,024",961,"1,000","6,386","6,507",989,928,965,"6,149","6,490",35,33,35,238,"6,994",0,0,0,0,-
"Philadelphia, PA","13,917","12,996","13,251","74,835","5,674","8,266","7,363","7,612","47,898","6,362","3,206","3,188","3,194","15,042","4,706","2,445","2,445","2,445","11,895","4,865"
"Phoenix, AZ","4,503","4,461","4,481","27,379","6,115","4,002","3,984","3,989","24,723","6,202",501,477,492,"2,655","5,391",0,0,0,0,-
"Pittsburgh, PA","1,145",988,"1,068","6,427","6,324","1,101",952,"1,027","6,298","6,440",44,36,41,129,"3,268",0,0,0,0,-
"Portland, OR","1,644","1,635","1,641","9,979","6,065","1,586","1,586","1,586","9,507","5,994",58,49,55,472,"8,339",0,0,0,0,-
"St. Louis, MO","2,950","2,943","2,947","12,306","4,176","1,881","1,879","1,880","7,551","4,016",628,624,626,"2,992","4,780",441,440,441,"1,762","4,000"
"San Antonio, TX","3,384","3,143","3,194","17,777","5,623","3,172","2,936","2,984","16,787","5,686",212,207,210,990,"4,727",0,0,0,0,-
"San Diego, CA","2,771","2,605","2,648","20,347","7,731","2,437","2,290","2,326","18,064","7,820",334,315,322,"2,283","7,079",0,0,0,0,-
"San Francisco, CA","6,008","5,434","5,724","53,145","9,464","3,531","3,062","3,292","32,188","10,040",898,871,889,"8,469","9,583","1,579","1,501","1,543","12,488","8,221"
"San Jose, CA","1,649","1,466","1,517","14,278","9,629","1,575","1,397","1,445","13,596","9,630",74,69,72,682,"9,612",0,0,0,0,-
"Seattle, WA","2,193","2,116","2,174","17,417","8,090","1,807","1,792","1,804","15,065","8,371",347,291,332,"2,113","6,545",39,33,38,239,"6,443"
"Toledo, OH",792,768,773,"3,309","4,286",533,533,533,"2,458","4,612",259,235,240,851,"3,548",0,0,0,0,-
"Tucson, AZ","1,498","1,470","1,487","7,938","5,356","1,278","1,256","1,271","6,988","5,525",220,214,216,950,"4,363",0,0,0,0,-
"Tulsa, OK","1,029",973,990,"5,416","5,533",954,903,919,"5,054","5,570",75,70,71,362,"5,051",0,0,0,0,-
"Washington, DC","7,979","7,928","7,966","55,980","7,033","4,479","4,477","4,478","30,864","6,893","2,176","2,153","2,168","17,795","8,210","1,324","1,298","1,320","7,322","5,565"
