"Bureau of Justice Statistics",,,,,,,,
"filename:  cjee0018.csv",,,,,,,,
"table #:  18 Supplemental data for State governments",,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2000, NCJ 202792",,,,,,,,
"data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE)",,,,,,,,
"author:  Lynn Bauer",,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765",,,,,,,,
"date of version:  12/19/2003",,,,,,,,
,,,,,,,,
"Table 18. Supplemental data for State governments",,,,,,,,
,,,,,,,,
,,,,,,,,
,,"Personal income, calendar year 2000/a",,"Expenditures, fiscal 2000 (thousands of dollars)",,,"Full-time equivalent employment (March 2000)",
"","","","","All functions","","","",""
"State","Estimated population as of 07/01/00 (thousands)/a","Amount (millions of dollars)","Per capita","Total (direct and intergovernmental)","Direct expenditure only","Total general expenditure/b","All functions","General functions only/c"
,,,,,,,,
"Total",280846,$8330100.00,$29660.74,$1084097152.00,$757027323.00,$637653248.00,4082694,4040702
,,,,,,,,
"Alabama",4447,$104400.00,$23476.50,$15872589.00,$11964239.00,$10491254.00,79631,78993
"Alaska",627,$18800.00,$29984.05,$6611154.00,$5584192.00,$4945223.00,22885,22885
"Arizona",5131,$131200.00,$25570.06,$16315915.00,$10375264.00,$9084770.00,64846,64839
"Arkansas",2673,$59500.00,$22259.63,$9589172.00,$6863930.00,$6241298.00,48791,48791
"California",33872,$1093200.00,$32274.44,$149772310.00,$84383256.00,$68814737.00,355327,355327
,,,,,,,,
"Colorado",4301,$141700.00,$32945.83,$13929779.00,$10226930.00,$8782475.00,65726,65726
"Connecticut",3406,$138400.00,$40634.17,$16723201.00,$13360650.00,$11493425.00,65820,65820
"Delaware",784,$24500.00,$31250.00,$4210656.00,$3354648.00,$3056679.00,23743,23189
"Florida",15982,$449800.00,$28144.16,$45207930.00,$31134485.00,$28412253.00,185170,184611
"Georgia",8186,$228700.00,$27937.94,$24812898.00,$17633200.00,$15912013.00,120028,120028
,,,,,,,,
"Hawaii",1212,$34200.00,$28217.82,$6604609.00,$6446707.00,$5817591.00,54832,54832
"Idaho",1294,$31300.00,$24188.56,$4492552.00,$3214864.00,$2760995.00,22647,22511
"Illinois",12419,$400600.00,$32257.03,$41182904.00,$29132804.00,$24845233.00,127661,127661
"Indiana",6080,$164200.00,$27006.58,$20289362.00,$13553658.00,$12452107.00,82595,82595
"Iowa",2926,$78200.00,$26725.91,$11453109.00,$8241231.00,$7308509.00,55200,55200
,,,,,,,,
