"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,
"filename:  cjee0004.csv",,,,,,,,,,,,,,,,,,,,,
"table #:  4 Justice system expenditure by character, State and type of government, fiscal 2000",,,,,,,,,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2000, NCJ 202792",,,,,,,,,,,,,,,,,,,,,
"data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE)",,,,,,,,,,,,,,,,,,,,,
"author:  Lynn Bauer",,,,,,,,,,,,,,,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765",,,,,,,,,,,,,,,,,,,,,
"date of version:  12/19/2003",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 4.   Justice system expenditure by character, State and type of government, fiscal 2000",,,,,,,,,,,,,,,,,,,,,
"(thousands of dollars)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,"Total justice system",,,,,"Police protection",,,,,"Judicial and Legal",,,,,"Corrections",,,
,,"Direct expenditure",,,,,"Direct expenditure",,,,,"Direct expenditure",,,,,"Direct expenditure",,,,
"State and type of government","Total/a","Total","Direct current","Capital outlay","Intergovernmental Expenditure total","Total/a","Total","Direct current","Capital outlay","Intergovernmental Expenditure total","Total/a","Total","Direct current","Capital outlay","Intergovernmental Expenditure total","Total/a","Total","Direct current","Capital outlay","Intergovernmental Expenditure total","State and type of government"
,,,,,,,,,,,,,,,,,,,,,
"States-local, total",$132635690.00,$132635690.00,$125226370.00,$7409320.00,,$56798071.00,$56798071.00,$53990068.00,$2808003.00,,$27032180.00,$27032180.00,$26207119.00,$825061.00,,$48805439.00,$48805439.00,$45029183.00,$3776256.00,,"States-local, total"
"State",$58166467.00,$53991300.00,$50511278.00,$3480022.00,$4175167.00,$9787596.00,$8580703.00,$7934293.00,$646410.00,$1206893.00,$13249668.00,$12370672.00,$12044020.00,$326652.00,$878996.00,$35129203.00,$33039925.00,$30532965.00,$2506960.00,$2089278.00,"State"
"Local, total",$78995330.00,$78644390.00,$74715092.00,$3929298.00,$350940.00,$48219165.00,$48217368.00,$46055775.00,$2161593.00,$1797.00,$14842083.00,$14661508.00,$14163099.00,$498409.00,$180575.00,$15934082.00,$15765514.00,$14496218.00,$1269296.00,$168568.00,"Local, total"
"Counties",$37774315.00,$37508487.00,$35333999.00,$2174488.00,$265828.00,$13401791.00,$13401035.00,$12685522.00,$715513.00,$756.00,$11337304.00,$11180512.00,$10748388.00,$432124.00,$156792.00,$13035220.00,$12926940.00,$11900089.00,$1026851.00,$108280.00,"Counties"
"Municipalities",$41221015.00,$41135903.00,$39381093.00,$1754810.00,$85112.00,$34817374.00,$34816333.00,$33370253.00,$1446080.00,$1041.00,$3504779.00,$3480996.00,$3414711.00,$66285.00,$23783.00,$2898862.00,$2838574.00,$2596129.00,$242445.00,$60288.00,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Alabama",$1321833.00,$1321833.00,$1265936.00,$55897.00,,$655951.00,$655951.00,$620359.00,$35592.00,,$261598.00,$261598.00,$259943.00,$1655.00,,$404284.00,$404284.00,$385634.00,$18650.00,,"Alabama"
"State",$568697.00,$537086.00,$528819.00,$8267.00,$31611.00,$117831.00,$92171.00,$86908.00,$5263.00,$25660.00,$172010.00,$172010.00,$171217.00,$793.00,$0.00,$278856.00,$272905.00,$270694.00,$2211.00,$5951.00,"State"
"Local, total",$784752.00,$784747.00,$737117.00,$47630.00,$5.00,$563781.00,$563780.00,$533451.00,$30329.00,$1.00,$89588.00,$89588.00,$88726.00,$862.00,$0.00,$131383.00,$131379.00,$114940.00,$16439.00,$4.00,"Local, total"
"Counties",$314955.00,$314950.00,$295928.00,$19022.00,$5.00,$142928.00,$142927.00,$134028.00,$8899.00,$1.00,$57169.00,$57169.00,$56766.00,$403.00,$0.00,$114858.00,$114854.00,$105134.00,$9720.00,$4.00,"Counties"
"Municipalities",$469797.00,$469797.00,$441189.00,$28608.00,$0.00,$420853.00,$420853.00,$399423.00,$21430.00,$0.00,$32419.00,$32419.00,$31960.00,$459.00,$0.00,$16525.00,$16525.00,$9806.00,$6719.00,$0.00,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Alaska",$481705.00,$481705.00,$455780.00,$25925.00,,$176972.00,$176972.00,$159238.00,$17734.00,,$129744.00,$129744.00,$124035.00,$5709.00,,$174989.00,$174989.00,$172507.00,$2482.00,,"Alaska"
"State",$355032.00,$341390.00,$330932.00,$10458.00,$13642.00,$63311.00,$49669.00,$47380.00,$2289.00,$13642.00,$118097.00,$118097.00,$112409.00,$5688.00,$0.00,$173624.00,$173624.00,$171143.00,$2481.00,$0.00,"State"
"Local, total",$140315.00,$140315.00,$124848.00,$15467.00,$0.00,$127303.00,$127303.00,$111858.00,$15445.00,$0.00,$11647.00,$11647.00,$11626.00,$21.00,$0.00,$1365.00,$1365.00,$1364.00,$1.00,$0.00,"Local, total"
"Boroughs",$18560.00,$18560.00,$13691.00,$4869.00,$0.00,$14577.00,$14577.00,$9729.00,$4848.00,$0.00,$3983.00,$3983.00,$3962.00,$21.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"Boroughs"
"Municipalities",$121755.00,$121755.00,$111157.00,$10598.00,$0.00,$112726.00,$112726.00,$102129.00,$10597.00,$0.00,$7664.00,$7664.00,$7664.00,$0.00,$0.00,$1365.00,$1365.00,$1364.00,$1.00,$0.00,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Arizona",$2662075.00,$2662075.00,$2517185.00,$144890.00,,$1096134.00,$1096134.00,$1026985.00,$69149.00,,$610941.00,$610941.00,$598845.00,$12096.00,,$955000.00,$955000.00,$891355.00,$63645.00,,"Arizona"
"State",$1059785.00,$949183.00,$894196.00,$54987.00,$110602.00,$158048.00,$144730.00,$130244.00,$14486.00,$13318.00,$182047.00,$144230.00,$138966.00,$5264.00,$37817.00,$719690.00,$660223.00,$624986.00,$35237.00,$59467.00,"State"
"Local, total",$1712896.00,$1712892.00,$1622989.00,$89903.00,$4.00,$951408.00,$951404.00,$896741.00,$54663.00,$4.00,$466711.00,$466711.00,$459879.00,$6832.00,$0.00,$294777.00,$294777.00,$266369.00,$28408.00,$0.00,"Local, total"
"Counties",$826520.00,$826520.00,$787483.00,$39037.00,$0.00,$171803.00,$171803.00,$166016.00,$5787.00,$0.00,$359965.00,$359965.00,$355123.00,$4842.00,$0.00,$294752.00,$294752.00,$266344.00,$28408.00,$0.00,"Counties"
"Municipalities",$886376.00,$886372.00,$835506.00,$50866.00,$4.00,$779605.00,$779601.00,$730725.00,$48876.00,$4.00,$106746.00,$106746.00,$104756.00,$1990.00,$0.00,$25.00,$25.00,$25.00,$0.00,$0.00,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
