Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee17t11.csv,,,,,,,,,,,,,,,,,,,,
"Table 11. Justice system employment and payrolls of state governments, by activity, March 2017",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2017 - Preliminary NCJ 300017",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 11. Justice system employment and payrolls of state governments, by activity, March 2017",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
State,Total justice system total employees,Total justice system full-time employees,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees ,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
U.S. total,"732,409","711,540","722,534","3,757,630","5,210","104,527","101,692","102,775","651,184","6,360","180,089","171,186","175,701","1,023,196","5,853","447,793","438,662","444,058","2,083,250","4,693"
Alabama,"8,879","8,229","8,573","36,933","4,331","1,296","1,273","1,283","5,679","4,431","3,170","2,821","3,002","13,985","4,735","4,413","4,135","4,288","17,269","4,024"
Alaska,"4,292","4,146","4,215","26,776","6,395",740,699,710,"5,026","7,138","1,352","1,295","1,320","8,695","6,613","2,200","2,152","2,185","13,055","6,022"
Arizona,"13,909","13,786","13,846","57,029","4,111","2,017","1,981","1,993","10,295","5,168","2,530","2,458","2,501","12,335","4,915","9,362","9,347","9,352","34,399","3,676"
