Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee17t13.csv,,,,,,,,,,,,,,,,,,,,
"Table 13. Justice system employment and payrolls of 106 large county governments, by activity, March 2017",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2017 - Preliminary NCJ 300017",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 13. Justice system employment and payrolls of 106 large county governments, by activity, March 2017",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
County,Total justice system total employees,Total justice system full-time employees ,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
"Alameda, CA","3,663","3,543","3,628","30,274","8,427","1,817","1,738","1,792","13,374","7,572",606,573,599,"6,413","10,882","1,240","1,232","1,237","10,487","8,492"
"Allegheny, PA","3,056","2,982","3,010","15,403","5,142",568,568,568,"3,935","6,928","1,762","1,739","1,752","7,582","4,345",726,675,690,"3,886","5,694"
"Anne Arundel, MD","1,578","1,532","1,554","9,545","6,168",896,887,896,"5,959","6,687",333,297,308,"1,752","5,691",349,348,350,"1,834","5,252"
"Arapahoe, CO",698,690,694,"3,122","4,501",573,567,570,"2,707","4,753",21,20,20,108,"5,296",104,103,104,307,"2,960"
"Baltimore, MD","3,530","3,121","3,280","18,474","5,786","2,667","2,313","2,431","14,689","6,230",393,363,381,"1,890","5,004",470,445,468,"1,895","4,115"
"Bergen, NJ",527,517,524,"4,696","8,992",220,218,219,"1,697","7,718",32,24,30,162,"5,374",275,275,275,"2,837","10,318"
"Bernalillo, NM","1,159","1,103","1,132","5,254","4,705",434,394,411,"2,192","5,490",46,44,45,213,"4,714",679,665,676,"2,850","4,239"
"Bexar, TX","4,254","4,197","4,220","18,002","4,275",847,845,846,"4,034","4,769","1,396","1,358","1,373","6,535","4,785","2,011","1,994","2,001","7,433","3,718"
"Brevard, FL","1,724","1,624","1,658","6,630","4,034",832,762,780,"3,329","4,322",446,416,432,"1,515","3,542",446,446,446,"1,785","4,002"
"Bristol, MA",0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-
"Broward, FL","4,581","4,530","4,571","30,299","6,664","2,584","2,549","2,581","20,029","7,826",957,941,950,"3,075","3,234","1,040","1,040","1,040","7,196","6,919"
"Bucks, PA","1,256","1,199","1,234","6,443","5,285",145,129,136,768,"5,819",568,541,560,"2,611","4,714",543,529,538,"3,064","5,740"
"Camden, NJ","1,697","1,546","1,612","8,569","5,398",959,819,881,"5,382","6,317",286,285,285,289,"1,008",452,442,446,"2,898","6,524"
"Clark, NV","7,703","7,295","7,435","52,882","7,194","4,615","4,432","4,476","32,808","7,361","2,318","2,093","2,189","13,099","6,155",770,770,770,"6,974","9,057"
"Cobb, GA","2,400","2,092","2,209","10,377","4,777",897,794,823,"4,146","5,090","1,036",835,920,"3,918","4,366",467,463,466,"2,313","4,981"
"Collin, TX","1,081","1,080","1,081","4,936","4,567",167,167,167,912,"5,462",358,357,358,"1,782","4,981",556,556,556,"2,242","4,033"
"Contra Costa, CA","1,798","1,787","1,794","14,708","8,205","1,004",999,"1,002","8,385","8,381",446,442,444,"3,886","8,732",348,346,348,"2,437","7,025"
"Cook, IL","12,079","12,065","12,067","71,209","5,902",870,856,858,"6,034","7,043","5,157","5,157","5,157","29,638","5,747","6,052","6,052","6,052","35,538","5,872"
"Cuyahoga, OH","3,098","3,098","3,098","13,835","4,466",581,581,581,"2,686","4,624","1,599","1,599","1,599","7,037","4,401",918,918,918,"4,111","4,478"
"Dade, FL","8,624","8,161","8,396","58,938","7,152","4,293","3,860","4,077","32,444","8,274","1,556","1,530","1,545","8,259","5,362","2,775","2,771","2,774","18,235","6,577"
"Dallas, TX","4,673","4,472","4,661","21,713","4,727",699,693,697,"3,580","5,151","1,710","1,574","1,727","9,103","5,480","2,264","2,205","2,237","9,030","4,056"
"DeKalb, GA","2,703","2,678","2,686","11,551","4,303","1,108","1,105","1,107","4,771","4,311","1,043","1,021","1,027","4,859","4,739",552,552,552,"1,922","3,481"
"Delaware, PA","1,232","1,174","1,195","4,301","3,638",510,510,510,"1,869","3,664",718,660,681,"2,421","3,624",4,4,4,11,"2,636"
"Denton, TX","1,161","1,151","1,155","5,261","4,551",238,238,238,"1,211","5,088",225,217,220,"1,442","6,556",698,696,697,"2,608","3,742"
"Douglas, NE",982,887,959,"4,973","5,353",219,199,210,"1,226","5,982",325,267,316,"1,473","4,924",438,421,433,"2,275","5,328"
"Du Page, IL","1,123","1,107","1,115","6,437","5,787",321,313,318,"2,156","6,824",394,393,393,"2,076","5,278",408,401,404,"2,205","5,478"
"El Paso, CO","1,061","1,047","1,056","5,849","5,559",617,605,613,"3,349","5,490",264,263,263,"1,329","5,052",180,179,180,"1,172","6,534"
"El Paso, TX","2,174","2,097","2,163","11,232","5,277",483,476,478,"2,666","5,588",698,630,693,"3,680","5,592",993,991,992,"4,886","4,927"
"Erie, NY","1,339","1,278","1,313","7,534","5,808",200,188,194,"1,172","6,129",182,182,182,"1,161","6,379",957,908,937,"5,201","5,627"
"Essex, NJ","1,736","1,720","1,729","13,027","7,548",449,448,448,"3,400","7,586",405,399,401,"3,167","7,913",882,873,880,"6,460","7,363"
"Fairfax, VA","2,966","2,777","2,897","24,312","8,578","1,548","1,468","1,512","14,235","9,582",702,642,692,"4,621","6,866",716,667,693,"5,457","8,014"
"Fort Bend, TX","1,416","1,416","1,416","6,602","4,662",523,523,523,"2,404","4,596",308,308,308,"1,801","5,846",585,585,585,"2,398","4,099"
"Franklin, OH","2,357","2,243","2,280","11,546","5,084",542,537,539,"3,442","6,397","1,467","1,358","1,393","6,104","4,394",348,348,348,"2,000","5,748"
"Fresno, CA","2,098","2,079","2,086","11,690","5,606",690,686,688,"3,974","5,783",395,383,386,"2,689","6,967","1,013","1,010","1,012","5,026","4,970"
"Fulton, GA","2,458","2,368","2,430","11,547","4,788",244,244,244,"1,016","4,165","1,309","1,256","1,290","6,189","4,812",905,868,896,"4,341","4,928"
"Gwinnet, GA","2,289","2,130","2,202","10,481","4,796",995,972,989,"4,495","4,574",715,583,635,"3,104","4,968",579,575,578,"2,882","4,999"
"Hamilton, OH","2,329","2,233","2,288","9,969","4,373",291,279,284,"1,673","5,945","1,254","1,197","1,230","5,195","4,226",784,757,774,"3,101","4,027"
"Harris, TX","10,551","10,128","10,319","49,953","4,860","6,534","6,388","6,448","30,084","4,665","1,997","1,797","1,907","11,938","6,447","2,020","1,943","1,964","7,931","4,036"
"Hennepin, MN","2,500","2,383","2,467","15,953","6,513",706,686,698,"4,331","6,241",530,433,505,"4,133","8,656","1,264","1,264","1,264","7,490","5,926"
"Hidalgo, TX","1,097","1,097","1,097","5,903","5,381",326,326,326,"1,968","6,036",298,298,298,"1,830","6,139",473,473,473,"2,105","4,451"
"Hillsborough, FL","4,239","3,966","4,006","21,430","5,379","2,109","1,847","1,879","10,494","5,645",998,991,997,"4,824","4,844","1,132","1,128","1,130","6,112","5,413"
"Hudson, NJ","1,521","1,490","1,508","8,220","5,470",358,332,346,"2,294","6,754",338,338,338,"1,821","5,387",825,820,824,"4,105","4,984"
"Jackson, MO",663,610,633,"2,434","3,888",185,163,174,610,"3,616",148,141,145,662,"4,560",330,306,314,"1,162","3,724"
"Jefferson, AL",976,976,976,"4,809","4,927",452,452,452,"2,486","5,500",140,140,140,619,"4,423",384,384,384,"1,703","4,436"
"Jefferson, CO","1,171","1,127","1,148","7,271","6,380",444,435,441,"2,844","6,488",248,227,235,"1,571","6,754",479,465,472,"2,856","6,095"
"Johnson, KS","1,022","1,014","1,018","5,506","5,421",249,241,245,"1,513","6,242",298,298,298,"1,614","5,417",475,475,475,"2,378","5,006"
"Kane, IL",794,773,782,"3,890","4,977",127,123,124,804,"6,505",467,450,458,"1,956","4,260",200,200,200,"1,130","5,650"
"Kent, MI","1,072",993,"1,039","5,903","5,825",278,270,272,"1,734","6,392",350,342,346,"1,760","5,092",444,381,421,"2,409","6,081"
