Bureau of Justice Statistics,,,,,,,,,,,
Filename: jeee17t07.csv,,,,,,,,,,,
"Table 7. Police protection sworn and nonsworn employment and payrolls and percent distribution of full-time equivalent employment, by state and type of government, March 2017",,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2017 - Preliminary NCJ 300017",,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,
,,,,,,,,,,,
"Table 7. Police protection sworn and nonsworn employment and payrolls and percent distribution of full-time equivalent employment, by state and type of government, March 2017",,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,
,,,,,,,,,,,
States and type of government,Total police protection full-time equivalent employment,Sworn total number of employees,Sworn full-time employees only,Sworn full-time equivalent employees,Sworn employees as a percent of total police protection full-time equivalent,Sworn March payrolls,Nonsworn total number of employees,Nonsworn full-time employees only,Nonsworn full-time equivalent employees,Nonsworn employees as a percent of total police protection full-time equivalent,Nonsworn March payrolls
"U.S. - States-local, total","928,791","728,590","692,640","708,079",76.2,"4,626,818","256,367","197,097","220,712",23.8,"991,953"
U.S. - State,"102,775","65,792","65,186","65,326",63.6,"479,326","38,735","36,506","37,449",36.4,"171,858"
"U.S. - Local, total","826,016","662,798","627,454","642,753",77.8,"4,147,492","217,632","160,591","183,263",22.2,"820,095"
U.S. - Counties,"258,854","189,630","181,579","185,146",71.5,"1,095,475","81,094","68,169","73,708",28.5,"338,185"
U.S. - Municipalities,"511,397","424,261","402,385","411,885",80.5,"2,728,377","122,060","84,740","99,512",19.5,"440,484"
Alabama - Total,"14,384","11,643","10,967","11,304",78.6,"49,606","3,456","2,724","3,080",21.4,"9,683"
Alabama - State,"1,283",753,753,753,58.7,"3,722",543,520,530,41.3,"1,957"
"Alabama - Local, total","13,101","10,890","10,214","10,551",80.5,"45,883","2,913","2,204","2,550",19.5,"7,727"
Alabama - Counties,"3,457","2,891","2,654","2,776",80.3,"11,676",758,591,681,19.7,"2,098"
Alabama - Municipalities,"9,643","7,999","7,560","7,774",80.6,"34,201","2,155","1,613","1,869",19.4,"5,630"
Alaska - Total,"1,999","1,297","1,250","1,266",63.3,"10,572",783,712,733,36.7,"3,900"
Alaska - State,710,368,368,368,51.8,"3,295",372,331,342,48.2,"1,731"
"Alaska - Local, total","1,289",929,882,898,69.7,"7,277",411,381,391,30.3,"2,169"
Alaska - Boroughs,119,73,73,73,61.3,650,46,46,46,38.7,280
Alaska - Municipalities,"1,170",856,809,825,70.5,"6,628",365,335,345,29.5,"1,890"
Arizona - Total,"19,963","14,559","14,466","14,509",72.7,"97,974","5,566","5,331","5,454",27.3,"27,584"
Arizona - State,"1,993","1,201","1,200","1,200",60.2,"6,758",816,781,793,39.8,"3,537"
"Arizona - Local, total","17,970","13,358","13,266","13,309",74.1,"91,216","4,750","4,550","4,661",25.9,"24,047"
Arizona - Counties,"5,629","4,360","4,311","4,334",77,"21,928","1,309","1,285","1,295",23,"6,097"
Arizona - Municipalities,"12,341","8,998","8,955","8,975",72.7,"69,286","3,441","3,265","3,366",27.3,"17,948"
Arkansas - Total,"8,726","6,851","6,353","6,527",74.8,"24,797","2,339","2,100","2,199",25.2,"6,344"
Arkansas - State,"1,214",543,543,543,44.7,"2,439",675,667,671,55.3,"2,208"
"Arkansas - Local, total","7,512","6,308","5,810","5,984",79.7,"22,359","1,664","1,433","1,528",20.3,"4,136"
California - Total,"101,925","73,654","71,558","72,435",71.1,"710,831","31,999","27,203","29,490",28.9,"176,050"
California - State,"11,538","8,011","7,792","7,807",67.7,"82,528","3,751","3,702","3,731",32.3,"15,859"
"California - Local, total","90,387","65,643","63,766","64,628",71.5,"628,303","28,248","23,501","25,759",28.5,"160,191"
California - Counties,"35,551","25,660","24,541","25,082",70.6,"225,459","10,793","10,143","10,469",29.4,"67,239"
California - Municipalities,"54,738","39,957","39,202","39,520",72.2,"402,655","17,375","13,297","15,218",27.8,"92,408"
Colorado - Total,"16,331","11,591","11,443","11,501",70.4,"77,440","5,176","4,562","4,830",29.6,"24,619"
Colorado - State,"1,265",754,754,754,59.6,"4,939",520,503,511,40.4,"2,841"
"Colorado - Local, total","15,066","10,837","10,689","10,747",71.3,"72,501","4,656","4,059","4,319",28.7,"21,777"
Colorado - Counties,"4,542","3,184","3,128","3,155",69.5,"17,653","1,527","1,312","1,387",30.5,"6,830"
Colorado - Municipalities,"10,524","7,653","7,561","7,592",72.1,"54,848","3,129","2,747","2,932",27.9,"14,943"
Connecticut - Total,"10,061","7,966","7,774","7,853",78.1,"62,548","2,948","1,830","2,208",21.9,"11,269"
Connecticut - State,"1,912","1,212","1,204","1,206",63.1,"10,288",782,670,706,36.9,"4,613"
"Connecticut - Local, total","8,149","6,754","6,570","6,647",81.6,"52,260","2,166","1,160","1,502",18.4,"6,656"
Connecticut - Municipalities,"3,998","3,355","3,335","3,344",83.6,"26,822",946,468,654,16.4,"2,665"
Delaware - Total,"2,736","2,142","2,121","2,127",77.7,"14,903",701,476,609,22.3,"2,582"
Delaware - State,"1,093",869,863,866,79.2,"6,711",231,223,227,20.8,"1,125"
"Delaware - Local, total","1,643","1,273","1,258","1,261",76.7,"8,192",470,253,382,23.3,"1,458"
Delaware - Counties,607,422,422,422,69.5,"2,868",230,94,185,30.5,725
Delaware - Municipalities,"1,036",851,836,839,81,"5,325",240,159,197,19,731
District of Columbia - Total,"4,812","4,206","4,206","4,206",87.4,"34,394",606,605,606,12.6,"4,771"
"District of Columbia - Local, total","4,812","4,206","4,206","4,206",87.4,"34,394",606,605,606,12.6,"4,771"
Florida - Total ,"61,575","41,053","40,374","40,645",66,"249,506","23,427","19,006","20,930",34,"90,809"
Florida - State,"4,147","2,363","2,203","2,235",53.9,"9,643","1,954","1,839","1,912",46.1,"7,097"
"Florida - Local, total","57,428","38,690","38,171","38,410",66.9,"239,864","21,473","17,167","19,018",33.1,"83,712"
Florida - Counties,"31,598","19,308","19,144","19,211",60.8,"122,011","14,059","11,268","12,387",39.2,"55,410"
Florida - Municipalities,"25,830","19,382","19,027","19,199",74.3,"117,846","7,414","5,899","6,631",25.7,"28,304"
Georgia - Total,"27,634","22,760","22,065","22,379",81,"94,611","5,731","4,922","5,255",19,"18,563"
Georgia - State,"2,646","1,542","1,541","1,541",58.2,"8,033","1,132","1,075","1,105",41.8,"4,231"
"Georgia - Local, total","24,988","21,218","20,524","20,838",83.4,"86,579","4,599","3,847","4,150",16.6,"14,333"
Georgia - Counties,"11,800","9,833","9,597","9,710",82.3,"39,732","2,279","1,965","2,090",17.7,"7,095"
Georgia - Municipalities,"13,188","11,385","10,927","11,128",84.4,"46,853","2,320","1,882","2,060",15.6,"7,241"
Hawaii - Total,"4,046","3,130","3,130","3,130",77.4,"24,587","1,017",894,916,22.6,"3,812"
Hawaii - State,0,0,0,0,0,0,0,0,0,0,0
"Hawaii - Local, total","4,046","3,130","3,130","3,130",77.4,"24,587","1,017",894,916,22.6,"3,812"
Hawaii - Counties,"1,276",966,966,966,75.7,"7,498",361,294,310,24.3,"1,293"
Hawaii - Municipalities,"2,770","2,164","2,164","2,164",78.1,"17,088",656,600,606,21.9,"2,520"
Idaho - Total,"4,189","2,928","2,801","2,833",67.6,"14,903","1,475","1,289","1,356",32.4,"5,307"
Idaho - State,520,285,285,285,54.8,"1,741",247,226,235,45.2,"1,008"
"Idaho - Local, total","3,669","2,643","2,516","2,548",69.4,"13,162","1,228","1,063","1,121",30.6,"4,298"
Idaho - Counties,"1,768","1,163","1,096","1,111",62.8,"4,909",741,619,657,37.2,"2,347"
Idaho - Municipalities,"1,901","1,480","1,420","1,437",75.6,"8,251",487,444,464,24.4,"1,953"
Illinois - Total,"41,472","34,890","31,918","33,010",79.6,"236,297","10,943","6,788","8,462",20.4,"41,057"
Illinois - State,"3,156","1,860","1,860","1,860",58.9,"15,158","1,407","1,286","1,296",41.1,"8,381"
"Illinois - Local, total","38,316","33,030","30,058","31,150",81.3,"221,139","9,536","5,502","7,166",18.7,"32,676"
Illinois - Counties,"5,307","3,775","3,482","3,595",67.7,"21,885","1,942","1,570","1,712",32.3,"7,897"
Illinois - Municipalities,"33,005","29,255","26,576","27,552",83.5,"199,262","7,592","3,931","5,453",16.5,"24,782"
Indiana - Total,"15,628","12,431","11,945","12,103",77.4,"57,543","4,579","3,122","3,525",22.6,"10,836"
Indiana - State,"1,829","1,353","1,351","1,351",73.9,"6,366",478,478,478,26.1,"1,773"
"Indiana - Local, total","13,799","11,078","10,594","10,752",77.9,"51,178","4,101","2,644","3,047",22.1,"9,063"
Indiana - Counties,"4,114","3,116","3,020","3,055",74.3,"13,069","1,283",924,"1,059",25.7,"3,081"
Indiana - Municipalities,"9,663","7,946","7,568","7,676",79.4,"38,078","2,817","1,719","1,987",20.6,"5,983"
Iowa - Total,"7,102","5,736","5,381","5,466",77,"32,058","1,886","1,491","1,636",23,"7,261"
Iowa - State,850,572,565,567,66.7,"4,268",283,281,283,33.3,"1,610"
"Iowa - Local, total","6,252","5,164","4,816","4,899",78.4,"27,790","1,603","1,210","1,353",21.6,"5,651"
Iowa - Counties,"2,264","1,595","1,501","1,531",67.6,"8,230",797,690,733,32.4,"3,075"
Iowa - Municipalities,"3,988","3,569","3,315","3,368",84.5,"19,560",806,520,620,15.5,"2,579"
Kansas - Total,"9,055","6,762","6,295","6,428",71,"32,337","2,878","2,464","2,627",29,"10,261"
Kansas - State,"1,062",319,295,308,29,"1,829",775,741,754,71,"3,336"
"Kansas - Local, total","7,993","6,443","6,000","6,120",76.6,"30,509","2,103","1,723","1,873",23.4,"6,925"
Kansas - Counties,"2,764","2,024","1,900","1,937",70.1,"9,239",899,787,827,29.9,"2,975"
Kansas - Municipalities,"5,176","4,377","4,058","4,141",80,"21,098","1,193",925,"1,035",20,"3,920"
Kentucky - Total,"10,039","7,846","7,435","7,643",76.1,"33,961","2,705","2,180","2,396",23.9,"8,340"
Kentucky - State,"2,049","1,052","1,047","1,048",51.1,"4,094","1,003",999,"1,001",48.9,"4,026"
"Kentucky - Local, total","7,990","6,794","6,388","6,595",82.5,"29,868","1,702","1,181","1,395",17.5,"4,314"
Kentucky - Counties,"1,939","1,608","1,377","1,505",77.6,"5,642",590,349,434,22.4,"1,165"
Kentucky - Municipalities,"6,051","5,186","5,011","5,090",84.1,"24,224","1,112",832,961,15.9,"3,146"
Louisiana - Total,"17,723","13,694","12,889","13,261",74.8,"57,007","5,025","3,911","4,462",25.2,"16,337"
Louisiana - State,"1,825","1,032","1,017","1,022",56,"7,815",822,729,803,44,"4,441"
"Louisiana - Local, total","15,898","12,662","11,872","12,239",77,"49,192","4,203","3,182","3,659",23,"11,896"
Louisiana - Parishes,"6,615","4,752","4,513","4,626",69.9,"18,859","2,238","1,785","1,989",30.1,"7,284"
Louisiana - Municipalities,"9,284","7,910","7,359","7,614",82,"30,325","1,965","1,397","1,670",18,"4,611"
Maine - Total,"3,041","2,555","2,272","2,377",78.2,"12,555",794,606,664,21.8,"2,739"
Maine - State,549,326,326,326,59.4,"2,177",224,221,223,40.6,927
"Maine - Local, total","2,492","2,229","1,946","2,051",82.3,"10,378",570,385,441,17.7,"1,812"
Maine - Counties,514,445,396,412,80.2,"1,983",112,95,102,19.8,402
Maine - Municipalities,"1,035",848,815,828,80,"4,356",264,181,207,20,903
Maryland - Total,"18,366","13,740","13,392","13,574",73.9,"95,220","5,360","4,343","4,792",26.1,"23,068"
Maryland - State,"2,224","1,461","1,461","1,461",65.7,"10,597",763,763,763,34.3,"4,010"
"Maryland - Local, total","16,142","12,279","11,931","12,113",75,"84,622","4,597","3,580","4,029",25,"19,058"
Maryland - Counties,"10,659","7,813","7,542","7,696",72.2,"52,556","3,337","2,696","2,963",27.8,"14,641"
Maryland - Municipalities,"5,483","4,466","4,389","4,417",80.6,"32,071","1,260",884,"1,066",19.4,"4,415"
Massachusetts - Total,"20,310","17,456","16,132","16,558",81.5,"138,512","5,117","3,202","3,752",18.5,"18,696"
Massachusetts - State,"2,831","2,001","2,001","2,001",70.7,"21,666",846,816,830,29.3,"5,223"
"Massachusetts - Local, total","17,479","15,455","14,131","14,557",83.3,"116,847","4,271","2,386","2,922",16.7,"13,473"
Massachusetts - Counties,10,0,0,0,0,0,10,10,10,100,55
Massachusetts - Municipalities,"9,719","8,077","8,020","8,038",82.7,"69,700","2,408","1,438","1,681",17.3,"8,113"
Michigan - Total,"20,705","17,191","16,129","16,539",79.9,"93,158","5,410","3,342","4,166",20.1,"16,021"
Michigan - State,"2,897","2,038","2,038","2,038",70.3,"12,384",870,846,859,29.7,"3,511"
"Michigan - Local, total","17,808","15,153","14,091","14,501",81.4,"80,773","4,540","2,496","3,307",18.6,"12,510"
Michigan - Counties,"4,613","3,783","3,522","3,632",78.7,"19,224","1,147",835,981,21.3,"4,043"
Michigan - Municipalities,"11,359","9,752","9,118","9,356",82.4,"52,541","2,899","1,412","2,003",17.6,"7,224"
Minnesota - Total,"12,667","9,703","9,083","9,273",73.2,"61,431","3,802","3,078","3,394",26.8,"16,328"
Minnesota - State,972,537,537,537,55.2,"3,327",447,416,435,44.8,"1,805"
"Minnesota - Local, total","11,695","9,166","8,546","8,736",74.7,"58,103","3,355","2,662","2,959",25.3,"14,524"
Minnesota - Counties,"4,394","2,995","2,804","2,886",65.7,"17,796","1,681","1,419","1,508",34.3,"7,796"
Minnesota - Municipalities,"7,242","6,160","5,737","5,823",80.4,"40,276","1,638","1,221","1,419",19.6,"6,610"
Mississippi - Total,"9,488","7,862","6,897","7,313",77.1,"25,539","2,523","1,970","2,175",22.9,"6,322"
Mississippi - State,"1,212",637,637,637,52.6,"2,833",575,573,575,47.4,"2,065"
"Mississippi - Local, total","8,276","7,225","6,260","6,676",80.7,"22,706","1,948","1,397","1,600",19.3,"4,257"
Mississippi - Counties,"2,969","2,455","2,152","2,266",76.3,"7,656",822,603,703,23.7,"1,915"
Mississippi - Municipalities,"5,303","4,770","4,108","4,406",83.1,"15,031","1,126",794,897,16.9,"2,338"
Missouri - Total,"18,758","14,366","13,640","13,878",74,"63,535","5,205","4,550","4,880",26,"16,105"
Missouri - State,"2,498","1,278","1,278","1,278",51.2,"7,023","1,295","1,156","1,220",48.8,"4,278"
"Missouri - Local, total","16,260","13,088","12,362","12,600",77.5,"56,512","3,910","3,394","3,660",22.5,"11,827"
Missouri - Counties,"4,789","3,683","3,546","3,596",75.1,"14,025","1,286","1,100","1,193",24.9,"3,352"
Missouri - Municipalities,"11,471","9,405","8,816","9,004",78.5,"42,484","2,624","2,294","2,467",21.5,"8,473"
Montana - Total,"2,665","1,897","1,834","1,855",69.6,"9,999",877,749,810,30.4,"3,059"
Montana - State,502,238,237,237,47.2,"1,233",267,260,265,52.8,"1,267"
"Montana - Local, total","2,163","1,659","1,597","1,618",74.8,"8,767",610,489,545,25.2,"1,792"
Montana - Counties,"1,032",746,716,727,70.4,"3,525",354,274,305,29.6,947
Montana - Municipalities,"1,131",913,881,891,78.8,"5,240",256,215,240,21.2,846
Nebraska - Total,"5,045","3,915","3,714","3,774",74.8,"21,795","1,381","1,146","1,271",25.2,"4,779"
Nebraska - State,744,425,425,425,57.1,"2,563",334,308,319,42.9,"1,172"
"Nebraska - Local, total","4,301","3,490","3,289","3,349",77.9,"19,233","1,047",838,952,22.1,"3,606"
Nebraska - Counties,"1,494","1,137","1,077","1,098",73.5,"5,511",445,351,396,26.5,"1,415"
Nebraska - Municipalities,"2,798","2,342","2,204","2,242",80.1,"13,679",602,487,556,19.9,"2,194"
Nevada - Total,"8,019","5,146","5,126","5,134",64,"42,271","3,080","2,799","2,885",36,"15,628"
Nevada - State,866,481,478,479,55.3,"3,955",387,387,387,44.7,"1,736"
"Nevada - Local, total","7,153","4,665","4,648","4,655",65.1,"38,317","2,693","2,412","2,498",34.9,"13,891"
Nevada - Counties,"5,414","3,303","3,290","3,296",60.9,"26,773","2,282","2,064","2,118",39.1,"11,608"
Nevada - Municipalities,"1,739","1,362","1,358","1,359",78.1,"11,545",411,348,380,21.9,"2,282"
New Hampshire - Total,"3,893","3,290","2,771","2,972",76.3,"18,108","1,156",776,921,23.7,"3,993"
New Hampshire - State,509,323,323,323,63.5,"2,165",210,161,186,36.5,808
"New Hampshire - Local, total","3,384","2,967","2,448","2,649",78.3,"15,943",946,615,735,21.7,"3,185"
New Hampshire - Counties,277,213,138,174,62.8,886,121,94,103,37.2,424
New Hampshire - Municipalities,"1,160",888,856,870,75,"5,986",362,250,290,25,"1,322"
New Jersey - Total,"34,635","26,771","25,725","26,227",75.7,"228,190","12,955","5,707","8,408",24.3,"32,536"
New Jersey - State,"3,979","2,621","2,621","2,621",65.9,"23,179","1,402","1,331","1,358",34.1,"6,712"
"New Jersey - Local, total","30,656","24,150","23,104","23,606",77,"205,011","11,553","4,376","7,050",23,"25,825"
New Jersey - Counties,"4,396","3,489","3,302","3,385",77,"23,667","1,070",968,"1,011",23,"4,864"
New Jersey - Municipalities,"14,895","11,699","11,061","11,367",76.3,"100,375","6,461","1,863","3,528",23.7,"11,756"
New Mexico - Total,"6,141","4,784","4,764","4,768",77.6,"27,816","1,560","1,230","1,373",22.4,"5,629"
New Mexico - State,629,629,629,629,100,"3,191",0,0,0,0,0
"New Mexico - Local, total","5,512","4,155","4,135","4,139",75.1,"24,626","1,560","1,230","1,373",24.9,"5,629"
New Mexico - Counties,"1,632","1,296","1,290","1,293",79.2,"6,504",364,320,339,20.8,"1,148"
New Mexico - Municipalities,"3,880","2,859","2,845","2,846",73.4,"18,121","1,196",910,"1,034",26.6,"4,485"
New York - Total,"86,340","78,495","73,023","75,836",87.8,"569,954","12,812","8,791","10,504",12.2,"57,402"
New York - State,"6,196","4,997","4,997","4,997",80.6,"52,325","1,254","1,121","1,199",19.4,"5,916"
"New York - Local, total","80,144","73,498","68,026","70,839",88.4,"517,629","11,558","7,670","9,305",11.6,"51,486"
New York - Counties,"11,403","9,025","8,440","8,734",76.6,"83,823","3,274","1,994","2,669",23.4,"13,280"
New York - Municipalities,"64,091","60,308","56,267","58,391",91.1,"403,590","6,810","4,999","5,700",8.9,"33,652"
North Carolina - Total,"28,358","23,768","22,671","23,127",81.6,"99,655","5,692","4,846","5,231",18.4,"19,093"
North Carolina - State,"3,170","2,456","2,451","2,452",77.4,"12,510",718,718,718,22.6,"2,642"
"North Carolina - Local, total","25,188","21,312","20,220","20,675",82.1,"87,145","4,974","4,128","4,513",17.9,"16,451"
North Carolina - Counties,"9,691","8,153","7,639","7,842",80.9,"30,720","2,056","1,682","1,849",19.1,"6,745"
North Carolina - Municipalities,"15,496","13,159","12,581","12,832",82.8,"56,438","2,918","2,446","2,664",17.2,"9,703"
North Dakota - Total,"1,874","1,632","1,588","1,598",85.3,"8,716",306,260,276,14.7,"1,098"
North Dakota - State,199,154,154,154,77.4,"1,139",48,40,45,22.6,185
"North Dakota - Local, total","1,675","1,478","1,434","1,444",86.2,"7,577",258,220,231,13.8,913
North Dakota - Counties,690,608,590,594,86.1,"2,873",113,94,96,13.9,381
North Dakota - Municipalities,985,866,844,850,86.3,"4,703",141,126,135,13.7,535
Ohio - Total,"31,991","25,448","22,826","24,016",75.1,"138,747","9,391","7,068","7,975",24.9,"33,961"
Ohio - State,"2,630","1,442","1,442","1,442",54.8,"9,344","1,198","1,181","1,188",45.2,"5,535"
"Ohio - Local, total","29,361","24,006","21,384","22,574",76.9,"129,404","8,193","5,887","6,787",23.1,"28,426"
Ohio - Counties,"8,192","5,420","5,154","5,284",64.5,"24,937","3,098","2,759","2,908",35.5,"12,524"
Ohio - Municipalities,"19,311","16,762","14,844","15,711",81.4,"96,184","4,774","2,887","3,600",18.6,"14,795"
Oklahoma - Total,"11,351","8,385","7,942","8,126",71.6,"40,483","3,513","3,079","3,225",28.4,"11,386"
Oklahoma - State,"1,917",960,953,957,49.9,"6,136",985,936,960,50.1,"3,799"
