Bureau of Justice Statistics,,,,,,,,,,
Filename: jeee17t10.csv,,,,,,,,,,
"Table 10. Detail of direct expenditure for correctional activities of state governments, by character and object, fiscal 2017",,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2017 - Preliminary NCJ 300017",,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,
,,,,,,,,,,
"Table 10. Detail of direct expenditure for correctional activities of state governments, by character and object, fiscal 2017",,,,,,,,,,
(Dollar amounts in thousands),,,,,,,,,,
,,,,,,,,,,
State,Total corrections direct expenditure,Institutions total direct expenditure,Institutions direct current expenditure,Institutions construction capital outlay,Institutions other capital outlay,Institutions as a percent of total corrections direct expenditure,Other corrections total direct expenditure,Other corrections direct current expenditure,Other corrections capital outlay ,Other corrections as a percent of total corrections direct expenditure
U.S. total,"49,271,171","43,238,542","41,956,108","872,532","409,902",87.8,"6,032,629","5,959,487","73,142",12.2
Alabama,"515,323","456,187","439,585","2,540","14,062",88.5,"59,136","53,752","5,384",11.5
Alaska,"316,195","288,758","286,088","2,027",643,91.3,"27,437","27,437",0,8.7
Arizona,"1,040,692","1,000,789","988,847",333,"11,609",96.2,"39,903","39,874",29,3.8
Arkansas,"334,026","266,011","266,011",0,0,79.6,"68,015","68,015",0,20.4
California,"8,376,080","7,325,820","6,879,803","445,127",890,87.5,"1,050,260","1,050,260",0,12.5
Colorado,"891,691","753,267","730,132","7,268","15,867",84.5,"138,424","136,582","1,842",15.5
Connecticut,"622,023","613,267","610,592",425,"2,250",98.6,"8,756","8,756",0,1.4
Delaware,"327,693","276,578","274,332","1,498",748,84.4,"51,115","50,814",301,15.6
Florida,"2,592,648","2,223,023","2,204,645","1,830","16,548",85.7,"369,625","366,238","3,387",14.3
Georgia,"1,289,551","924,946","894,494","29,205","1,247",71.7,"364,605","351,695","12,910",28.3
Hawaii,"228,646","224,488","221,117",0,"3,371",98.2,"4,158","4,109",49,1.8
Idaho,"272,790","262,654","256,063",445,"6,146",96.3,"10,136","8,908","1,228",3.7
Illinois,"1,380,385","1,350,195","1,336,307","11,684","2,204",97.8,"30,190","29,518",672,2.2
Indiana,"632,122","619,200","608,913","1,482","8,805",98,"12,922","12,771",151,2
Iowa,"287,238","270,938","269,932",372,634,94.3,"16,300","16,284",16,5.7
Kansas,"309,314","283,760","277,236","3,335","3,189",91.7,"25,554","25,263",291,8.3
Kentucky,"579,124","530,164","528,958",170,"1,036",91.5,"48,960","48,918",42,8.5
Louisiana,"505,650","386,399","373,101","10,045","3,253",76.4,"119,251","118,777",474,23.6
Maine,"162,568","147,772","140,104",0,"7,668",90.9,"14,796","14,796",0,9.1
Maryland,"1,497,876","1,222,548","1,182,741","28,280","11,527",81.6,"275,328","262,780","12,548",18.4
Massachusetts,"1,452,153","1,281,862","1,233,172","32,280","16,410",88.3,"170,291","167,961","2,330",11.7
Michigan,"1,866,187","1,563,306","1,560,789",109,"2,408",83.8,"302,881","302,662",219,16.2
Minnesota,"508,747","435,702","430,896",913,"3,893",85.6,"73,045","72,119",926,14.4
Mississippi,"330,761","329,972","325,220",346,"4,406",99.8,789,789,0,0.2
Missouri,"732,737","633,896","625,809",504,"7,583",86.5,"98,841","98,081",760,13.5
Montana,"212,280","130,581","128,317",0,"2,264",61.5,"81,699","80,436","1,263",38.5
Nebraska,"349,865","229,864","226,355","1,938","1,571",65.7,"120,001","119,656",345,34.3
Nevada,"305,278","243,364","225,743","13,941","3,680",79.7,"61,914","60,379","1,535",20.3
New Hampshire,"145,827","135,835","107,316","27,440","1,079",93.1,"9,992","9,896",96,6.9
New Jersey,"1,431,990","1,104,098","1,072,052","25,924","6,122",77.1,"327,892","326,411","1,481",22.9
New Mexico,"481,475","344,167","344,167",0,0,71.5,"137,308","137,308",0,28.5
New York,"3,120,396","2,939,338","2,870,661","53,775","14,902",94.2,"181,058","180,320",738,5.8
North Carolina,"1,388,080","1,203,855","1,188,252","6,523","9,080",86.7,"184,225","183,115","1,110",13.3
North Dakota,"102,678","101,705","100,839",166,700,99.1,973,969,4,0.9
Ohio,"1,520,489","1,370,185","1,293,676","60,719","15,790",90.1,"150,304","146,371","3,933",9.9
Oklahoma,"593,201","503,721","497,539",294,"5,888",84.9,"89,480","89,426",54,15.1
Oregon,"766,260","760,605","718,991","4,640","36,974",99.3,"5,655","5,649",6,0.7
Pennsylvania,"2,170,523","2,036,011","2,007,815","12,977","15,219",93.8,"134,512","133,090","1,422",6.2
Rhode Island,"210,109","175,330","170,689","3,956",685,83.4,"34,779","34,549",230,16.6
South Carolina,"470,254","428,132","422,494","5,130",508,91,"42,122","42,122",0,9
South Dakota,"124,688","117,401","115,556",285,"1,560",94.2,"7,287","7,283",4,5.8
Tennessee,"657,021","565,203","558,486","3,754","2,963",86,"91,818","90,643","1,175",14
Texas,"3,813,532","3,647,418","3,577,891","7,192","62,335",95.6,"166,114","165,935",179,4.4
Utah,"372,616","268,954","226,505",0,"42,449",72.2,"103,662","98,642","5,020",27.8
Vermont,"140,867","92,446","92,188",0,258,65.6,"48,421","47,549",872,34.4
Virginia,"1,430,595","1,159,832","1,124,182","21,575","14,075",81.1,"270,763","262,876","7,887",18.9
Washington,"998,607","775,277","734,142","22,187","18,948",77.6,"223,330","221,263","2,067",22.4
West Virginia,"301,041","288,008","278,055","6,644","3,309",95.7,"13,033","12,872",161,4.3
Wisconsin,"981,162","842,573","826,300","13,174","3,099",85.9,"138,589","138,588",1,14.1
Wyoming,"130,117","103,137","103,010",80,47,79.3,"26,980","26,980",0,20.7
