Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee17t16.csv,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 66 large city governments, by activity, March 2017",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2017 - Preliminary NCJ 300017",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 66 large city governments, by activity, March 2017",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
City,Total justice system total employees,Total justice system full-time employees,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
"Albuquerque, NM","1,685","1,509","1,592","12,140","7,910","1,625","1,452","1,533","11,706","7,924",60,57,59,434,"7,554",0,0,0,0,-
"Anaheim, CA",650,551,612,"7,134","12,568",611,512,573,"6,711","12,699",32,32,32,371,"11,586",7,7,7,52,"7,498"
"Arlington, TX","1,042",919,970,"6,012","6,379",857,755,794,"5,226","6,768",111,101,106,497,"4,743",74,63,70,289,"4,341"
"Atlanta, GA","3,040","3,036","3,039","14,544","4,786","2,352","2,352","2,352","11,416","4,854",353,349,352,"1,894","5,389",335,335,335,"1,235","3,686"
"Aurora, CO","1,072","1,067","1,071","7,373","6,901",896,893,895,"6,395","7,155",115,114,115,709,"6,195",61,60,61,269,"4,459"
"Austin, TX","2,710","2,680","2,705","22,707","8,447","2,440","2,427","2,439","21,267","8,752",270,253,266,"1,440","5,521",0,0,0,0,-
"Bakersfield, CA",544,531,539,"4,149","7,775",534,521,529,"4,071","7,775",10,10,10,78,"7,763",0,0,0,0,-
"Baltimore, MD","4,049","3,797","3,932","28,118","7,327","3,405","3,162","3,292","24,512","7,668",644,635,640,"3,606","5,628",0,0,0,0,-
"Baton Rouge, LA","2,267","2,063","2,173","9,348","4,432","1,500","1,348","1,441","6,004","4,351",499,448,464,"1,951","4,204",268,267,268,"1,394","5,219"
"Boston, MA","2,942","2,754","2,792","28,604","10,304","2,900","2,712","2,750","28,329","10,362",42,42,42,276,"6,560",0,0,0,0,-
"Buffalo, NY","1,014","1,006","1,007","6,936","6,892",974,974,974,"6,736","6,916",40,32,33,199,"6,164",0,0,0,0,-
"Charlotte, NC","2,484","2,387","2,483","12,514","5,138","2,432","2,341","2,433","12,096","5,068",52,46,50,418,"8,662",0,0,0,0,-
"Chicago, IL","14,092","13,336","13,829","98,803","7,313","13,621","12,865","13,358","95,561","7,328",471,471,471,"3,241","6,882",0,0,0,0,-
"Cleveland, OH","2,659","2,386","2,438","13,430","5,552","2,003","1,755","1,793","10,660","5,994",529,506,518,"2,294","4,459",127,125,127,476,"3,763"
"Cincinnati, OH","1,257","1,255","1,255","8,213","6,544","1,177","1,175","1,175","7,706","6,557",80,80,80,507,"6,343",0,0,0,0,-
"Colorado Springs, CO","1,120","1,038","1,090","7,019","6,579","1,036",968,"1,012","6,504","6,560",84,70,78,516,"6,841",0,0,0,0,-
"Columbus, OH","2,836","2,785","2,811","18,989","6,788","2,279","2,271","2,276","16,557","7,282",491,449,469,"2,096","4,528",66,65,66,336,"5,123"
"Corpus Christi, TX",725,712,718,"4,104","5,717",638,630,634,"3,742","5,902",87,82,84,362,"4,290",0,0,0,0,-
"Dallas, TX","4,128","4,114","4,119","27,166","6,593","3,762","3,761","3,761","25,265","6,717",366,353,358,"1,901","5,272",0,0,0,0,-
"Denver, CO","4,321","4,209","4,267","31,112","7,328","2,620","2,546","2,586","19,254","7,517",692,656,673,"4,775","7,055","1,009","1,007","1,008","7,083","7,031"
"Detroit, MI","3,718","3,718","3,718","17,011","4,575","3,300","3,300","3,300","15,472","4,688",418,418,418,"1,539","3,682",0,0,0,0,-
"El Paso, TX","1,407","1,397","1,401","7,042","5,030","1,275","1,275","1,275","6,536","5,127",132,122,126,506,"4,016",0,0,0,0,-
"Fort Worth, TX","2,822","2,519","2,585","15,103","5,932","2,330","2,143","2,190","13,226","6,133",492,376,395,"1,877","4,782",0,0,0,0,-
"Fresno, CA","1,093","1,057","1,079","7,873","7,372","1,056","1,020","1,042","7,598","7,371",37,37,37,274,"7,412",0,0,0,0,-
"Honolulu, HI","3,268","3,193","3,210","21,542","6,733","2,820","2,764","2,770","19,608","7,089",448,429,440,"1,934","4,440",0,0,0,0,-
