Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee15fut11.csv,,,,,,,,,,,,,,,,,,,,
"Table 11. Justice system employment and payrolls of state governments, by activity, March 2015",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2015 - Final (Update) NCJ 254125",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 11. Justice system employment and payrolls of state governments, by activity, March 2015",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
State,Total justice system total employees,Total justice system full-time employees,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees ,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
U.S. total,"723,826","703,524","714,289","3,569,889","5,004","103,699","100,877","101,905","608,530","5,987","178,366","169,635","174,180","973,026","5,613","441,761","433,012","438,204","1,988,333","4,537"
Alabama,"9,484","9,088","9,320","38,803","4,191","1,324","1,324","1,324","5,155","3,894","3,287","3,021","3,180","15,156","4,878","4,873","4,743","4,816","18,492","3,836"
Alaska,"4,498","4,353","4,469","25,970","5,907",707,664,673,"4,470","6,686","1,516","1,467","1,487","9,561","6,448","2,275","2,222","2,309","11,939","5,318"
Arizona,"13,835","13,719","13,773","55,733","4,039","1,965","1,920","1,936","10,034","5,186","2,219","2,162","2,193","10,643","4,832","9,651","9,637","9,644","35,056","3,633"
Arkansas,"8,174","8,010","8,093","27,525","3,377","1,236","1,221","1,229","4,662","3,801","1,436","1,294","1,365","5,367","3,810","5,502","5,495","5,499","17,496","3,182"
California,"73,638","71,099","72,665","546,487","7,570","11,470","11,221","11,257","92,909","8,263","6,486","6,020","6,248","42,676","6,872","55,682","53,858","55,160","410,902","7,504"
Colorado,"13,634","13,056","13,478","64,968","4,868","1,272","1,255","1,263","6,966","5,519","5,113","4,605","4,974","26,849","5,572","7,249","7,196","7,241","31,153","4,303"
Connecticut,"14,315","13,672","13,819","81,722","5,887","2,126","1,887","1,921","13,763","7,204","6,385","6,043","6,125","32,623","5,260","5,804","5,742","5,773","35,336","6,115"
Delaware,"5,862","5,752","5,824","27,849","4,806","1,106","1,091","1,100","7,341","6,702","1,824","1,775","1,807","8,487","4,721","2,932","2,886","2,917","12,021","4,141"
Florida,"47,990","46,617","47,191","175,694","3,726","4,380","4,020","4,137","16,899","4,074","19,973","19,218","19,594","81,497","4,175","23,637","23,379","23,460","77,298","3,297"
Georgia,"23,510","22,641","22,968","70,234","3,047","2,870","2,811","2,846","10,257","3,620","3,727","3,642","3,672","16,314","4,450","16,913","16,188","16,450","43,663","2,631"
Hawaii,"5,119","5,051","5,075","24,822","4,872",0,0,0,0,-,"2,565","2,506","2,527","12,473","4,905","2,554","2,545","2,548","12,349","4,838"
Idaho,"3,470","3,370","3,416","18,922","5,541",503,483,492,"2,302","4,706",567,516,534,"4,927","9,256","2,400","2,371","2,390","11,693","4,903"
Illinois,"18,058","18,004","18,034","118,990","6,597","3,191","3,165","3,176","21,100","6,640","2,583","2,555","2,574","23,351","9,088","12,284","12,284","12,284","74,539","6,068"
Indiana,"9,314","9,240","9,268","36,801","3,972","1,839","1,839","1,839","7,883","4,286","1,498","1,434","1,458","10,229","7,075","5,977","5,967","5,971","18,689","3,129"
Iowa,"6,185","5,914","6,094","32,560","5,363",954,936,941,"5,423","5,775","2,315","2,227","2,287","12,663","5,571","2,916","2,751","2,866","14,474","5,055"
Kansas,"6,645","6,453","6,536","24,350","3,733","1,049",983,"1,014","4,506","4,482","2,162","2,050","2,095","9,062","4,350","3,434","3,420","3,427","10,782","3,148"
Kentucky,"11,977","11,773","11,889","39,059","3,291","2,078","2,074","2,076","7,819","3,767","5,657","5,467","5,577","19,837","3,575","4,242","4,232","4,236","11,403","2,692"
Louisiana,"9,281","9,070","9,186","42,160","4,604","1,734","1,676","1,717","11,315","6,646","1,692","1,643","1,658","7,490","4,521","5,855","5,751","5,811","23,355","4,032"
Maine,"2,532","2,314","2,459","11,090","4,514",537,537,537,"2,779","5,175",795,672,747,"3,674","4,989","1,200","1,105","1,175","4,637","3,905"
Maryland,"20,223","19,215","20,054","103,591","5,255","2,296","2,296","2,296","13,199","5,748","5,251","4,771","5,167","30,388","6,096","12,676","12,148","12,591","60,004","4,831"
Massachusetts,"24,850","24,392","24,554","151,544","6,149","2,888","2,855","2,871","26,965","9,398","9,407","9,092","9,202","55,809","6,022","12,555","12,445","12,481","68,770","5,496"
Michigan,"16,684","16,425","16,610","86,793","5,220","2,783","2,753","2,767","14,595","5,275","1,489","1,428","1,465","10,350","7,111","12,412","12,244","12,378","61,848","4,987"
Minnesota,"9,110","8,470","8,968","45,301","5,092",948,920,937,"4,876","5,232","3,932","3,468","3,812","20,505","5,457","4,230","4,082","4,219","19,920","4,751"
Mississippi,"4,669","4,654","4,665","14,193","3,043","1,228","1,227","1,227","4,439","3,616",453,453,453,"2,425","5,354","2,988","2,974","2,985","7,329","2,455"
Missouri,"19,170","18,567","18,864","60,251","3,208","2,543","2,415","2,473","10,551","4,315","4,340","3,993","4,184","16,751","4,084","12,287","12,159","12,207","32,949","2,700"
Montana,"2,566","2,378","2,491","10,977","4,438",514,491,503,"2,440","4,885",770,695,738,"3,601","4,936","1,282","1,192","1,250","4,936","3,965"
Nebraska,"4,472","4,379","4,425","18,402","4,173",762,748,759,"3,664","4,860",783,772,776,"4,090","5,290","2,927","2,859","2,890","10,648","3,691"
Nevada,"5,201","5,138","5,155","25,659","4,955",877,867,872,"5,261","6,034",702,689,692,"4,723","6,815","3,622","3,582","3,591","15,675","4,335"
New Hampshire,"2,538","2,177","2,361","12,416","5,356",541,496,519,"2,897","5,700",913,665,772,"3,972","5,165","1,084","1,016","1,070","5,547","5,314"
New Jersey,"25,536","25,295","25,423","161,320","6,358","4,088","4,040","4,065","29,329","7,230","12,910","12,732","12,827","80,240","6,275","8,538","8,523","8,531","51,751","6,067"
New Mexico,"7,588","7,483","7,534","30,863","4,096",517,517,517,"2,349","4,544","3,272","3,196","3,227","14,882","4,612","3,799","3,770","3,790","13,632","3,597"
New York,"53,349","52,555","53,099","366,974","6,929","6,225","6,128","6,198","54,130","8,808","18,583","18,142","18,458","137,135","7,463","28,541","28,285","28,443","175,709","6,180"
North Carolina,"28,969","28,473","28,502","108,990","3,814","3,157","3,149","3,150","14,893","4,724","6,775","6,297","6,318","30,774","4,832","19,037","19,027","19,034","63,323","3,327"
North Dakota,"1,788","1,637","1,694","8,067","4,764",198,193,196,"1,051","5,396",653,596,611,"3,357","5,546",937,848,887,"3,659","4,070"
Ohio,"18,930","18,432","18,719","90,458","4,822","2,570","2,559","2,568","13,602","5,304","3,331","2,860","3,124","18,781","6,043","13,029","13,013","13,027","58,075","4,459"
Oklahoma,"9,410","9,216","9,299","38,920","4,190","1,954","1,915","1,932","10,055","5,223","2,938","2,829","2,875","13,027","4,552","4,518","4,472","4,492","15,838","3,519"
Oregon,"9,884","9,433","9,620","47,959","4,985","1,485","1,337","1,370","7,388","5,427","3,155","2,990","3,086","15,846","5,131","5,244","5,106","5,164","24,725","4,783"
Pennsylvania,"28,837","27,711","28,206","159,236","5,614","6,973","6,596","6,717","42,561","6,282","3,002","2,981","2,992","27,443","9,179","18,862","18,134","18,497","89,232","4,785"
Rhode Island,"3,030","3,001","3,015","19,605","6,510",338,337,337,"2,553","7,566","1,200","1,178","1,191","7,220","6,084","1,492","1,486","1,487","9,832","6,608"
South Carolina,"11,091","10,953","11,028","36,275","3,287","2,078","2,039","2,063","7,966","3,874",899,886,893,"4,507","5,062","8,114","8,028","8,072","23,802","2,942"
South Dakota,"1,916","1,775","1,846","7,813","4,283",358,341,349,"1,484","4,270",689,596,645,"3,164","5,063",869,838,852,"3,165","3,734"
Tennessee,"11,269","11,212","11,234","43,530","3,876","1,783","1,776","1,780","8,369","4,707","2,553","2,518","2,527","14,093","5,580","6,933","6,918","6,927","21,068","3,042"
Texas,"52,128","51,349","51,790","196,822","3,800","6,803","6,740","6,772","44,765","6,630","5,711","5,537","5,686","30,740","5,396","39,614","39,072","39,332","121,317","3,085"
Utah,"5,753","5,324","5,518","22,580","4,138",973,875,911,"3,787","4,199","1,592","1,469","1,531","7,714","5,108","3,188","2,980","3,076","11,079","3,643"
Vermont,"2,501","2,393","2,412","11,947","4,963",688,612,625,"3,489","5,632",704,674,679,"3,419","5,033","1,109","1,107","1,108","5,039","4,550"
Virginia,"20,704","19,916","20,227","78,023","3,862","3,281","3,132","3,202","15,315","4,811","4,062","3,757","3,833","18,786","4,908","13,361","13,027","13,192","43,922","3,332"
Washington,"12,914","12,123","12,602","58,001","4,598","2,238","2,200","2,211","11,041","4,964","2,045","1,924","1,992","12,014","6,024","8,631","7,999","8,399","34,946","4,155"
West Virginia,"6,258","6,153","6,219","20,875","3,367","1,089","1,063","1,072","4,034","3,777","1,663","1,630","1,649","7,638","4,648","3,506","3,460","3,498","9,203","2,638"
Wisconsin,"12,863","12,048","12,513","59,762","4,727",911,882,897,"4,562","5,117","2,225","1,986","2,127","13,723","6,547","9,727","9,180","9,489","41,477","4,295"
Wyoming,"2,104","2,051","2,085","9,004","4,285",271,271,271,"1,337","4,933",564,514,546,"3,033","5,495","1,269","1,266","1,268","4,634","3,656"
Note: These data are based on a summation of responses from individual state agencies. Some agency data may be for a prior reporting period.,,,,,,,,,,,,,,,,,,,,
