Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename: jeee15fut09.csv,,,,,,,,,,,,,,,,,,,,,
"Table 9. Justice system expenditure of state governments, by activity and character and object, fiscal 2015",,,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2015 - Final (Update) NCJ 254125",,,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 9. Justice system expenditure of state governments, by activity and character and object, fiscal 2015",,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
State,Total justice system total expenditure,Total justice system direct expenditure total,Total justice system direct current expenditure,Total justice system capital outlay,Total justice system intergovernmental expenditure,Police protection total expenditure,Police protection direct expenditure total,Police protection direct current expenditure,Police protection capital outlay,Police protection intergovernmental expenditure,Judicial and legal total expenditure,Judicial and legal direct expenditure total ,Judicial and legal direct current expenditure,Judicial and legal capital outlay,Judicial and legal intergovernmental expenditure,Corrections total expenditure,Corrections direct expenditure total,Corrections direct current expenditure,Corrections total capital outlay,Corrections construction capital outlay only,Corrections intergovernmental expenditure
U.S. total,"89,440,635","84,300,641","81,469,015","2,831,626","5,139,994","15,267,432","13,752,975","13,087,327","665,648","1,514,457","23,002,582","21,738,482","21,254,367","484,115","1,264,100","51,170,621","48,809,184","47,127,321","1,681,863","1,273,962","2,361,437"
Alabama,"912,410","870,970","837,985","32,985","41,440","155,814","151,451","138,045","13,406","4,363","200,744","198,049","195,654","2,395","2,695","555,852","521,470","504,286","17,184","4,994","34,382"
