Bureau of Justice Statistics,,,,,,,,,,
Filename: jeee15fut03.csv,,,,,,,,,,
"Table 3. Percent distribution of expenditure for the justice system, by type of government, fiscal 2015",,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2015 - Final (Update) NCJ 254125",,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,
,,,,,,,,,,
"Table 3. Percent distribution of expenditure for the justice system, by type of government, fiscal 2015",,,,,,,,,,
(Dollar amounts in thousands),,,,,,,,,,
,,,,,,,,,,
State and type of government,Population 2015 (thousands),Total direct expenditure/a,Total justice system direct expenditure,Total justice system as a percent of total direct expenditure,Police protection direct expenditure,Police protection as a percent of total justice system,Judicial and legal direct expenditure,Judicial and legal as a percent of total justice system,Corrections direct expenditure,Corrections as a percent of total justice system
"U.S. - States-local, total","320,635","3,399,273,768","224,950,230",6.6,"104,165,167",46.3,"44,035,642",19.6,"76,749,421",34.1
U.S. - State,-,"1,635,963,561","84,300,641",5.2,"13,752,975",16.3,"21,738,482",25.8,"48,809,184",57.9
"U.S. - Local, total",-,"1,763,310,207","140,649,589",8,"90,412,192",64.3,"22,297,160",15.9,"27,940,237",19.9
U.S. - Counties,-,"382,828,719","68,544,236",17.9,"28,088,332",41,"16,892,460",24.6,"23,563,444",34.4
U.S. - Municipalities,-,"566,491,987","66,400,105",11.7,"57,554,976",86.7,"5,019,180",7.6,"3,825,949",5.8
Alabama - Total,"4,852","47,322,321","2,332,689",4.9,"1,239,236",53.1,"351,911",15.1,"741,542",31.8
Alabama - State,-,"25,723,381","870,970",3.4,"151,451",17.4,"198,049",22.7,"521,470",59.9
"Alabama - Local, total",-,"21,598,940","1,461,719",6.8,"1,087,785",74.4,"153,862",10.5,"220,072",15.1
Alabama - Counties,-,"2,224,749","646,385",29.1,"364,003",56.3,"85,420",13.2,"196,962",30.5
Alabama - Municipalities,-,"6,503,020","815,334",12.5,"723,782",88.8,"68,442",8.4,"23,110",2.8
