Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee15fut16.csv,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 66 large city governments, by activity, March 2015",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2015 - Final (Update) NCJ 254125",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 66 large city governments, by activity, March 2015",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
City,Total justice system total employees,Total justice system full-time employees,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
"Albuquerque, NM","1,648","1,484","1,557","11,058","7,330","1,589","1,428","1,500","10,663","7,342",59,56,57,395,"7,007",0,0,0,0,-
"Anaheim, CA",638,539,605,"5,854","10,504",605,506,572,"5,535","10,559",33,33,33,319,"9,669",0,0,0,0,-
"Arlington, TX","1,026",901,932,"5,407","5,868",933,818,845,"4,983","5,964",93,83,87,424,"4,918",0,0,0,0,-
"Atlanta, GA","2,960","2,956","2,960","13,040","4,406","2,424","2,424","2,424","10,338","4,265",248,244,248,"1,324","5,370",288,288,288,"1,378","4,784"
"Aurora, CO","1,040","1,034","1,038","6,842","6,607",870,867,869,"5,916","6,818",111,109,110,646,"5,890",59,58,59,280,"4,796"
"Austin, TX","2,610","2,585","2,605","19,581","7,553","2,346","2,336","2,343","18,274","7,816",264,249,262,"1,307","5,078",0,0,0,0,-
"Bakersfield, CA",567,555,560,"4,053","7,281",557,545,550,"3,979","7,279",10,10,10,74,"7,388",0,0,0,0,-
