Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee15fut13.csv,,,,,,,,,,,,,,,,,,,,
"Table 13. Justice system employment and payrolls of 106 large county governments, by activity, March 2015",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2015 - Final (Update) NCJ 254125",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 13. Justice system employment and payrolls of 106 large county governments, by activity, March 2015",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
County,Total justice system total employees,Total justice system full-time employees ,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
"Alameda, CA","2,773","2,718","2,755","23,715","8,642","1,622","1,602","1,612","13,898","8,636",592,565,586,"5,830","10,079",559,551,557,"3,988","7,188"
"Allegheny, PA","3,028","2,932","2,966","13,771","4,666",543,543,543,"3,343","6,156","1,777","1,777","1,777","7,035","3,959",708,612,646,"3,394","5,397"
"Anne Arundel, MD","1,536","1,515","1,523","8,715","5,732",878,876,877,"5,567","6,351",310,291,298,"1,332","4,483",348,348,348,"1,816","5,218"
"Arapahoe, CO",683,670,677,"4,223","6,253",490,490,490,"3,163","6,455",84,83,84,640,"7,656",109,97,103,420,"4,028"
"Baltimore, MD","3,605","3,215","3,359","17,902","5,451","2,720","2,383","2,490","14,238","5,869",403,374,391,"1,830","4,714",482,458,478,"1,835","3,881"
"Bergen, NJ",547,529,540,"4,701","8,745",243,233,238,"1,873","7,854",32,24,30,155,"5,117",272,272,272,"2,673","9,829"
"Bernalillo, NM","1,157","1,111","1,138","5,181","4,607",399,367,384,"2,069","5,563",39,37,38,171,"4,483",719,707,716,"2,942","4,118"
"Bexar, TX","4,130","4,052","4,095","16,207","3,972",807,797,804,"3,678","4,591","1,296","1,247","1,273","5,456","4,320","2,027","2,008","2,018","7,074","3,511"
"Brevard, FL","1,752","1,635","1,680","6,588","3,965",810,737,758,"3,184","4,263",503,459,483,"1,664","3,486",439,439,439,"1,740","3,964"
"Bristol, MA",0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-
"Broward, FL","4,744","4,679","4,729","28,329","6,027","2,643","2,604","2,638","17,992","6,878","1,044","1,018","1,034","3,654","3,543","1,057","1,057","1,057","6,684","6,323"
"Bucks, PA","1,248","1,184","1,221","6,006","4,976",146,128,135,717,"5,452",565,534,554,"2,436","4,440",537,522,532,"2,853","5,408"
"Camden, NJ","1,433","1,389","1,420","9,134","6,511",701,666,693,"4,213","6,216",287,283,285,"2,054","7,220",445,440,442,"2,867","6,500"
"Clark, NV","7,250","6,917","7,064","48,179","6,918","4,221","4,084","4,142","29,355","7,156","2,272","2,076","2,165","12,394","5,874",757,757,757,"6,431","8,495"
"Cobb, GA","2,339","2,092","2,184","9,680","4,485",877,794,817,"3,876","4,779",996,835,901,"3,634","4,099",466,463,466,"2,171","4,677"
"Collin, TX","1,054","1,052","1,054","4,591","4,357",176,176,176,922,"5,238",323,321,323,"1,525","4,730",555,555,555,"2,144","3,862"
"Contra Costa, CA","1,710","1,699","1,705","13,379","7,850",955,950,952,"7,627","8,017",424,420,422,"3,535","8,359",331,329,331,"2,217","6,720"
"Cook, IL","11,763","11,738","11,742","67,583","5,757",774,749,753,"5,628","7,499","5,284","5,284","5,284","27,818","5,265","5,705","5,705","5,705","34,136","5,984"
"Cuyahoga, OH","3,085","3,085","3,085","12,911","4,185",567,567,567,"2,659","4,690","1,600","1,600","1,600","6,482","4,051",918,918,918,"3,770","4,106"
"Dade, FL","8,957","8,412","8,693","55,495","6,514","4,597","4,086","4,344","29,950","7,179","1,713","1,683","1,703","8,437","4,971","2,647","2,643","2,646","17,107","6,469"
"Dallas, TX","5,132","4,973","5,054","21,054","4,176",684,683,684,"3,137","4,591","1,617","1,522","1,571","7,728","4,942","2,831","2,768","2,799","10,189","3,653"
"DeKalb, GA","2,733","2,729","2,732","11,893","4,355","1,207","1,204","1,206","5,237","4,343",982,982,982,"4,719","4,805",544,543,544,"1,938","3,564"
"Delaware, PA",730,664,674,"2,315","3,441",0,0,0,0,-,726,660,670,"2,288","3,420",4,4,4,27,"6,817"
"Denton, TX","1,167","1,159","1,164","4,966","4,269",234,234,234,"1,163","4,972",222,216,220,"1,324","6,052",711,709,710,"2,479","3,494"
"Douglas, NE","1,077",985,"1,034","4,940","4,808",187,170,177,956,"5,475",360,302,333,"1,644","4,951",530,513,524,"2,340","4,503"
"Du Page, IL","1,240","1,231","1,239","6,036","4,888",373,368,373,"2,179","5,889",482,478,481,"2,019","4,207",385,385,385,"1,839","4,776"
"El Paso, CO","1,065","1,047","1,055","5,447","5,172",651,639,645,"3,650","5,678",282,276,278,"1,305","4,691",132,132,132,492,"3,730"
"El Paso, TX","2,199","2,156","2,186","10,842","4,998",508,505,507,"2,581","5,098",616,580,606,"3,411","5,789","1,075","1,071","1,073","4,850","4,523"
"Erie, NY","1,403","1,350","1,370","7,659","5,625",268,247,255,"1,507","5,992",179,178,178,"1,060","5,951",956,925,937,"5,092","5,464"
"Essex, NJ","1,570","1,559","1,565","10,917","6,987",390,389,389,"2,876","7,389",382,378,379,"2,683","7,084",798,792,797,"5,358","6,743"
"Fairfax, VA","3,049","2,860","2,972","20,873","7,161","1,721","1,632","1,678","12,914","7,820",536,490,528,"3,009","5,857",792,738,766,"4,951","6,571"
"Fort Bend, TX","1,276","1,276","1,276","5,427","4,253",474,474,474,"2,045","4,315",232,232,232,"1,203","5,186",570,570,570,"2,178","3,821"
"Franklin, OH","2,367","2,285","2,323","11,387","4,924",551,547,549,"3,396","6,197","1,462","1,384","1,420","6,017","4,254",354,354,354,"1,974","5,576"
"Fresno, CA","1,948","1,878","1,902","9,772","5,135",635,620,626,"3,308","5,294",389,346,358,"2,286","6,381",924,912,918,"4,178","4,554"
"Fulton, GA","2,618","2,509","2,572","10,915","4,261",219,217,218,847,"3,892","1,396","1,340","1,373","5,675","4,134","1,003",952,981,"4,393","4,525"
"Gwinnet, GA","2,154","2,041","2,091","9,428","4,522",877,871,874,"3,792","4,344",708,607,651,"3,235","5,033",569,563,566,"2,402","4,248"
"Hamilton, OH","2,301","2,199","2,250","9,287","4,137",288,275,279,"1,558","5,618","1,240","1,179","1,210","4,839","3,997",773,745,761,"2,889","3,811"
"Harris, TX","10,045","9,519","9,942","46,229","4,740","6,106","5,863","6,106","27,356","4,563","1,698","1,486","1,619","10,482","6,785","2,241","2,170","2,217","8,390","3,818"
"Hennepin, MN","2,328","2,212","2,293","14,641","6,429",656,636,647,"3,971","6,169",498,402,472,"3,807","8,544","1,174","1,174","1,174","6,864","5,846"
"Hidalgo, TX","1,454","1,454","1,454","5,184","3,565",460,460,460,"1,645","3,577",384,384,384,"1,645","4,284",610,610,610,"1,893","3,104"
"Hillsborough, FL","4,184","3,928","3,967","20,318","5,149","2,093","1,847","1,881","10,042","5,398",995,989,992,"4,621","4,656","1,096","1,092","1,094","5,654","5,171"
"Hudson, NJ","1,571","1,543","1,558","7,229","4,649",399,376,387,"1,586","4,118",341,341,341,"1,734","5,085",831,826,830,"3,909","4,711"
"Jackson, MO",752,705,724,"2,733","3,805",140,127,133,504,"3,865",281,271,275,"1,213","4,408",331,307,316,"1,016","3,247"
"Jefferson, AL",862,862,862,"4,156","4,821",385,385,385,"2,054","5,336",211,211,211,964,"4,567",266,266,266,"1,138","4,278"
"Jefferson, CO","1,063","1,021","1,042","6,308","6,106",396,387,392,"2,459","6,301",236,216,226,"1,382","6,238",431,418,424,"2,467","5,857"
"Johnson, KS",861,823,836,"4,386","5,276",240,236,238,"1,330","5,622",260,226,237,"1,260","5,394",361,361,361,"1,796","4,975"
"Kane, IL",806,790,801,"3,748","4,704",173,169,171,948,"5,583",502,490,499,"1,990","4,005",131,131,131,810,"6,185"
"Kent, MI","1,083",983,"1,039","5,516","5,446",290,277,279,"1,679","6,037",344,331,338,"1,677","4,934",449,375,422,"2,161","5,461"
"Kern, CA","2,540","2,372","2,482","15,568","6,355","1,194","1,175","1,188","7,692","6,507",590,553,563,"3,957","7,034",756,644,731,"3,919","5,494"
"King, WA","3,857","3,659","3,756","26,629","7,122","1,070","1,063","1,067","8,781","8,241","1,746","1,610","1,670","10,788","6,448","1,041",986,"1,019","7,061","7,016"
"Lake, IL","1,045",913,975,"5,036","5,281",241,189,210,"1,257","6,253",417,344,381,"1,875","5,084",387,380,384,"1,904","4,977"
"Lake, IN","1,351","1,228","1,287","4,639","3,676",257,255,256,"1,006","3,939",937,816,874,"2,995","3,519",157,157,157,637,"4,060"
"Lancaster, PA","1,080",948,"1,024","3,721","3,755",76,65,70,250,"3,610",474,390,429,"1,432","3,431",530,493,525,"2,039","4,031"
"Lee, FL","1,552","1,533","1,542","7,789","5,060","1,050","1,047","1,048","5,369","5,126",133,117,125,697,"5,711",369,369,369,"1,722","4,667"
"Los Angeles, CA","31,687","30,916","31,485","236,172","7,562","9,480","9,164","9,372","71,761","7,761","14,584","14,214","14,514","115,566","8,020","7,623","7,538","7,599","48,845","6,456"
"Macomb, MI","1,083",976,"1,022","4,744","4,735",350,271,301,"1,536","5,412",400,386,395,"1,775","4,503",333,319,326,"1,433","4,442"
"Maricopa, AZ","8,845","8,665","8,770","41,735","4,769","3,150","3,142","3,149","15,384","4,887","3,748","3,623","3,699","17,916","4,859","1,947","1,900","1,922","8,436","4,402"
"Mecklenburg, NC","1,322","1,303","1,310","5,875","4,489",502,493,496,"2,439","4,921",175,166,170,744,"4,405",645,644,644,"2,693","4,180"
"Middlesex, NJ",790,783,786,"5,955","7,582",228,228,228,"1,672","7,333",217,210,213,"1,619","7,619",345,345,345,"2,665","7,724"
"Milwaukee, WI","2,065","1,974","2,020","10,367","5,143",403,397,399,"2,315","5,813",615,589,605,"3,006","4,990","1,047",988,"1,016","5,046","4,965"
"Monmouth, NJ",962,921,935,"7,123","7,676",186,157,166,"1,392","8,658",415,407,412,"2,624","6,400",361,357,357,"3,107","8,699"
"Monroe, NY","1,630","1,514","1,562","8,245","5,356",686,602,633,"3,218","5,184",311,298,305,"1,693","5,615",633,614,624,"3,333","5,399"
"Montgomery, MD","2,872","2,662","2,786","18,844","6,939","2,083","1,915","2,007","13,689","7,012",265,236,261,"1,613","6,471",524,511,518,"3,542","6,879"
"Montgomery, OH","1,579","1,513","1,546","6,467","4,207",486,486,486,"2,544","5,235",931,874,903,"3,383","3,769",162,153,157,539,"3,444"
"Montgomery, PA","1,641","1,538","1,598","6,522","4,147",308,276,290,"1,219","4,306",766,704,741,"2,953","4,061",567,558,567,"2,350","4,175"
"Multnomah, OR","1,661","1,527","1,574","9,094","5,826",269,250,258,"1,523","5,950",227,219,222,"1,392","6,285","1,165","1,058","1,094","6,179","5,701"
"Nassau, NY","5,138","4,677","4,910","31,125","6,467","3,349","2,908","3,133","24,014","7,973",466,461,465,"3,021","6,513","1,323","1,308","1,312","4,090","3,102"
"New Castle, DE",598,461,542,"3,201","6,526",543,411,490,"2,911","6,642",55,50,52,290,"5,578",0,0,0,0,-
"Norfolk, MA",0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-
"Oakland, MI","2,133","1,835","1,966","9,488","4,899",617,547,570,"3,086","5,471",937,769,849,"4,040","4,875",579,519,547,"2,361","4,331"
"Ocean, NJ",717,700,708,"4,707","6,665",295,288,290,"1,735","5,993",192,183,188,"1,342","7,178",230,229,230,"1,630","7,102"
"Oklahoma, OK","1,176","1,143","1,153","2,887","2,509",317,284,294,828,"2,849",217,217,217,748,"3,448",642,642,642,"1,310","2,041"
"Orange, CA","7,780","7,389","7,532","55,350","7,361","3,723","3,595","3,649","28,165","7,747","2,850","2,610","2,693","20,121","7,472","1,207","1,184","1,190","7,064","5,946"
"Orange, FL","4,547","4,196","4,338","19,405","4,544","2,354","2,041","2,171","10,282","4,896",552,527,532,"2,118","3,993","1,641","1,628","1,635","7,005","4,282"
"Palm Beach, FL","4,580","4,207","4,343","28,779","6,746","2,618","2,266","2,389","17,131","7,401","1,026","1,005","1,018","4,780","4,721",936,936,936,"6,868","7,338"
"Passaic, NJ",865,846,862,"6,269","7,352",134,126,134,864,"6,663",196,196,196,"1,505","7,677",535,524,532,"3,900","7,397"
"Pierce, WA","1,356","1,286","1,320","9,423","7,197",374,373,373,"2,889","7,741",602,539,571,"3,850","6,858",380,374,376,"2,683","7,143"
"Pima, AZ","3,488","3,383","3,432","14,436","4,214",963,951,956,"4,756","4,983","1,341","1,291","1,318","5,501","4,177","1,184","1,141","1,158","4,180","3,616"
"Pinellas, FL","3,149","2,952","3,018","14,628","4,874","1,378","1,228","1,258","6,676","5,329",524,523,524,"2,049","3,910","1,247","1,201","1,236","5,904","4,830"
"Polk, FL","2,370","2,109","2,218","8,289","3,795","1,293","1,067","1,163","4,468","4,026",566,531,544,"1,945","3,450",511,511,511,"1,876","3,671"
"Prince Georges, MD","3,697","3,449","3,658","23,376","6,603","2,651","2,502","2,610","16,698","6,548",465,379,467,"2,513","5,991",581,568,581,"4,165","7,253"
"Riverside, CA","5,707","5,676","5,693","44,476","7,821","2,387","2,374","2,381","20,741","8,718",905,902,904,"8,501","9,403","2,415","2,400","2,408","15,234","6,339"
"Sacramento, CA","3,499","3,095","3,315","29,398","9,016","1,357","1,199","1,296","12,083","9,680",762,708,743,"6,755","9,138","1,380","1,188","1,276","10,560","8,272"
"Salt Lake, UT","2,184","1,780","1,866","8,131","4,436",897,567,636,"2,934","4,848",417,356,371,"1,873","5,142",870,857,859,"3,324","3,870"
"San Bernardino, CA","5,564","5,461","5,512","35,251","6,409","1,989","1,940","1,960","13,576","6,951","1,380","1,352","1,365","9,350","6,854","2,195","2,169","2,187","12,325","5,647"
"San Diego, CA","8,925","8,594","8,781","51,676","5,844","3,046","2,939","3,016","17,231","5,664","3,400","3,211","3,293","21,656","6,512","2,479","2,444","2,472","12,788","5,183"
"San Joaquin, CA","1,545","1,435","1,487","11,393","7,741",368,340,356,"2,752","7,915",538,492,508,"4,789","9,444",639,603,623,"3,851","6,253"
"San Mateo, CA","1,606","1,447","1,538","12,133","8,100",404,380,395,"3,502","9,004",492,475,480,"3,473","7,263",710,592,663,"5,158","8,190"
"Santa Clara, CA","4,559","4,333","4,436","37,220","8,437",777,666,709,"6,590","9,420","1,935","1,886","1,913","15,661","8,214","1,847","1,781","1,814","14,969","8,306"
"Shelby, TN","3,682","3,484","3,629","14,678","4,104","1,094","1,033","1,063","4,829","4,581","1,552","1,415","1,530","6,207","4,187","1,036","1,036","1,036","3,642","3,516"
"Snohomish, WA","1,159","1,144","1,151","7,454","6,481",356,355,355,"2,519","7,092",345,336,340,"2,145","6,304",458,453,456,"2,790","6,135"
"St. Louis, MO","2,031","1,950","1,982","9,025","4,561","1,161","1,139","1,151","5,746","5,001",518,466,485,"2,045","4,227",352,345,346,"1,233","3,559"
"Stanislaus, CA","1,280","1,163","1,227","7,887","6,515",663,569,623,"4,524","7,499",358,345,351,"2,073","5,913",259,249,253,"1,290","5,098"
"Suffolk, NY","5,886","5,322","5,576","43,116","7,962","3,742","3,277","3,476","29,916","8,971",530,508,518,"3,542","6,870","1,614","1,537","1,582","9,657","6,172"
"Summit, OH","1,251","1,207","1,230","4,797","3,913",226,219,224,978,"4,397",557,539,547,"1,936","3,531",468,449,459,"1,883","4,136"
"Tarrant, TX","4,981","4,480","4,540","19,197","4,243",777,771,776,"3,142","4,056","1,519","1,066","1,099","6,068","5,573","2,685","2,643","2,665","9,987","3,761"
"Travis, TX","4,316","4,288","4,300","17,581","4,080",777,777,777,"3,936","5,065","1,719","1,697","1,706","6,690","3,901","1,820","1,814","1,817","6,955","3,826"
"Tulsa, OK","1,098","1,029","1,058","3,375","3,205",719,689,694,"2,232","3,188",238,213,226,725,"3,269",141,127,138,417,"3,193"
