Bureau of Justice Statistics,,,,,,,,,,
Filename: jeee15fut10.csv,,,,,,,,,,
"Table 10. Detail of direct expenditure for correctional activities of state governments, by character and object, fiscal 2015",,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2015 - Final (Update) NCJ 254125",,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,
,,,,,,,,,,
"Table 10. Detail of direct expenditure for correctional activities of state governments, by character and object, fiscal 2015",,,,,,,,,,
(Dollar amounts in thousands),,,,,,,,,,
,,,,,,,,,,
State,Total corrections direct expenditure,Institutions total direct expenditure,Institutions direct current expenditure,Institutions construction capital outlay,Institutions other capital outlay,Institutions as a percent of total corrections direct expenditure,Other corrections total direct expenditure,Other corrections direct current expenditure,Other corrections capital outlay ,Other corrections as a percent of total corrections direct expenditure
U.S. total,"48,809,184","43,022,168","41,416,633","1,247,887","357,648",88.1,"5,787,016","5,710,688","76,328",11.9
Alabama,"521,470","471,419","454,819","4,994","11,606",90.4,"50,051","49,467",584,9.6
Alaska,"340,726","307,646","302,353","4,694",599,90.3,"33,080","21,456","11,624",9.7
Arizona,"1,050,885","980,649","963,621","1,198","15,830",93.3,"70,236","69,170","1,066",6.7
Arkansas,"344,001","271,286","271,286",0,0,78.9,"72,715","72,715",0,21.1
California,"9,512,603","8,651,009","7,763,572","885,662","1,775",90.9,"861,594","861,594",0,9.1
Colorado,"866,651","730,692","713,154","2,861","14,677",84.3,"135,959","133,971","1,988",15.7
Connecticut,"697,957","690,642","686,551",968,"3,123",99,"7,315","7,315",0,1
Delaware,"304,986","255,965","253,789","1,384",792,83.9,"49,021","48,756",265,16.1
Florida,"2,475,144","2,126,190","2,112,585","5,085","8,520",85.9,"348,954","346,816","2,138",14.1
Georgia,"1,171,836","941,300","902,514","36,286","2,500",80.3,"230,536","226,518","4,018",19.7
Hawaii,"212,722","208,225","206,335",1,"1,889",97.9,"4,497","4,410",87,2.1
Idaho,"248,780","240,426","235,345",322,"4,759",96.6,"8,354","8,089",265,3.4
Illinois,"1,501,885","1,359,825","1,333,817","17,236","8,772",90.5,"142,060","141,161",899,9.5
Indiana,"633,702","622,208","615,102",308,"6,798",98.2,"11,494","11,364",130,1.8
Iowa,"294,185","279,039","271,139","6,278","1,622",94.9,"15,146","15,141",5,5.1
Kansas,"313,196","282,060","275,196","2,918","3,946",90.1,"31,136","30,920",216,9.9
Kentucky,"523,631","481,246","479,740",317,"1,189",91.9,"42,385","42,385",0,8.1
Louisiana,"497,221","389,322","386,034","2,501",787,78.3,"107,899","106,349","1,550",21.7
Maine,"135,704","123,060","116,606",0,"6,454",90.7,"12,644","12,644",0,9.3
Maryland,"1,466,847","1,199,777","1,171,143","13,614","15,020",81.8,"267,070","259,235","7,835",18.2
Massachusetts,"1,378,933","1,219,727","1,177,879","25,879","15,969",88.5,"159,206","156,859","2,347",11.5
Michigan,"1,857,289","1,493,086","1,491,393",50,"1,643",80.4,"364,203","364,203",0,19.6
Minnesota,"459,184","395,506","391,091",888,"3,527",86.1,"63,678","62,956",722,13.9
Mississippi,"309,625","282,375","274,048","6,423","1,904",91.2,"27,250","24,032","3,218",8.8
Missouri,"726,992","630,062","615,614","6,019","8,429",86.7,"96,930","96,130",800,13.3
Montana,"203,181","121,533","119,578",0,"1,955",59.8,"81,648","77,058","4,590",40.2
Nebraska,"349,077","152,751","150,160","1,889",702,43.8,"196,326","195,793",533,56.2
Nevada,"251,819","202,270","187,005","11,215","4,050",80.3,"49,549","48,674",875,19.7
New Hampshire,"121,853","111,845","105,622","5,746",477,91.8,"10,008","9,829",179,8.2
New Jersey,"1,431,286","1,108,829","1,096,547","8,060","4,222",77.5,"322,457","320,824","1,633",22.5
New Mexico,"453,460","319,941","317,588","1,781",572,70.6,"133,519","133,519",0,29.4
New York,"2,979,896","2,810,566","2,750,547","52,275","7,744",94.3,"169,330","168,057","1,273",5.7
North Carolina,"1,268,010","1,095,153","1,075,362","9,729","10,062",86.4,"172,857","170,490","2,367",13.6
North Dakota,"91,081","89,945","87,961",62,"1,922",98.8,"1,136","1,136",0,1.2
Ohio,"1,383,609","1,219,836","1,173,343","33,407","13,086",88.2,"163,773","154,434","9,339",11.8
Oklahoma,"547,573","481,244","473,960","2,178","5,106",87.9,"66,329","66,284",45,12.1
Oregon,"655,039","651,096","647,768",461,"2,867",99.4,"3,943","3,943",0,0.6
Pennsylvania,"2,046,998","1,924,577","1,894,399","12,934","17,244",94,"122,421","122,164",257,6
Rhode Island,"201,365","168,216","163,906","3,189","1,121",83.5,"33,149","32,848",301,16.5
South Carolina,"458,406","418,743","413,941","4,192",610,91.3,"39,663","39,559",104,8.7
South Dakota,"124,655","117,256","116,059",704,493,94.1,"7,399","7,387",12,5.9
Tennessee,"674,152","596,084","588,594","2,846","4,644",88.4,"78,068","76,535","1,533",11.6
Texas,"3,451,830","3,302,288","3,239,845","5,215","57,228",95.7,"149,542","149,428",114,4.3
Utah,"342,133","258,579","218,697",43,"39,839",75.6,"83,554","80,286","3,268",24.4
Vermont,"142,690","100,289","100,103",0,186,70.3,"42,401","41,409",992,29.7
Virginia,"1,344,281","1,090,110","1,075,458","2,926","11,726",81.1,"254,171","247,107","7,064",18.9
Washington,"984,771","772,904","732,179","21,695","19,030",78.5,"211,867","209,986","1,881",21.5
West Virginia,"285,324","273,048","256,001","12,119","4,928",95.7,"12,276","12,094",182,4.3
Wisconsin,"1,028,001","890,183","855,249","29,230","5,704",86.6,"137,818","137,800",18,13.4
Wyoming,"142,539","112,140","112,035",105,0,78.7,"30,399","30,388",11,21.3
