Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee15fut04.csv,,,,,,,,,,,,,,,,,,,,
"Table 4. Justice system expenditure, by character, state, and type of government, fiscal 2015",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2015 - Final (Update) NCJ 254125",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 4. Justice system expenditure, by character, state, and type of government, fiscal 2015",,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
State and type of government,Total justice system total expenditure/a,Total justice system total direct expenditure,Total justice system direct current expenditure,Total justice system capital outlay ,Total justice system intergovernmental expenditure total,Police protection total expenditure/a,Police protection total direct expenditure,Police protection direct current expenditure,Police protection capital outlay,Police protection intergovernmental expenditure total,Judicial and legal total expenditure/a,Judicial and legal total direct expenditure,Judicial and legal direct current expenditure,Judicial and legal capital outlay,Judicial and legal intergovernmental expenditure total ,Corrections total expenditure/a,Corrections total direct expenditure,Corrections direct current expenditure,Corrections capital outlay,Corrections intergovernmental expenditure total
"U.S. - States-local, total","230,887,596","224,950,230","217,729,316","7,220,914",-,"105,688,943","104,165,167","100,496,907","3,668,260",-,"45,993,189","44,035,642","42,984,502","1,051,140",-,"79,205,464","76,749,421","74,247,907","2,501,514",-
U.S. - State,"89,440,635","84,300,641","81,469,015","2,831,626","5,139,994","15,267,432","13,752,975","13,087,327","665,648","1,514,457","23,002,582","21,738,482","21,254,367","484,115","1,264,100","51,170,621","48,809,184","47,127,321","1,681,863","2,361,437"
"U.S. - Local, total","141,446,961","140,649,589","136,260,301","4,389,288","797,372","90,421,511","90,412,192","87,409,580","3,002,612","9,319","22,990,607","22,297,160","21,730,135","567,025","693,447","28,034,843","27,940,237","27,120,586","819,651","94,606"
U.S. - Counties,"69,434,316","68,544,236","66,414,041","2,130,195","890,080","28,148,974","28,088,332","27,054,232","1,034,100","60,642","17,588,383","16,892,460","16,425,170","467,290","695,923","23,696,959","23,563,444","22,934,639","628,805","133,515"
U.S. - Municipalities,"67,729,385","66,400,105","64,304,468","2,095,637","1,329,280","58,636,502","57,554,976","55,709,487","1,845,489","1,081,526","5,056,358","5,019,180","4,921,090","98,090","37,178","4,036,525","3,825,949","3,673,891","152,058","210,576"
Alabama - Total,"2,375,006","2,332,689","2,251,835","80,854",-,"1,243,605","1,239,236","1,200,120","39,116",-,"355,456","351,911","346,341","5,570",-,"775,945","741,542","705,374","36,168",-
Alabama - State,"912,410","870,970","837,985","32,985","41,440","155,814","151,451","138,045","13,406","4,363","200,744","198,049","195,654","2,395","2,695","555,852","521,470","504,286","17,184","34,382"
"Alabama - Local, total","1,462,596","1,461,719","1,413,850","47,869",877,"1,087,791","1,087,785","1,062,075","25,710",6,"154,712","153,862","150,687","3,175",850,"220,093","220,072","201,088","18,984",21
Alabama - Counties,"661,549","646,385","622,720","23,665","15,164","379,167","364,003","359,172","4,831","15,164","85,420","85,420","82,914","2,506",0,"196,962","196,962","180,634","16,328",0
