"Bureau of Justice Statistics",,,,,,,,,,
"filename:  cjee9610.csv",,,,,,,,,,
"table #: 10 Detail of direct expenditure for correctional activities of State governments by character and object, fiscal 1996",,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 1996, NCJ 180883",,,,,,,,,,
"data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE)",,,,,,,,,,
"authors:  Lea S. Gifford and Sue Lindgren",,,,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765",,,,,,,,,,
"date of version:  12/29/99",,,,,,,,,,
,,,,,,,,,,
"Table 10.  Detail of direct expenditure for correctional activities of State governments by character and object, fiscal 1996",,,,,,,,,,
,,,,,,,,,,
"(Dollar amounts in thousands)",,,,,,,,,,
,,,,,,,,,,
"","","                                                  Institutions",,,,,"                                       Other corrections",,,
"","",,,,,,,,,
"","","","",,,"Percent","","",,"Percent"
"","Total","","",,,"of total","","",,"of total"
"","corrections","","","             Capital outlay",,"corrections","","","","corrections"
,"direct","","Direct","","","direct","","Direct","Capital","direct"
"State","expenditure","Total","current","Construction","Other","expenditure","Total","current","outlay","expenditure"
,,,,,,,,,,
"Total",25294111,20893235,19035102,1524590,333543,82.6,4400876,4156806,244070,17.4
,,,,,,,,,,
"Alabama",215517,166517,163627,1979,911,77.3,49000,47383,1617,22.7
"Alaska",146571,135897,130693,2909,2295,92.7,10674,10603,71,7.3
"Arizona",444987,382355,348448,18840,15067,85.9,62632,61335,1297,14.1
"Arkansas",163666,134533,129756,1902,2875,82.2,29133,22786,6347,17.8
"California",3716465,3360564,3058218,267554,34792,90.4,355901,345110,10791,9.6
,,,,,,,,,,
"Colorado",336374,203052,182751,10782,9519,60.4,133322,131064,2258,39.6
"Connecticut",464360,368834,351593,14612,2629,79.4,95526,93956,1570,20.6
"Delaware",112563,86936,86549,0,387,77.2,25627,24226,1401,22.8
"Florida",1644746,1037311,914933,99405,22973,63.1,607435,577535,29900,36.9
"Georgia",791862,543149,512679,23690,6780,68.6,248713,238729,9984,31.4
,,,,,,,,,,
"Hawaii",105997,91644,83589,7753,302,86.5,14353,14323,30,13.5
"Idaho",97560,81839,71460,7459,2920,83.9,15721,14732,989,16.1
"Illinois",834288,734635,668734,56310,9591,88.1,99653,96694,2959,11.9
"Indiana",350055,333681,319725,5886,8070,95.3,16374,15611,763,4.7
"Iowa",141371,133671,131840,0,1831,94.6,7700,7496,204,5.4
,,,,,,,,,,
"Kansas",177513,153992,147066,4480,2446,86.7,23521,23280,241,13.3
"Kentucky",210468,171691,159653,9304,2734,81.6,38777,38085,692,18.4
"Louisiana",311329,242916,238084,1849,2983,78.0,68413,66306,2107,22.0
"Maine",64002,50497,46155,4041,301,78.9,13505,13489,16,21.1
"Maryland",736312,398926,395043,330,3553,54.2,337386,290064,47322,45.8
,,,,,,,,,,
"Massachusetts",483176,411754,384041,19105,8608,85.2,71422,69399,2023,14.8
"Michigan",1211539,1072712,1004498,60099,8115,88.5,138827,138079,748,11.5
"Minnesota",255154,178141,170301,6302,1538,69.8,77013,75345,1668,30.2
"Mississippi",207195,187383,134732,50095,2556,90.4,19812,19484,328,9.6
"Missouri",312039,265612,251679,327,13606,85.1,46427,45144,1283,14.9
,,,,,,,,,,
"Montana",66232,35657,29089,6092,476,53.8,30575,30274,301,46.2
"Nebraska",93578,51699,50446,1134,119,55.2,41879,40158,1721,44.8
"Nevada",149821,128866,120504,5562,2800,86.0,20955,20585,370,14.0
"New Hampshire",61383,50176,46853,906,2417,81.7,11207,11012,195,18.3
"New Jersey",771161,536895,530614,4056,2225,69.6,234266,230658,3608,30.4
,,,,,,,,,,
"New Mexico",173644,134445,122329,11365,751,77.4,39199,37761,1438,22.6
"New York",2106986,1871581,1578377,278186,15018,88.8,235405,218648,16757,11.2
"North Carolina",856867,709443,612644,80527,16272,82.8,147424,141960,5464,17.2
"North Dakota",16539,14643,14168,315,160,88.5,1896,1888,8,11.5
"Ohio",1053788,879604,765588,103028,10988,83.5,174184,151003,23181,16.5
,,,,,,,,,,
"Oklahoma",282579,165227,143890,4762,16575,58.5,117352,113844,3508,41.5
"Oregon",255787,209174,166218,42489,467,81.8,46613,43778,2835,18.2
"Pennsylvania",991276,945136,847375,87035,10726,95.3,46140,46140,0,4.7
"Rhode Island",116224,105124,104763,245,116,90.4,11100,8307,2793,9.6
"South Carolina",391366,347085,306297,35048,5740,88.7,44281,43500,781,11.3
,,,,,,,,,,
"South Dakota",43765,26784,25976,336,472,61.2,16981,16853,128,38.8
"Tennessee",352798,282420,277030,3873,1517,80.1,70378,69476,902,19.9
"Texas",2113276,1916466,1753913,125605,36948,90.7,196810,192713,4097,9.3
"Utah",157607,108882,107339,744,799,69.1,48725,47332,1393,30.9
"Vermont",43087,38168,37748,0,420,88.6,4919,4910,9,11.4
,,,,,,,,,,
"Virginia",626406,604397,570036,17204,17157,96.5,22009,21910,99,3.5
"Washington",497130,376689,323952,37384,15353,75.8,120441,115460,4981,24.2
"West Virginia",81239,73613,71971,0,1642,90.6,7626,7614,12,9.4
"Wisconsin",425159,327809,319182,1893,6734,77.1,97350,54470,42880,22.9
"Wyoming",31304,25010,22953,1788,269,79.9,6294,6294,0,20.1
