"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,
"filename:  cjee9608.csv",,,,,,,,,,,,,,,,,,,
"table #:  8 Per capita justice expenditure (fiscal 1996) and full-time equivalent justice employment per",,,,,,,,,,,,,,,,,,,
"10,000 population (October 1995) of State and local governments by activity and State",,,,,,,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 1996, NCJ 180883",,,,,,,,,,,,,,,,,,,
"data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE)",,,,,,,,,,,,,,,,,,,
"authors:  Lea S. Gifford and Sue Lindgren",,,,,,,,,,,,,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765",,,,,,,,,,,,,,,,,,,
"date of version:  12/29/99",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Table 8. Per capita justice expenditure (fiscal 1996) and full-time equivalent justice employment per",,,,,,,,,,,,,,,,,,,
"10,000 population (October 1995) of State and local governments by activity and State",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,"                     Per capita justice expenditure",,,,,,,,"                      Full-time equivalent justice employment",,,,,,,,,
,,"                     (dollars), fiscal 1996",,,,,,,,"                      per 10,000 population, October 1996",,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,"Population","Total",,,,,,,,"Total",,"             Police protection",,,,,,,
,1996,"justice",,"Police",,"Judicial",,,,"justice",,,,,,"Judicial",,,
"State","(thousands)","system",,"Protection",,"and legal",,"Corrections",,"system",,"Total",,"Sworn only",,"and legal",,"Corrections",
,,,,,,,,,,,,,,,,,,,
"Total",265284,387.19,102714175.00,168.60,44726425.00,77.14,20464907.00,141.44,37522843.00,65.1,17258030.0,29.4,7786330.0,22.0,5849250.0,12.5,3310850.0,23.2,6160850.0
,,,,,,,,,,,,,,,,,,,
"Alabama",4273,242.94,1038075.00,117.51,502126.00,50.92,217590.00,74.50,318359.00,51.3,219010.0,25.5,108910.0,19.7,84270.0,9.9,42420.0,15.8,67680.0
"Alaska",607,738.08,448016.00,240.16,145775.00,255.82,155285.00,242.10,146956.00,70.8,42960.0,29.2,17720.0,19.7,11930.0,20.2,12280.0,21.4,12960.0
"Arizona",4428,402.92,1784146.00,175.46,776918.00,93.63,414594.00,133.84,592634.00,69.9,309370.0,27.0,119340.0,18.1,80300.0,15.6,69070.0,27.3,120960.0
"Arkansas",2510,219.65,551333.00,101.14,253869.00,38.00,95378.00,80.51,202086.00,51.6,129640.0,25.1,62900.0,19.3,48380.0,8.2,20460.0,18.4,46280.0
"California",31878,531.86,16954642.00,226.13,7208629.00,118.17,3767109.00,187.56,5978904.00,62.7,1999840.0,28.4,904760.0,20.0,637130.0,12.1,384770.0,22.3,710310.0
,,,,,0.00,,0.00,,0.00,,0.0,,0.0,,0.0,,0.0,,0.0
"Colorado",3823,356.34,1362301.00,156.96,600075.00,70.57,269802.00,128.81,492424.00,58.9,225080.0,27.8,106090.0,21.0,80390.0,12.5,47890.0,18.6,71100.0
"Connecticut",3274,396.17,1297055.00,171.10,560194.00,83.23,272501.00,141.83,464360.00,63.3,207120.0,29.4,96150.0,22.7,74360.0,11.2,36540.0,22.7,74430.0
"Delaware",725,431.31,312697.00,176.09,127663.00,99.96,72470.00,155.26,112564.00,73.1,53010.0,27.6,20000.0,20.1,14600.0,20.2,14610.0,25.4,18400.0
"District of Columbia",543,1269.53,689354.00,457.50,248423.00,274.58,149095.00,537.45,291836.00,193.6,105110.0,82.7,44900.0,69.1,37540.0,33.8,18360.0,77.1,41850.0
"Florida",14400,468.18,6741823.00,210.69,3033937.00,82.35,1185882.00,175.14,2522004.00,80.4,1157990.0,33.8,486840.0,22.3,321560.0,15.8,228000.0,30.8,443150.0
,,,,,0.00,,0.00,,0.00,,0.0,,0.0,,0.0,,0.0,,0.0
"Georgia",7353,336.15,2471731.00,136.74,1005426.00,54.05,397466.00,145.36,1068839.00,74.1,545000.0,28.8,211450.0,21.9,160840.0,10.9,79970.0,34.5,253580.0
