"REVISED 12/11/00",,,,,,,,,,,,,,,,,,,,,,,
"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,,
"filename:  cjee9612.csv",,,,,,,,,,,,,,,,,,,,,,,
"table #:  12 Justice system expenditures of 68 large county governments by activity",,,,,,,,,,,,,,,,,,,,,,,
"and character and object, fiscal 1996",,,,,,,,,,,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 1996, NCJ 180883",,,,,,,,,,,,,,,,,,,,,,,
"data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE)",,,,,,,,,,,,,,,,,,,,,,,
"authors:  Sidra Lea Gifford and Sue Lindgren",,,,,,,,,,,,,,,,,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765",,,,,,,,,,,,,,,,,,,,,,,
"date of version:  12/11/2000",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Table 12.   Justice system expenditures of 68 large county governments by activity",,,,,,,,,,,,,,,,,,,,,,,
"and character and object, fiscal 1996",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"(Thousands of dollars)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,"                                                   Total justice system",,,,,"                                                    Police Protection",,,,,"                                                   Judicial and Legal",,,,,"                                                                   Corrections",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,"                          Direct expenditure",,,,,"                         Direct expenditure",,,,,"                         Direct expenditure",,,,,"                                     Direct expenditure",,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,"Fiscal",,,,,"Intergovern-",,,,,"Intergovern-",,,,,"Intergovern-",,,,"             Capital outlay",,"Intergovern-",
,"year",,,,,"mental",,,,,"mental",,,,,"mental",,,,,,"mental",
,"ends in",,"Total","Direct","Capital","expenditure",,"Total","Direct","Capital","expenditure",,"Total","Direct","Capital","expenditure",,"Total","Direct",,"Construc-","expenditure",
"County","month","Total","direct","current","outlay","total","Total","direct","current","outlay","total","Total","direct","current","outlay","total","Total","direct","current","Total","tion only","total","County"
,,,,,,,,,,,,,,,,,,,,,,,
"Alameda, CA","06",280964,280964,278050,2914,0,31319,31319,30346,973,0,134750,134750,134140,610,0,114895,114895,113564,1331,1061,0,"Alameda, CA"
"Allegheny, PA","12",141108,141108,140321,787,0,22911,22911,22820,91,0,61761,61761,61320,441,0,56436,56436,56181,255,0,0,"Allegheny, PA"
"Baltimore, MD","06",107204,107204,106942,262,0,80768,80768,80765,3,0,12091,12091,11891,200,0,14345,14345,14286,59,0,0,"Baltimore, MD"
"Bergen, NJ","12",79262,79262,73943,5319,0,12664,12664,12037,627,0,42617,42617,37925,4692,0,23981,23981,23981,0,0,0,"Bergen, NJ"
"Bexar, TX","12",109106,109106,101147,7959,0,15815,15815,15785,30,0,35142,35142,35071,71,0,58149,58149,50291,7858,7527,0,"Bexar, TX"
"Broward, FL","09",267308,267307,260688,6619,1,124893,124893,121060,3833,0,53024,53024,50675,2349,0,89391,89390,88953,437,100,1,"Broward, FL"
"Contra Costa, CA","06",180452,180452,179718,734,0,39941,39941,39777,164,0,75548,75548,75076,472,0,64963,64963,64865,98,82,0,"Contra Costa, CA"
,,,,,,,,,,,,,,,,,,,,,,,
"Cook, IL","11",646878,646878,591488,55390,0,61761,61761,53981,7780,0,330837,330837,330595,242,0,254280,254280,206912,47368,47368,0,"Cook, IL"
"Cuyahoga, OH","12",171614,168698,163449,5249,2916,14906,14906,14417,489,0,95432,93807,92861,946,1625,61276,59985,56171,3814,2721,1291,"Cuyahoga, OH"
"Dade, FL","09",662288,661193,619998,41195,1095,311317,311317,306332,4985,0,149136,148041,140590,7451,1095,201835,201835,173076,28759,28182,0,"Dade, FL"
"Dallas, TX","12",267887,267887,265863,2024,0,23129,23129,22545,584,0,74268,74268,73346,922,0,170490,170490,169972,518,28,0,"Dallas, TX"
"Delaware, PA","12",49488,49178,49094,84,310,6655,6655,6655,0,0,23417,23417,23333,84,0,19416,19106,19106,0,0,310,"Delaware, PA"
"Du Page, IL","11",52677,52677,47514,5163,0,15310,15310,14441,869,0,16083,16083,15740,343,0,21284,21284,17333,3951,3928,0,"Du Page, IL"
"Erie, NY","12",85643,83876,82740,1136,1767,26403,26403,25485,918,0,16337,16337,16175,162,0,42903,41136,41080,56,0,1767,"Erie, NY"
,,,,,,,,,,,,,,,,,,,,,,,
"Essex, MA","06",28637,28637,28637,0,0,0,0,0,0,0,1648,1648,1648,0,0,26989,26989,26989,0,0,0,"Essex, MA"
"Essex, NJ","12",123773,123773,123562,211,0,15752,15752,15752,0,0,65090,65090,65068,22,0,42931,42931,42742,189,189,0,"Essex, NJ"
"Fairfax, VA","06",135990,135539,131451,4088,451,93672,93672,89584,4088,0,14159,14159,14159,0,0,28159,27708,27708,0,0,451,"Fairfax, VA"
"Franklin, OH","12",101639,101048,99020,2028,591,15723,15723,15292,431,0,50060,50060,49209,851,0,35856,35265,34519,746,598,591,"Franklin, OH"
"Fresno, CA","06",142734,142734,140708,2026,0,34921,34921,34618,303,0,65190,65190,63732,1458,0,42623,42623,42358,265,187,0,"Fresno, CA"
"Fulton, GA","12",110786,110786,108132,2654,0,26228,26228,24710,1518,0,49463,49463,48536,927,0,35095,35095,34886,209,0,0,"Fulton, GA"
"Hamilton, OH","12",165742,162643,145536,17107,3099,43492,40393,39298,1095,3099,73481,73481,68227,5254,0,48769,48769,38011,10758,10664,0,"Hamilton, OH"
,,,,,,,,,,,,,,,,,,,,,,,
"Harris, TX","12",441986,441986,432794,9192,0,115673,115673,115153,520,0,111098,111098,108394,2704,0,215215,215215,209247,5968,3760,0,"Harris, TX"
"Hennepin, MN","12",173251,173251,161571,11680,0,38773,38773,37526,1247,0,67003,67003,65135,1868,0,67475,67475,58910,8565,1516,0,"Hennepin, MN"
"Hillsborough, FL","09",202510,202510,177344,25166,0,108030,108030,85080,22950,0,39796,39796,37869,1927,0,54684,54684,54395,289,289,0,"Hillsborough, FL"
"Hudson, NJ","12",73455,73070,73070,0,385,11119,10734,10734,0,385,24281,24281,24281,0,0,38055,38055,38055,0,0,0,"Hudson, NJ"
"Jackson, MO","12",49239,47648,47648,0,1591,7086,5495,5495,0,1591,16463,16463,16463,0,0,25690,25690,25690,0,0,0,"Jackson, MO"
"Jefferson, AL","09",51538,51538,51538,0,0,20005,20005,20005,0,0,16172,16172,16172,0,0,15361,15361,15361,0,0,0,"Jefferson, AL"
"Jefferson, KY","06",77725,77725,75328,2397,0,34585,34585,32562,2023,0,17018,17018,17018,0,0,26122,26122,25748,374,0,0,"Jefferson, KY"
,,,,,,,,,,,,,,,,,,,,,,,
"King, WA","12",263020,263020,231804,31216,0,64590,64590,64501,89,0,137548,137548,106913,30635,0,60882,60882,60390,492,263,0,"King, WA"
"Lake, IN","12",36316,35868,35454,414,448,9962,9962,9946,16,0,15327,15327,15185,142,0,11027,10579,10323,256,0,448,"Lake, IN"
"Los Angeles, CA","06",2564233,2523992,2380797,143195,40241,1072448,1032207,955502,76705,40241,879532,879532,830418,49114,0,612253,612253,594877,17376,10533,0,"Los Angeles, CA"
"Macomb, WI","12",59998,59998,59773,225,0,18978,18978,18863,115,0,27690,27690,27682,8,0,13330,13330,13228,102,102,0,"Macomb, WI"
"Maricopa, AZ","06",240913,240913,230675,10238,0,54260,54260,51830,2430,0,128248,128248,122374,5874,0,58405,58405,56471,1934,0,0,"Maricopa, AZ"
"Middlesex, MA","06",37128,37128,37128,0,0,5,5,5,0,0,0,0,0,0,0,37123,37123,37123,0,0,0,"Middlesex, MA"
"Middlesex, NJ","12",73013,73013,68205,4808,0,6732,6732,6732,0,0,36749,36749,31941,4808,0,29532,29532,29532,0,0,0,"Middlesex, NJ"
,,,,,,,,,,,,,,,,,,,,,,,
"Milwaukee, WI","12",153626,153626,152837,789,0,15027,15027,15027,0,0,59077,59077,59077,0,0,79522,79522,78733,789,789,0,"Milwaukee, WI"
"Monmouth, NJ","12",60208,60208,59626,582,0,6651,6651,6651,0,0,26211,26211,26211,0,0,27346,27346,26764,582,582,0,"Monmouth, NJ"
"Monroe, NY","12",110206,106546,105415,1131,3660,35032,35032,34054,978,0,19898,19898,19886,12,0,55276,51616,51475,141,0,3660,"Monroe, NY"
"Montgomery, MD","06",139289,139055,132610,6445,234,95837,95603,94170,1433,234,20910,20910,20807,103,0,22542,22542,17633,4909,4858,0,"Montgomery, MD"
"Montgomery, OH","12",84680,82040,80362,1678,2640,18597,18597,17475,1122,0,43125,43125,42679,446,0,22958,20318,20208,110,13,2640,"Montgomery, OH"
"Montgomery, PA","12",66085,62525,62184,341,3560,805,805,805,0,0,28379,28379,28072,307,0,36901,33341,33307,34,0,3560,"Montgomery, PA"
"Multnomah, OR","06",88823,88823,87912,911,0,19533,19533,19215,318,0,24965,24965,24693,272,0,44325,44325,44004,321,0,0,"Multnomah, OR"
,,,,,,,,,,,,,,,,,,,,,,,
"Nassau, NY","12",455402,453773,442002,11771,1629,318391,318391,309924,8467,0,34493,34493,34480,13,0,102518,100889,97598,3291,3291,1629,"Nassau, NY"
"Norfolk, MA","06",15654,15654,15608,46,0,0,0,0,0,0,0,0,0,0,0,15654,15654,15608,46,0,0,"Norfolk, MA"
"Oakland, MI","12",132877,129472,129018,454,3405,27916,27916,27519,397,0,52696,52696,52644,52,0,52265,48860,48855,5,0,3405,"Oakland, MI"
"Oklahoma, OK","06",26824,26693,18161,8532,131,6735,6735,6293,442,0,12756,12625,4629,7996,131,7333,7333,7239,94,0,0,"Oklahoma, OK"
"Orange, CA","06",462725,461170,444389,16781,1555,103903,102348,101530,818,1555,231524,231524,222522,9002,0,127298,127298,120337,6961,6410,0,"Orange, CA"
"Palm Beach, FL","09",227117,227117,204534,22583,0,107411,107411,97420,9991,0,58883,58883,46647,12236,0,60823,60823,60467,356,174,0,"Palm Beach, FL"
"Pima, AZ","06",140553,140553,138311,2242,0,39896,39896,38904,992,0,55367,55367,54427,940,0,45290,45290,44980,310,0,0,"Pima, AZ"
,,,,,,,,,,,,,,,,,,,,,,,
"Pinellas, FL","09",144236,144236,123231,21005,0,60594,60594,55779,4815,0,44163,44163,28548,15615,0,39479,39479,38904,575,112,0,"Pinellas, FL"
"Prince Georges, MD","06",136551,136551,136547,4,0,83217,83217,83217,0,0,29800,29800,29800,0,0,23534,23534,23530,4,4,0,"Prince Georges, MD"
"Riverside, CA","06",318359,318280,316052,2228,79,98852,98852,98191,661,0,116497,116497,115216,1281,0,103010,102931,102645,286,258,79,"Riverside, CA"
"Sacramento, CA","06",276078,270762,266560,4202,5316,60193,60193,58435,1758,0,123918,123918,122959,959,0,91967,86651,85166,1485,1364,5316,"Sacramento, CA"
