"Bureau of Justice Statistics",,,,,,,,,,,,
"filename:  cjee9810.csv",,,,,,,,,,,,
"table 10.  Detail of direct expenditure for correctional activities of State governments",,,,,,,,,,,,
"by character and object, fiscal 1998",,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 1998, NCJ 190641",,,,,,,,,,,,
"data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE)",,,,,,,,,,,,
"author:  Sidra Lea Gifford",,,,,,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765",,,,,,,,,,,,
"date of version:  9/19/2001",,,,,,,,,,,,
,,,,,,,,,,,,
"Table 10.   Detail of direct expenditure for correctional activities of State governments",,,,,,,,,,,,
"by character and object, fiscal 1998",,,,,,,,,,,,
,,,,,,,,,,,,
"(Dollar amounts in thousands)",,,,,,,,,,,,
,,,,,,,,,,,,
"","",,"                                                           Institutions",,,,,,"                                      Other corrections",,,
"","",,,,,,,,,,,
"","",,"","",,,"Percent",,"","",,"Percent"
"","Total",,"","","                 Capital outlay",,"of total",,"","",,"of total"
"","corrections",,"","","","","corrections",,"","","","corrections"
,"direct",,"","Direct","","","direct",,"","Direct","Capital","direct"
"State","expenditure",,"Total","current","Construction","Other","expenditure",,"Total","current","outlay","expenditure"
,,,,,,,,,,,,
"Total",28678929,,23603913,21533991,1513967,555955,82.3,,5075016,4750843,324173,17.7
,,,,,,,,,,,,
"Alabama",251707,,183883,177876,1819,4188,73.1,,67824,62161,5663,26.9
"Alaska",156041,,143745,141130,1930,685,92.1,,12296,12270,26,7.9
"Arizona",659098,,566748,439187,71297,56264,86.0,,92350,90121,2229,14.0
"Arkansas",196435,,167037,159411,3978,3648,85.0,,29398,26165,3233,15.0
"California",3360569,,2922665,2834897,65961,21807,87.0,,437904,424493,13411,13.0
,,,,,,,,,,,,
"Colorado",581988,,427095,265081,156523,5491,73.4,,154893,153049,1844,26.6
"Connecticut",480406,,404560,393070,6464,5026,84.2,,75846,75107,739,15.8
"Delaware",142218,,96092,95942,0,150,67.6,,46126,38838,7288,32.4
"Florida",1929487,,1320347,1260290,42360,17697,68.4,,609140,556455,52685,31.6
"Georgia",827649,,605430,562012,36467,6951,73.2,,222219,214117,8102,26.8
,,,,,,,,,,,,
"Hawaii",120854,,103507,94767,7242,1498,85.6,,17347,16688,659,14.4
"Idaho",123548,,108580,101879,3949,2752,87.9,,14968,14470,498,12.1
"Illinois",1021503,,868541,778035,79420,11086,85.0,,152962,139509,13453,15.0
"Indiana",433863,,394344,370592,15565,8187,90.9,,39519,36480,3039,9.1
"Iowa",180860,,173865,171716,0,2149,96.1,,6995,6866,129,3.9
,,,,,,,,,,,,
"Kansas",224669,,204887,196230,4546,4111,91.2,,19782,19599,183,8.8
"Kentucky",287564,,188156,177923,7706,2527,65.4,,99408,96307,3101,34.6
"Louisiana",355687,,272031,257191,11538,3302,76.5,,83656,82307,1349,23.5
"Maine",72311,,54303,53775,247,281,75.1,,18008,18008,0,24.9
"Maryland",739884,,429317,419042,7505,2770,58.0,,310567,295086,15481,42.0
,,,,,,,,,,,,
"Massachusetts",606191,,527254,440621,78781,7852,87.0,,78937,73303,5634,13.0
"Michigan",1271177,,1178187,1162087,11508,4592,92.7,,92990,92314,676,7.3
"Minnesota",272141,,184425,181695,219,2511,67.8,,87716,82133,5583,32.2
"Mississippi",209940,,188012,168760,8317,10935,89.6,,21928,21394,534,10.4
"Missouri",455507,,382402,351805,507,30090,84.0,,73105,69261,3844,16.0
,,,,,,,,,,,,
"Montana",86907,,50359,41251,8657,451,57.9,,36548,36075,473,42.1
"Nebraska",118779,,68068,58685,9124,259,57.3,,50711,45401,5310,42.7
"Nevada",200653,,173640,142338,28480,2822,86.5,,27013,26290,723,13.5
"New Hampshire",60008,,48007,47284,466,257,80.0,,12001,11579,422,20.0
"New Jersey",995263,,722795,694836,15462,12497,72.6,,272468,263780,8688,27.4
,,,,,,,,,,,,
"New Mexico",195082,,144550,138129,6095,326,74.1,,50532,50265,267,25.9
"New York",2156995,,1938741,1641626,281380,15735,89.9,,218254,207026,11228,10.1
"North Carolina",951788,,772996,717673,44416,10907,81.2,,178792,169086,9706,18.8
"North Dakota",31053,,27119,18129,8522,468,87.3,,3934,3934,0,12.7
"Ohio",1249636,,1028723,901842,119875,7006,82.3,,220913,203058,17855,17.7
,,,,,,,,,,,,
"Oklahoma",391289,,207473,183017,19088,5368,53.0,,183816,176456,7360,47.0
"Oregon",389504,,267427,187583,79361,483,68.7,,122077,68682,53395,31.3
"Pennsylvania",1183640,,1126570,978752,135429,12389,95.2,,57070,57070,0,4.8
"Rhode Island",126578,,116559,113253,892,2414,92.1,,10019,9899,120,7.9
"South Carolina",422760,,373827,352381,14684,6762,88.4,,48933,47114,1819,11.6
,,,,,,,,,,,,
"South Dakota",57395,,32890,32607,28,255,57.3,,24505,22838,1667,42.7
"Tennessee",359980,,298190,265533,30243,2414,82.8,,61790,60752,1038,17.2
"Texas",2511714,,2272843,2029134,21202,222507,90.5,,238871,235891,2980,9.5
"Utah",187668,,123043,121723,103,1217,65.6,,64625,64378,247,34.4
"Vermont",39099,,33444,32555,0,889,85.5,,5655,5453,202,14.5
,,,,,,,,,,,,
"Virginia",709977,,679807,658937,1370,19500,95.8,,30170,29099,1071,4.2
"Washington",564964,,419994,373216,37440,9338,74.3,,144970,138874,6096,25.7
"West Virginia",120013,,110650,82457,25961,2232,92.2,,9363,9359,4,7.8
"Wisconsin",565943,,438386,436002,96,2288,77.5,,127557,83438,44119,22.5
"Wyoming",40944,,32399,30034,1744,621,79.1,,8545,8545,0,20.9
