Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,
Filename:  cjee0712.csv,,,,,,,,,,,,,,,,,,,,,,,
"Table 12.   Justice system expenditures of 68 large county governments by activity and character and object, fiscal year 2007",,,,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2007, NCJ 231540",,,,,,,,,,,,,,,,,,,,,,,
Data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,,,
Date of version:  9/14/2010,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Table 12.   Justice system expenditures of 68 large county governments by activity and character and object, fiscal year 2007",,,,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Total justice system ,,,,,Police Protection,,,,,Judicial and Legal,,,,,Corrections,,,,,,
,,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,Capital outlay,,,
County,,Total,Total,Direct current,Capital outlay,Intergovernmental expenditure total,Total,Total,Direct current,Capital outlay,Intergovernmental expenditure total,Total,Total,Direct current,Capital outlay,Intergovernmental expenditure total,Total,Total,Direct current,Total,Construction only,Intergovernmental expenditure total,County
,,,,,,,,,,,,,,,,,,,,,,,
"Alameda, CA",6,"$537,386 ","$537,386 ","$487,973 ","$49,413 ",$0 ,"$112,529 ","$112,529 ","$101,817 ","$10,712 ",$0 ,"$176,872 ","$176,872 ","$176,684 ",$188 ,$0 ,"$247,985 ","$247,985 ","$209,472 ","$38,513 ",$0 ,$0 ,"Alameda, CA"
"Allegheny, PA",12,"$199,516 ","$199,516 ","$199,219 ",$297 ,$0 ,"$34,117 ","$34,117 ","$34,070 ",$47 ,$0 ,"$86,393 ","$86,393 ","$86,269 ",$124 ,$0 ,"$79,006 ","$79,006 ","$78,880 ",$126 ,$0 ,$0 ,"Allegheny, PA"
"Baltimore, MD",6,"$228,380 ","$228,380 ","$214,843 ","$13,537 ",$0 ,"$172,905 ","$172,905 ","$168,581 ","$4,324 ",$0 ,"$18,680 ","$18,680 ","$18,644 ",$36 ,$0 ,"$36,795 ","$36,795 ","$27,618 ","$9,177 ","$9,156 ",$0 ,"Baltimore, MD"
"Bergen, NJ",6,"$100,485 ","$100,485 ","$95,113 ","$5,372 ",$0 ,"$35,875 ","$35,875 ","$31,321 ","$4,554 ",$0 ,"$30,021 ","$30,021 ","$29,203 ",$818 ,$0 ,"$34,589 ","$34,589 ","$34,589 ",$0 ,$0 ,$0 ,"Bergen, NJ"
"Bexar, TX",9,"$204,129 ","$204,129 ","$201,464 ","$2,665 ",$0 ,"$49,947 ","$49,947 ","$49,491 ",$456 ,$0 ,"$66,179 ","$66,179 ","$65,358 ",$821 ,$0 ,"$88,003 ","$88,003 ","$86,615 ","$1,388 ","$1,226 ",$0 ,"Bexar, TX"
"Broward, FL",9,"$614,961 ","$612,993 ","$587,043 ","$25,950 ","$1,968 ","$336,993 ","$335,622 ","$319,041 ","$16,581 ","$1,371 ","$66,953 ","$66,356 ","$62,951 ","$3,405 ",$597 ,"$211,015 ","$211,015 ","$205,051 ","$5,964 ","$3,463 ",$0 ,"Broward, FL"
"Clark, NV",6,"$870,523 ","$870,523 ","$851,273 ","$19,250 ",$0 ,"$514,308 ","$514,308 ","$496,420 ","$17,888 ",$0 ,"$160,465 ","$160,465 ","$159,856 ",$609 ,$0 ,"$195,750 ","$195,750 ","$194,997 ",$753 ,$0 ,$0 ,"Clark, NV"
,,,,,,,,,,,,,,,,,,,,,,,
"Contra Costa, CA",6,"$324,526 ","$324,526 ","$321,120 ","$3,406 ",$0 ,"$100,037 ","$100,037 ","$98,046 ","$1,991 ",$0 ,"$97,914 ","$97,914 ","$96,527 ","$1,387 ",$0 ,"$126,575 ","$126,575 ","$126,547 ",$28 ,$0 ,$0 ,"Contra Costa, CA"
"Cook, IL",11,"$1,084,233 ","$1,084,233 ","$1,082,115 ","$2,118 ",$0 ,"$100,658 ","$100,658 ","$100,658 ",$0 ,$0 ,"$597,312 ","$597,312 ","$595,715 ","$1,597 ",$0 ,"$386,263 ","$386,263 ","$385,742 ",$521 ,$521 ,$0 ,"Cook, IL"
