Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename:  jeeus0911.csv,,,,,,,,,,,,,,,,,,,,,
"Table 11.   Justice system employment and payrolls of state governments by activity, March 2009 (final)",,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2009, NCJ 247018",,,,,,,,,,,,,,,,,,,,,
Data source:  Justice Expenditure and Employment Extracts Program (JEE),,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version:  ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 11.   Justice system employment and payrolls of state governments by activity, March 2009 (revised)",,,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars.),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,Average,,,,,Average,,,,,Average,,,,,Average,
,Employment,,,Employment,earnings of,Employment,,,,earnings of,Employment,,,,earnings of,Employment,,,,earnings of,
,,,,,full-time,,,,,full-time,,,,,full-time,,,,,full-time,
,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,State
State,employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),
,,,,,,,,,,,,,,,,,,,,,
Total,780975,757854,770270,3395586,4438,107833,104960,106267,543685,5137,183107,173414,178628,875235,5047,490035,479480,485375,1976666,4064,Total
,,,,,,,,,,,,,,,,,,,,,
Alabama,10071,9952,10021,34687,3480,1693,1693,1693,6505,3843,3077,2991,3030,10841,3625,5301,5268,5298,17341,3281,Alabama
Alaska,3903,3719,3781,20811,5565,516,449,459,2649,5834,1455,1397,1419,7626,5459,1932,1873,1903,10536,5580,Alaska
Arizona,14806,14660,14739,60549,4114,2160,2134,2146,11534,5380,2116,2046,2084,8930,4365,10530,10480,10509,40085,3807,Arizona
Arkansas,8036,7860,7904,23705,3013,1245,1229,1236,4411,3574,1633,1478,1514,4850,3281,5158,5153,5154,14445,2803,Arkansas
California,84453,81953,83367,509237,6121,12125,12060,12094,77640,6428,7252,6556,6777,41187,6282,65076,63337,64496,390409,6045,California
,,,,,,,,,,,,,,,,,,,,,
Colorado,13279,12505,13011,58437,4642,1278,1254,1264,6601,5226,4537,3881,4313,19835,5111,7464,7370,7434,32001,4296,Colorado
Connecticut,15425,14869,15018,87151,5827,2107,2064,2081,11427,5506,5312,4945,5006,27861,5634,8006,7860,7931,47863,6033,Connecticut
Delaware,5738,5613,5691,24743,4391,1026,1015,1022,6032,5920,1741,1678,1715,7606,4533,2971,2920,2954,11105,3779,Delaware
Florida,54950,53516,54133,185631,3452,4433,4285,4356,16764,3868,20232,19408,19815,77167,3976,30285,29823,29962,91700,3051,Florida
Georgia,24283,23537,23862,74510,3122,2092,2054,2077,8040,3889,3623,3541,3582,16156,4562,18568,17942,18203,50314,2750,Georgia
,,,,,,,,,,,,,,,,,,,,,
