Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename:  jeeus0904.csv,,,,,,,,,,,,,,,,,,,,,
"Table 4.   Justice system expenditure by character, state and type of government, fiscal 2009 (final)",,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2009, NCJ 247018",,,,,,,,,,,,,,,,,,,,,
Data source:  Justice Expenditure and Employment Extracts Program (JEE),,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version:  ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 4.   Justice system expenditure by character, state and type of government, fiscal 2009 (revised)",,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,
,,Direct expenditure,,,Intergov-,,Direct expenditure,,,Intergov-,,Direct expenditure,,,Intergov-,,Direct expenditure,,,Intergov-,
,,,,,ernmental,,,,,ernmental,,,,,ernmental,,,,,ernmental,
State and type,,,Direct,Capital,expenditure,,,Direct,Capital,expenditure,,,Direct,Capital,expenditure,,,Direct,Capital,expenditure,State and type
of government,Total/a,Total,current,outlay,Total,Total/a,Total,current,outlay,Total,Total/a,Total,current,outlay,Total,Total/a,Total,current,outlay,Total,of government
,,,,,,,,,,,,,,,,,,,,,
"States-local, total",211401934,211401934,202546657,8855277,,94320431,94320431,90355875,3964556,,42727668,42727668,41548401,1179267,,74353835,74353835,70642381,3711454,,"States-local, total"
State,86038262,80945324,77714225,3231099,5092938,13676971,12216371,11578593,637778,1460600,21978852,20887445,20377912,509533,1091407,50382439,47841508,45757720,2083788,2540931,State
"Local, total",130637721,130456610,124832432,5624178,181111,82115501,82104060,78777282,3326778,11441,21884330,21840223,21170489,669734,44107,26637890,26512327,24884661,1627666,125563,"Local, total"
Counties,65856843,64706850,61447245,3259605,1149993,25394936,25258565,24043877,1214688,136371,16966624,16718512,16144828,573684,248112,23495283,22729773,21258540,1471233,765510,Counties
Municipalities,67846111,65749760,63385187,2364573,2096351,57608576,56845495,54733405,2112090,763081,5497188,5121711,5025661,96050,375477,4740347,3782554,3626121,156433,957793,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Alabama,2292929,2292929,2215762,77167,,1120809,1120809,1078299,42510,,429550,429550,425925,3625,,742570,742570,711538,31032,,Alabama
State,1024720,956384,939233,17151,68336,188250,155368,148165,7203,32882,295421,292377,289193,3184,3044,541049,508639,501875,6764,32410,State
"Local, total",1336674,1336545,1276529,60016,129,965441,965441,930134,35307,0,137302,137173,136732,441,129,233931,233931,209663,24268,0,"Local, total"
Counties,601118,600286,570451,29835,832,296125,295293,289609,5684,832,84912,84912,84677,235,0,220081,220081,196165,23916,0,Counties
Municipalities,803892,736259,706078,30181,67633,702198,670148,640525,29623,32050,55434,52261,52055,206,3173,46260,13850,13498,352,32410,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Alaska,797179,797179,776542,20637,,302741,302741,290815,11926,,231470,231470,226485,4985,,262968,262968,259242,3726,,Alaska
State,559446,550801,540003,10798,8645,88285,79705,77336,2369,8580,211272,211207,206226,4981,65,259889,259889,256441,3448,0,State
"Local, total",246378,246378,236539,9839,0,223036,223036,213479,9557,0,20263,20263,20259,4,0,3079,3079,2801,278,0,"Local, total"
Boroughs,52444,52444,51037,1407,0,38901,38901,37723,1178,0,13318,13318,13314,4,0,225,225,0,225,0,Boroughs
Municipalities,193934,193934,185502,8432,0,184135,184135,175756,8379,0,6945,6945,6945,0,0,2854,2854,2801,53,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Arizona,5001158,5001158,4689366,311792,,2253604,2253604,2113587,140017,,963914,963914,947668,16246,,1783640,1783640,1628111,155529,,Arizona
State,1629615,1527862,1384969,142893,101753,268685,255782,225262,30520,12903,225909,185680,183754,1926,40229,1135021,1086400,975953,110447,48621,State
"Local, total",3473585,3473296,3304397,168899,289,1998088,1997822,1888325,109497,266,778234,778234,763914,14320,0,697263,697240,652158,45082,23,"Local, total"
Counties,1710674,1706031,1626174,79857,4643,417220,412908,388807,24101,4312,609124,609124,598440,10684,0,684330,683999,638927,45072,331,Counties
Municipalities,1824435,1767265,1678223,89042,57170,1593771,1584914,1499518,85396,8857,169110,169110,165474,3636,0,61554,13241,13231,10,48313,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Arkansas,1139697,1139697,1079932,59765,,505583,505583,486949,18634,,202165,202165,201353,812,,431949,431949,391630,40319,,Arkansas
State,484692,483815,451729,32086,877,64360,64360,64342,18,0,115082,114740,114714,26,342,305250,304715,272673,32042,535,State
"Local, total",657563,655882,628203,27679,1681,441223,441223,422607,18616,0,89106,87425,86639,786,1681,127234,127234,118957,8277,0,"Local, total"
Counties,307745,307346,294189,13157,399,126248,126248,121681,4567,0,56652,56652,56339,313,0,124845,124446,116169,8277,399,Counties
Municipalities,350695,348536,334014,14522,2159,314975,314975,300926,14049,0,32796,30773,30300,473,2023,2924,2788,2788,0,136,Municipalities
,,,,,,,,,,,,,,,,,,,,,
California,39105548,39105548,37797372,1308176,,15809315,15809315,15302907,506408,,9164099,9164099,8839951,324148,,14132134,14132134,13654514,477620,,California
