Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename:  jeeus0916.csv,,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 49 large city governments by activity, March 2009 (final)",,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2009, NCJ 247018",,,,,,,,,,,,,,,,,,,,,
Data source:  Justice Expenditure and Employment Extracts Program (JEE),,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version:  ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 49 large city governments by activity, March 2009 (revised)",,,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars.),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Total justice system,,,,,Police protection,,,,,Judicial and legal,,,,,Corrections,,,,,
,Employment,,,,,,,,,,,,,,,,,,,,
,,,,,Average,Employment,,,,Average,Employment,,,,Average,Employment,,,,Average,
,,,,,earnings of,,,,,earnings of,,,,,earnings of,,,,,earnings of,
,,,,,full-time,,,,,full-time,,,,,full-time,,,,,full-time,
,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,
City,employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),City
,,,,,,,,,,,,,,,,,,,,,
"Albuquerque, NM",1661,1466,1544,6777,4504,1559,1364,1442,6347,4526,102,102,102,431,4221,0,0,0,0,0,"Albuquerque, NM"
"Atlanta, GA",2983,2983,2983,11545,3870,2265,2265,2265,8717,3849,206,206,206,933,4527,512,512,512,1896,3703,"Atlanta, GA"
"Austin, TX",2597,2459,2502,14941,6036,2343,2223,2261,13890,6217,254,236,241,1021,4328,0,0,0,30,0,"Austin, TX"
"Baltimore, MD",4839,4620,4724,25546,5485,3909,3690,3794,21109,5664,930,930,930,4437,4771,0,0,0,0,0,"Baltimore, MD"
"Baton Rouge, LA",2416,1979,2229,7354,3612,1328,1111,1256,4103,3508,763,543,648,2084,3839,325,325,325,1166,3589,"Baton Rouge, LA"
"Boston, MA",4228,4019,4113,23272,5739,3098,2889,2983,17642,6035,49,49,49,272,5545,1081,1081,1081,5358,4957,"Boston, MA"
,,,,,,,,,,,,,,,,,,,,,
"Buffalo, NY",1076,962,1014,5500,5630,1046,932,984,5365,5666,30,30,30,135,4501,0,0,0,0,0,"Buffalo, NY"
"Charlotte, NC",2180,2102,2122,10822,5108,2155,2078,2097,10643,5082,25,24,25,176,7351,0,0,0,3,0,"Charlotte, NC"
"Chicago, IL",19603,18527,18694,63811,3422,19197,18121,18288,60920,3339,406,406,406,2891,7121,0,0,0,0,0,"Chicago, IL"
"Cincinnati, OH",1540,1429,1493,7355,5060,1464,1353,1417,6992,5076,76,76,76,363,4779,0,0,0,0,0,"Cincinnati, OH"
"Cleveland, OH",2536,2503,2517,11626,4643,1755,1754,1755,8674,4944,609,578,590,2192,3793,172,171,172,760,4431,"Cleveland, OH"
"Columbus, OH",2747,2703,2726,15427,5702,2223,2219,2222,13554,6104,466,427,446,1614,3779,58,57,58,258,4485,"Columbus, OH"
,,,,,,,,,,,,,,,,,,,,,
"Dallas, TX",5303,4903,5018,25985,5259,4893,4516,4622,24235,5332,410,387,396,1707,4410,0,0,0,43,0,"Dallas, TX"
"Denver, CO",3636,3508,3560,20686,5852,2025,1945,1971,12186,6202,681,642,663,3677,5728,930,921,926,4822,5200,"Denver, CO"
"Detroit, MI",4028,4028,4028,21598,5362,3398,3398,3398,19064,5610,630,630,630,2534,4022,0,0,0,0,0,"Detroit, MI"
"El Paso, TX",1548,1544,1545,7170,4642,1508,1504,1505,6922,4601,40,40,40,248,6197,0,0,0,0,0,"El Paso, TX"
"Fort Worth, TX",2180,2180,2180,10889,4995,1958,1958,1958,9885,5049,222,222,222,1003,4520,0,0,0,0,0,"Fort Worth, TX"
"Honolulu, HI",3055,2939,2980,15840,5350,2735,2625,2663,14229,5376,320,314,317,1612,5132,0,0,0,0,0,"Honolulu, HI"
,,,,,,,,,,,,,,,,,,,,,
"Houston, TX",7643,7540,7564,40847,5383,7016,6966,6977,38269,5477,627,574,587,2435,4242,0,0,0,144,0,"Houston, TX"
"Indianapolis, IN",4328,4237,4278,16152,3808,2953,2912,2919,11586,3972,1130,1080,1114,3696,3422,245,245,245,871,3555,"Indianapolis, IN"
"Jacksonville, FL",3310,3169,3231,13871,4331,2424,2289,2349,10214,4399,126,123,124,725,5898,760,757,758,2932,3869,"Jacksonville, FL"
"Kansas City, MO",2170,2170,2170,11216,5169,2052,2052,2052,10800,5263,69,69,69,257,3722,49,49,49,159,3248,"Kansas City, MO"
"Long Beach, CA",1546,1438,1507,10875,7415,1437,1332,1399,10071,7411,109,106,108,792,7471,0,0,0,12,0,"Long Beach, CA"
"Los Angeles, CA",14083,14015,14050,115314,8212,13079,13032,13054,106525,8167,1004,983,996,8657,8806,0,0,0,133,0,"Los Angeles, CA"
,,,,,,,,,,,,,,,,,,,,,
"Memphis, TN",2980,2744,2883,11988,4239,2847,2627,2753,11404,4219,133,117,130,549,4691,0,0,0,35,0,"Memphis, TN"
"Miami, FL",1618,1578,1587,10076,6375,1559,1520,1529,9577,6291,59,58,58,497,8572,0,0,0,2,0,"Miami, FL"
"Milwaukee, WI",2751,2516,2573,13786,5429,2647,2412,2469,13165,5405,104,104,104,620,5963,0,0,0,0,0,"Milwaukee, WI"
"Minneapolis, MN",1359,1359,1359,7693,5661,1255,1255,1255,7072,5635,104,104,104,621,5974,0,0,0,0,0,"Minneapolis, MN"
"Nashville, TN",3471,3201,3336,14429,4438,1822,1628,1725,8443,5080,718,680,699,2803,4122,931,893,912,3182,3508,"Nashville, TN"
"Newark, NJ",1351,1070,1109,6932,6265,1250,969,1008,6602,6578,101,101,101,329,3262,0,0,0,0,0,"Newark, NJ"
,,,,,,,,,,,,,,,,,,,,,
"New Orleans, LA",2983,2944,2983,10500,3564,1875,1870,1875,7005,3742,375,341,375,1117,3277,733,733,733,2377,3243,"New Orleans, LA"
"New York, NY",72688,69673,70491,408618,5816,54015,51359,51974,306802,5913,5550,5299,5446,27327,5157,13123,13015,13071,74489,5701,"New York, NY"
"Oakland, CA",1210,1204,1208,11128,9232,1132,1126,1130,10386,9212,78,78,78,742,9508,0,0,0,0,0,"Oakland, CA"
"Oklahoma City, OK",1549,1416,1449,8335,5845,1384,1259,1288,7496,5907,138,130,134,707,5441,27,27,27,132,4882,"Oklahoma City, OK"
"Omaha, NE",1031,963,1006,5136,5195,994,931,971,4940,5163,37,32,35,196,6116,0,0,0,0,0,"Omaha, NE"
"Philadelphia, PA",14565,13553,13840,68037,4933,8693,7687,7970,44031,5575,3375,3369,3373,12666,3760,2497,2497,2497,11340,4541,"Philadelphia, PA"
,,,,,,,,,,,,,,,,,,,,,
"Phoenix, AZ",5308,5056,5119,27291,5331,4689,4476,4532,24106,5330,619,580,587,3099,5342,0,0,0,86,0,"Phoenix, AZ"
"Pittsburgh, PA",1140,1010,1079,4842,4596,1081,951,1020,4663,4693,59,59,59,179,3034,0,0,0,0,0,"Pittsburgh, PA"
"Portland, OR",1465,1412,1443,9121,6364,1406,1363,1386,8665,6304,59,49,57,394,8041,0,0,0,62,0,"Portland, OR"
"St.Louis, MO",3176,3160,3165,12770,4041,2003,2002,2002,8387,4189,484,469,474,1749,3728,689,689,689,2635,3824,"St.Louis, MO"
"San Antonio, TX",3262,3001,3120,13697,4489,3049,2788,2907,12801,4510,213,213,213,896,4207,0,0,0,0,0,"San Antonio, TX"
"San Diego, CA",3022,2869,2915,20124,6947,2708,2571,2610,18241,7037,314,298,305,1839,6170,0,0,0,45,0,"San Diego, CA"
,,,,,,,,,,,,,,,,,,,,,
"San Francisco, CA",5479,4955,5200,44239,8659,3220,2792,2974,26855,9186,819,794,809,6964,8771,1440,1369,1417,10419,7520,"San Francisco, CA"
"San Jose, CA",2108,1909,1973,16552,8554,2023,1825,1888,15641,8450,85,84,85,908,10811,0,0,0,2,0,"San Jose, CA"
"Seattle, WA",2702,2568,2631,15549,6003,2284,2209,2237,13369,6003,369,317,347,1909,6021,49,42,47,271,5883,"Seattle, WA"
"Toledo, OH",1014,1014,1014,4751,4686,803,803,803,3975,4951,211,211,211,776,3678,0,0,0,0,0,"Toledo, OH"
"Tucson, AZ",1676,1658,1666,9022,5421,1429,1422,1426,7960,5586,247,236,240,1045,4428,0,0,0,16,0,"Tucson, AZ"
