Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename:  jeeus0913.csv,,,,,,,,,,,,,,,,,,,,,
"Table 13.  Justice system employment and payrolls of 68 large county governments by activity, March 2009 (final)",,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2009, NCJ 247018",,,,,,,,,,,,,,,,,,,,,
Data source:  Justice Expenditure and Employment Extracts Program (JEE),,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version:  ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 13.  Justice system employment and payrolls of 68 large county governments by activity, March 2009 (revised)",,,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Total justice system,,,,Police Protection,,,,,Judicial and Legal,,,,,Corrections,,,,,
,,Employment,,,Average,Employment,,,,Average,Employment,,,,Average,Employment,,,,Average,
,,,,,earnings of,,,,,earnings of,,,,,earnings of,,,,,earnings of,
,,,,,full-time,,,,,full-time,,,,,full-time,,,,,full-time,
,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,
County,employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),County
,,,,,,,,,,,,,,,,,,,,,
"Alameda, CA",3836,3757,3811,29963,7928,1632,1624,1628,12933,7952,737,721,734,6709,9305,1467,1412,1449,10321,7199,"Alameda, CA"
"Allegheny, PA",3245,3132,3200,12867,4067,803,777,790,3805,4857,1740,1707,1718,5958,3490,702,648,692,3103,4639,"Allegheny, PA"
