Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,
Filename:  jeeus0915.csv,,,,,,,,,,,,,,,,,,,,,,,
"Table 15.  Justice system expenditure of 49 large city governments by activity and character and object, fiscal 2009 (final)",,,,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2009, NCJ 247018",,,,,,,,,,,,,,,,,,,,,,,
Data source:  Justice Expenditure and Employment Extracts Program (JEE),,,,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,,,
Date of version:  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Table 15.  Justice system expenditure of 49 large city governments by activity and character and object, fiscal 2009 (revised)",,,,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars.),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Total justice system,,,,,Police Protection,,,,,Judicial and Legal,,,,,Corrections,,,,,,
,,,Direct expenditure,,,Intergov-,,Direct expenditure,,,Intergov-,,Direct expenditure,,,Intergov-,,Direct expenditure,,,,Intergov-,
,,,,,,ernmental,,,,,ernmental,,,,,ernmental,,,,Capital Outlay,,ernmental,
,Fiscal year,,,,,expendi-,,,,,expendi-,,,,,expendi-,,,,,,expendi-,
,ends in,,,Direct,Capital,ture,,,Direct,Capital,ture,,,Direct,Capital,ture,,,Direct,,Construc-,ture,
City,month of_,Total,Total,current,outlay,Total,Total,Total,current,outlay,Total,Total,Total,current,outlay,Total,Total,Total,current,Total,tion only,Total,City
,,,,,,,,,,,,,,,,,,,,,,,
"Albuquerque, NM",6,163332,163332,158420,4912,0,154131,154131,149219,4912,0,9201,9201,9201,0,0,0,0,0,0,0,0,"Albuquerque, NM"
"Atlanta, GA",12,222962,222962,221818,1144,0,172900,172900,171756,1144,0,13559,13559,13559,0,0,36503,36503,36503,0,0,0,"Atlanta, GA"
"Austin, TX",9,243939,243939,241209,2730,0,222656,222656,219953,2703,0,21283,21283,21256,27,0,0,0,0,0,0,0,"Austin, TX"
"Baltimore, MD",6,452692,452692,452118,574,0,388947,388947,388373,574,0,63745,63745,63745,0,0,0,0,0,0,0,0,"Baltimore, MD"
"Baton Rouge, LA",12,242559,242559,204684,37875,0,115530,115530,107699,7831,0,90793,90793,63054,27739,0,36236,36236,33931,2305,0,0,"Baton Rouge, LA"
"Boston, MA",6,457606,457606,450000,7606,0,318119,318119,310531,7588,0,9885,9885,9867,18,0,129602,129602,129602,0,0,0,"Boston, MA"
,,,,,,,,,,,,,,,,,,,,,,,
"Buffalo, NY",6,82551,82551,77549,5002,0,79469,79469,74467,5002,0,3082,3082,3082,0,0,0,0,0,0,0,0,"Buffalo, NY"
"Charlotte, NC",6,180815,180815,173505,7310,0,179254,179254,171944,7310,0,1561,1561,1561,0,0,0,0,0,0,0,0,"Charlotte, NC"
