Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee16t16.csv,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 66 large city governments, by activity, March 2016",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2016 - Final NCJ 300061",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 66 large city governments, by activity, March 2016",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars.),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
City,Total justice system total employees,Total justice system full-time employees,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
"Albuquerque, NM","1,682","1,512","1,591","11,803","7,679","1,622","1,455","1,532","11,381","7,692",60,57,59,422,"7,349",0,0,0,0,-
"Anaheim, CA",638,544,607,"6,297","11,148",597,503,566,"5,903","11,273",33,33,33,352,"10,672",8,8,8,42,"5,231"
"Arlington, TX","1,018",911,952,"5,640","6,072",927,829,866,"5,208","6,169",91,82,86,433,"5,084",0,0,0,0,-
"Atlanta, GA","3,003","2,999","3,003","14,045","4,679","2,323","2,323","2,323","11,023","4,745",349,345,349,"1,829","5,264",331,331,331,"1,192","3,602"
"Aurora, CO","1,059","1,052","1,057","6,907","6,553",882,879,881,"5,952","6,765",114,111,113,685,"6,117",63,62,63,270,"4,325"
"Austin, TX","2,669","2,643","2,664","20,455","7,717","2,398","2,388","2,395","19,090","7,988",271,255,269,"1,365","5,180",0,0,0,0,-
"Bakersfield, CA",558,544,550,"3,894","7,129",548,534,540,"3,818","7,119",10,10,10,76,"7,638",0,0,0,0,-
"Baltimore, MD","4,531","4,109","4,319","29,194","7,008","3,901","3,488","3,693","25,666","7,254",630,621,626,"3,528","5,629",0,0,0,0,-
"Baton Rouge, LA","2,392","2,103","2,231","9,209","4,210","1,548","1,366","1,462","5,676","4,031",598,492,524,"2,358","4,417",246,245,245,"1,175","4,792"
"Boston, MA","2,946","2,764","2,800","27,985","10,051","2,901","2,719","2,755","27,700","10,112",45,45,45,285,"6,327",0,0,0,0,-
"Buffalo, NY",930,922,926,"6,782","7,336",891,891,891,"6,572","7,376",39,31,35,210,"6,175",0,0,0,0,-
"Charlotte, NC","2,418","2,355","2,429","12,095","5,057","2,368","2,310","2,381","11,708","4,994",50,45,48,387,"8,309",0,0,0,0,-
"Chicago, IL","13,774","13,018","13,450","95,694","7,255","13,303","12,547","12,979","92,545","7,277",471,471,471,"3,149","6,686",0,0,0,0,-
"Cleveland, OH","2,753","2,419","2,477","13,566","5,526","2,084","1,780","1,823","10,690","5,923",544,519,531,"2,358","4,463",125,120,123,519,"4,233"
"Cincinnati, OH","1,340","1,259","1,317","7,817","6,126","1,267","1,186","1,244","7,379","6,134",73,73,73,438,"6,001",0,0,0,0,-
"Colorado Springs, CO","1,104","1,018","1,072","6,590","6,279","1,020",949,995,"6,104","6,264",84,69,77,486,"6,496",0,0,0,0,-
"Columbus, OH","2,802","2,750","2,776","18,187","6,581","2,254","2,245","2,251","15,892","7,068",480,439,458,"2,025","4,477",68,66,67,270,"4,010"
"Corpus Christi, TX",729,718,723,"4,121","5,705",649,644,647,"3,780","5,849",80,74,76,342,"4,449",0,0,0,0,-
