Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee16t11.csv,,,,,,,,,,,,,,,,,,,,
"Table 11. Justice system employment and payrolls of state governments, by activity, March 2016",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2016 - Final NCJ 300061",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 11. Justice system employment and payrolls of state governments, by activity, March 2016",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
State,Total justice system total employees,Total justice system full-time employees,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees ,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
U.S. total,"727,269","707,321","717,774","3,637,242","5,072","103,282","100,361","101,421","623,297","6,163","179,223","170,762","175,205","991,258","5,682","444,764","436,198","441,148","2,022,687","4,582"
Alabama,"9,134","8,580","8,903","37,020","4,177","1,303","1,284","1,291","5,148","3,987","3,167","2,855","3,048","14,292","4,777","4,664","4,441","4,564","17,580","3,847"
Alaska,"4,360","4,228","4,287","27,090","6,357",683,640,650,"4,290","6,649","1,406","1,366","1,382","9,242","6,709","2,271","2,222","2,255","13,558","6,056"
Arizona,"14,079","13,952","14,009","56,542","4,028","1,963","1,919","1,932","9,973","5,163","2,416","2,346","2,383","11,654","4,868","9,700","9,687","9,694","34,915","3,600"
Arkansas,"8,453","8,292","8,372","29,185","3,465","1,223","1,207","1,214","4,697","3,877","1,667","1,528","1,599","6,464","3,949","5,563","5,557","5,559","18,024","3,242"
California,"75,822","73,341","74,779","550,815","7,394","11,444","11,176","11,216","94,064","8,398","6,569","6,127","6,329","44,374","7,061","57,809","56,038","57,234","412,377","7,230"
Colorado,"13,878","13,317","13,770","67,854","4,984","1,274","1,257","1,265","7,559","5,981","5,191","4,702","5,096","28,588","5,816","7,413","7,358","7,409","31,707","4,281"
Connecticut,"14,197","13,574","13,725","77,831","5,640","2,142","1,905","1,938","14,229","7,381","6,221","5,904","5,988","29,355","4,826","5,834","5,765","5,799","34,247","5,897"
Delaware,"5,879","5,778","5,843","28,123","4,836","1,100","1,088","1,095","7,277","6,665","1,835","1,786","1,818","8,543","4,730","2,944","2,904","2,930","12,303","4,216"
Florida,"48,022","46,826","47,381","169,732","3,584","4,410","4,098","4,206","16,616","3,940","19,872","19,181","19,544","81,600","4,190","23,740","23,547","23,631","71,516","3,028"
Georgia,"22,783","21,832","22,298","72,201","3,221","2,625","2,559","2,593","10,218","3,959","3,571","3,481","3,521","16,032","4,559","16,587","15,792","16,184","45,951","2,807"
Hawaii,"5,062","4,991","5,019","25,222","5,012",0,0,0,0,-,"2,701","2,639","2,663","13,112","4,908","2,361","2,352","2,356","12,110","5,129"
Idaho,"3,502","3,411","3,450","20,560","5,962",500,482,490,"2,456","5,044",586,533,553,"5,216","9,481","2,416","2,396","2,407","12,888","5,364"
Illinois,"17,929","17,879","17,904","120,063","6,705","3,071","3,050","3,059","22,593","7,387","2,534","2,505","2,521","23,030","9,145","12,324","12,324","12,324","74,440","6,040"
Indiana,"9,317","9,236","9,270","35,253","3,806","1,844","1,844","1,844","8,053","4,367","1,528","1,458","1,484","9,674","6,573","5,945","5,934","5,942","17,526","2,951"
Iowa,"5,997","5,789","5,929","33,114","5,602",884,878,881,"5,814","6,607","2,287","2,209","2,263","12,870","5,719","2,826","2,702","2,785","14,430","5,179"
Kansas,"6,688","6,508","6,588","24,727","3,760","1,084","1,015","1,047","4,829","4,656","2,167","2,073","2,112","9,128","4,342","3,437","3,420","3,429","10,770","3,142"
Kentucky,"12,008","11,769","11,896","40,812","3,438","2,069","2,061","2,064","7,915","3,837","5,861","5,637","5,758","20,016","3,492","4,078","4,071","4,074","12,881","3,162"
Louisiana,"9,240","9,029","9,140","43,105","4,729","1,805","1,748","1,791","12,875","7,252","1,676","1,636","1,647","7,622","4,625","5,759","5,645","5,702","22,608","3,978"
Maine,"2,425","2,205","2,351","11,041","4,707",430,428,429,"2,523","5,890",795,672,747,"3,765","5,113","1,200","1,105","1,175","4,753","4,002"
Maryland,"19,505","18,570","19,344","102,219","5,370","2,229","2,229","2,229","14,030","6,294","5,320","4,891","5,233","30,671","6,040","11,956","11,450","11,882","57,518","4,903"
Massachusetts,"24,595","24,142","24,300","152,574","6,254","2,941","2,911","2,926","26,485","9,058","9,443","9,180","9,275","57,547","6,164","12,211","12,051","12,099","68,542","5,646"
Michigan,"16,828","16,607","16,756","89,640","5,340","2,740","2,716","2,729","15,030","5,508","1,478","1,424","1,459","10,451","7,210","12,610","12,467","12,568","64,159","5,090"
Minnesota,"9,339","8,707","9,141","47,652","5,216",962,934,951,"4,862","5,138","4,018","3,564","3,841","21,879","5,679","4,359","4,209","4,349","20,911","4,841"
Mississippi,"4,375","4,358","4,373","14,395","3,295","1,242","1,240","1,242","4,894","3,944",470,470,470,"2,594","5,520","2,663","2,648","2,661","6,907","2,596"
Missouri,"19,045","18,444","18,758","60,427","3,236","2,574","2,443","2,510","10,999","4,439","4,302","3,966","4,162","16,769","4,114","12,169","12,035","12,086","32,659","2,703"
Montana,"2,549","2,368","2,459","11,031","4,503",503,486,495,"2,383","4,837",776,704,746,"3,852","5,220","1,270","1,178","1,218","4,796","3,937"
Nebraska,"4,484","4,388","4,433","18,721","4,238",759,733,744,"3,631","4,900",798,777,784,"4,240","5,439","2,927","2,878","2,905","10,850","3,745"
Nevada,"5,262","5,204","5,221","27,367","5,231",834,826,830,"5,543","6,692",714,702,705,"5,050","7,158","3,714","3,676","3,686","16,774","4,535"
New Hampshire,"2,530","2,153","2,334","12,450","5,403",552,489,517,"2,870","5,692",913,659,765,"4,046","5,239","1,065","1,005","1,052","5,534","5,369"
New Jersey,"25,192","24,978","25,084","159,564","6,370","3,925","3,878","3,900","29,291","7,526","12,785","12,630","12,707","80,058","6,315","8,482","8,470","8,477","50,215","5,925"
New Mexico,"7,697","7,594","7,649","32,004","4,187",665,665,665,"3,267","4,913","3,238","3,161","3,198","14,944","4,681","3,794","3,768","3,786","13,793","3,644"
New York,"53,582","52,787","53,298","374,245","7,039","5,979","5,855","5,927","52,840","8,999","18,871","18,454","18,757","140,023","7,495","28,732","28,478","28,614","181,382","6,341"
North Carolina,"30,562","30,092","30,117","116,541","3,861","3,185","3,179","3,180","15,014","4,719","6,927","6,474","6,492","31,702","4,847","20,450","20,439","20,445","69,825","3,415"
North Dakota,"1,872","1,720","1,778","8,991","5,052",200,197,198,"1,156","5,837",711,650,664,"3,853","5,837",961,873,916,"3,982","4,290"
Ohio,"19,069","18,596","18,869","93,729","4,956","2,605","2,594","2,599","14,195","5,457","3,266","2,819","3,080","19,386","6,350","13,198","13,183","13,190","60,148","4,559"
Oklahoma,"9,677","9,475","9,573","38,659","4,044","2,000","1,941","1,969","10,226","5,222","2,853","2,754","2,803","13,372","4,801","4,824","4,780","4,801","15,061","3,130"
Oregon,"10,047","9,570","9,780","52,302","5,352","1,573","1,379","1,438","7,980","5,597","3,139","2,985","3,082","16,776","5,450","5,335","5,206","5,260","27,546","5,231"
Pennsylvania,"28,046","27,115","27,477","158,012","5,715","6,974","6,599","6,719","43,119","6,366","3,019","2,999","3,009","28,372","9,437","18,053","17,517","17,749","86,521","4,832"
Rhode Island,"2,989","2,960","2,974","20,309","6,839",350,350,350,"2,738","7,823","1,186","1,163","1,176","7,281","6,216","1,453","1,447","1,448","10,290","7,101"
South Carolina,"10,614","10,491","10,563","35,388","3,346","2,098","2,059","2,083","8,171","3,929",891,876,884,"4,515","5,127","7,625","7,556","7,596","22,702","2,980"
South Dakota,"1,850","1,718","1,787","7,912","4,483",356,343,350,"1,551","4,435",695,607,656,"3,313","5,214",799,768,781,"3,048","3,925"
Tennessee,"11,269","11,212","11,234","44,615","3,972","1,783","1,776","1,780","8,578","4,824","2,553","2,518","2,527","14,444","5,719","6,933","6,918","6,927","21,593","3,118"
Texas,"53,675","52,788","53,321","217,313","4,074","7,094","7,035","7,065","48,629","6,903","5,809","5,569","5,782","32,785","5,660","40,772","40,184","40,474","135,899","3,359"
Utah,"5,974","5,497","5,713","24,105","4,274",980,865,899,"3,843","4,311","1,618","1,485","1,556","8,214","5,368","3,376","3,147","3,258","12,048","3,748"
Vermont,"2,432","2,338","2,356","12,195","5,189",650,585,598,"3,532","5,967",699,674,678,"3,550","5,238","1,083","1,079","1,080","5,113","4,736"
Virginia,"21,173","20,311","20,695","82,890","4,012","3,264","3,126","3,199","15,770","4,962","4,095","3,758","3,845","19,685","5,120","13,814","13,427","13,651","47,435","3,481"
Washington,"12,908","12,307","12,599","60,771","4,818","2,172","2,098","2,112","11,299","5,314","2,058","2,019","2,035","12,686","6,242","8,678","8,190","8,452","36,786","4,340"
West Virginia,"6,309","6,227","6,275","21,043","3,358","1,058","1,033","1,042","4,287","4,123","1,698","1,655","1,683","7,714","4,610","3,553","3,539","3,550","9,042","2,549"
Wisconsin,"12,938","12,012","12,510","60,627","4,803",899,876,888,"4,530","5,128","2,264","2,020","2,146","13,734","6,465","9,775","9,116","9,476","42,363","4,403"
Wyoming,"2,107","2,055","2,089","9,258","4,396",282,282,282,"1,425","5,052",566,517,549,"3,173","5,715","1,259","1,256","1,258","4,660","3,706"
Note: These data are based on a summation of responses from individual state agencies. Some agency data may be for a prior reporting period.,,,,,,,,,,,,,,,,,,,,
