Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename: jeee16t09.csv,,,,,,,,,,,,,,,,,,,,,
"Table 9. Justice system expenditure of state governments, by activity and character and object, fiscal 2016",,,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2016 - Final NCJ 300061",,,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 9. Justice system expenditure of state governments, by activity and character and object, fiscal 2016",,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
State,Total justice system total expenditure,Total justice system direct expenditure total,Total justice system direct current expenditure,Total justice system capital outlay,Total justice system intergovernmental expenditure,Police protection total expenditure,Police protection direct expenditure total,Police protection direct current expenditure,Police protection capital outlay,Police protection intergovernmental expenditure,Judicial and legal total expenditure,Judicial and legal direct expenditure total ,Judicial and legal direct current expenditure,Judicial and legal capital outlay,Judicial and legal intergovernmental expenditure,Corrections total expenditure,Corrections direct expenditure total,Corrections direct current expenditure,Corrections total capital outlay,Corrections construction capital outlay only,Corrections intergovernmental expenditure
U.S. total,"91,245,088","86,201,819","83,400,060","2,801,759","5,043,269","15,798,190","14,384,724","13,752,106","632,618","1,413,466","23,966,239","22,602,228","22,001,362","600,866","1,364,011","51,480,659","49,214,867","47,646,592","1,568,275","1,115,263","2,265,792"
Alabama,"914,269","870,057","842,076","27,981","44,212","170,514","165,168","155,408","9,760","5,346","202,230","200,146","197,747","2,399","2,084","541,525","504,743","488,921","15,822","4,007","36,782"
Alaska,"698,009","674,357","657,528","16,829","23,652","140,154","117,117","116,547",570,"23,037","225,412","225,002","222,862","2,140",410,"332,443","332,238","318,119","14,119","4,344",205
Arizona,"1,515,881","1,410,214","1,389,383","20,831","105,667","247,559","220,801","212,643","8,158","26,758","193,064","152,058","151,324",734,"41,006","1,075,258","1,037,355","1,025,416","11,939","1,146","37,903"
Arkansas,"587,781","573,457","573,455",2,"14,324","109,314","107,858","107,856",2,"1,456","132,638","128,256","128,256",0,"4,382","345,829","337,343","337,343",0,0,"8,486"
California,"15,721,808","15,482,042","14,480,268","1,001,774","239,766","1,937,931","1,918,745","1,885,128","33,617","19,186","4,255,402","4,181,175","3,941,455","239,720","74,227","9,528,475","9,382,122","8,653,685","728,437","726,980","146,353"
