Bureau of Justice Statistics,,,,,,,,,,
Filename: jeee16t10.csv,,,,,,,,,,
"Table 10. Detail of direct expenditure for correctional activities of state governments, by character and object, fiscal 2016",,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2016 - Final NCJ 300061",,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,
,,,,,,,,,,
"Table 10. Detail of direct expenditure for correctional activities of state governments, by character and object, fiscal 2016",,,,,,,,,,
(Dollar amounts in thousands.),,,,,,,,,,
,,,,,,,,,,
State,Total corrections direct expenditure,Institutions total direct expenditure,Institutions direct current expenditure,Institutions construction capital outlay,Institutions other capital outlay,Institutions as a percent of total corrections direct expenditure,Other corrections total direct expenditure,Other corrections direct current expenditure,Other corrections capital outlay ,Other corrections as a percent of total corrections direct expenditure
U.S. total,"49,214,867","43,351,176","41,843,313","1,103,660","404,203",88.1,"5,863,691","5,803,279","60,412",11.9
Alabama,"504,743","455,024","440,590","4,007","10,427",90.1,"49,719","48,331","1,388",9.9
Alaska,"332,238","304,532","290,413","4,344","9,775",91.7,"27,706","27,706",0,8.3
Arizona,"1,037,355","988,536","976,659","1,146","10,731",95.3,"48,819","48,757",62,4.7
Arkansas,"337,343","268,021","268,021",0,0,79.5,"69,322","69,322",0,20.5
California,"9,382,122","8,378,183","7,649,746","726,980","1,457",89.3,"1,003,939","1,003,939",0,10.7
Colorado,"892,279","752,601","724,164","2,955","25,482",84.3,"139,678","138,575","1,103",15.7
Connecticut,"682,862","676,006","671,941","2,354","1,711",99,"6,856","6,856",0,1
Delaware,"310,914","261,534","259,650","1,303",581,84.1,"49,380","48,740",640,15.9
Florida,"2,507,144","2,137,848","2,123,819","5,439","8,590",85.3,"369,296","366,186","3,110",14.7
Georgia,"1,194,118","936,671","901,041","28,419","7,211",78.4,"257,447","251,949","5,498",21.6
Hawaii,"217,115","213,068","212,228",1,839,98.1,"4,047","4,040",7,1.9
Idaho,"254,725","245,821","238,052",600,"7,169",96.5,"8,904","8,343",561,3.5
Illinois,"1,087,795","1,053,964","1,037,037","16,574",353,96.9,"33,831","33,172",659,3.1
Indiana,"646,947","634,497","625,537","1,399","7,561",98.1,"12,450","12,317",133,1.9
Iowa,"293,454","278,571","273,926","3,287","1,358",94.9,"14,883","14,814",69,5.1
Kansas,"308,876","277,721","269,272","3,636","4,813",89.9,"31,155","30,949",206,10.1
Kentucky,"552,712","507,035","505,836",502,697,91.7,"45,677","45,639",38,8.3
Louisiana,"498,095","388,955","377,774","10,045","1,136",78.1,"109,140","108,528",612,21.9
Maine,"160,279","146,584","139,848",0,"6,736",91.5,"13,695","13,695",0,8.5
Maryland,"1,479,470","1,219,451","1,181,547","28,455","9,449",82.4,"260,019","254,368","5,651",17.6
Massachusetts,"1,398,506","1,234,574","1,194,483","20,580","19,511",88.3,"163,932","161,634","2,298",11.7
