Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,
Filename: jeee16t12.csv,,,,,,,,,,,,,,,,,,,,,,
"Table 12. Justice system expenditure of 106 large county governments, by activity and character and object, fiscal 2016",,,,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2016 - Final NCJ 300061",,,,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Table 12. Justice system expenditure of 106 large county governments, by activity and character and object, fiscal 2016",,,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
County,Fiscal year ends in month of,Total justice system total expenditure,Total justice system total direct expenditure,Total justice system direct current expenditure,Total justice system capital outlay,Total justice system intergovernmental expenditure,Police protection total expenditure,Police protection total direct expenditure,Police protection direct current expenditure,Police protection capital outlay,Police protection intergovernmental expenditure,Judicial and legal total expenditure,Judicial and legal total direct expenditure,Judicial and legal direct current expenditure,Judicial and legal capital outlay,Judicial and legal intergovernmental expenditure,Corrections total expenditure,Corrections total direct expenditure,Corrections direct current expenditure,Corrections capital outlay total,Corrections construction capital outlay only,Corrections intergovernmental expenditure
"Alameda, CA",6,"640,711","610,377","547,466","62,911","30,334","127,774","127,774","125,387","2,387",-,"255,282","224,948","166,145","58,803","30,334","257,655","257,655","255,934","1,721",-,-
"Allegheny, PA",12,"248,999","248,999","247,976","1,023",-,"60,061","60,061","59,038","1,023",-,"91,377","91,377","91,377",-,-,"97,561","97,561","97,561",-,-,-
"Anne Arundel, MD",6,"210,476","210,476","208,993","1,483",-,"133,510","133,510","132,161","1,349",-,"31,017","31,017","30,943",74,-,"45,949","45,949","45,889",60,-,-
"Arapahoe, CO",12,"95,485","95,485","95,452",33,-,"45,121","45,121","45,088",33,-,"15,761","15,761","15,761",-,-,"34,603","34,603","34,603",-,-,-
"Baltimore, MD",6,"277,394","277,394","276,285","1,109",-,"213,255","213,255","212,206","1,049",-,"23,582","23,582","23,571",11,-,"40,557","40,557","40,508",49,-,-
"Bergen, NJ",12,"118,686","118,686","112,360","6,326",-,"42,525","42,525","36,259","6,266",-,"32,959","32,959","32,959",-,-,"43,202","43,202","43,142",60,60,-
"Bernalillo, NM",6,"127,968","126,885","126,539",346,"1,083","53,366","53,366","53,020",346,-,"3,333","3,333","3,333",-,-,"71,269","70,186","70,186",-,-,"1,083"
"Bexar, TX",9,"285,718","285,718","276,129","9,589",-,"59,042","59,042","56,355","2,687",-,"112,025","112,025","108,744","3,281",-,"114,651","114,651","111,030","3,621","3,231",-
"Brevard, FL",9,"130,770","130,770","126,837","3,933",-,"68,804","68,804","65,316","3,488",-,"19,622","19,622","19,516",106,-,"42,344","42,344","42,005",339,-,-
"Bristol, MA",6,307,307,307,-,-,-,-,-,-,-,307,307,307,-,-,-,-,-,-,-,-
"Broward, FL",9,"781,596","781,596","699,416","82,180",-,"434,514","434,514","414,709","19,805",-,"118,115","118,115","59,207","58,908",-,"228,967","228,967","225,500","3,467",-,-
"Bucks, PA",12,"173,772","173,772","151,511","22,261",-,"18,507","18,507","18,507",-,-,"88,266","88,266","66,053","22,213",-,"66,999","66,999","66,951",48,-,-
"Camden, NJ",12,"96,676","96,676","96,676",-,-,"17,049","17,049","17,049",-,-,"25,815","25,815","25,815",-,-,"53,812","53,812","53,812",-,-,-
"Clark, NV",6,"1,112,016","1,112,016","1,094,727","17,289",-,"658,233","658,233","643,142","15,091",-,"210,876","210,876","209,219","1,657",-,"242,907","242,907","242,366",541,-,-
"Cobb, GA",9,"244,780","244,770","242,840","1,930",10,"140,709","140,699","139,088","1,611",10,"55,659","55,659","55,574",85,-,"48,412","48,412","48,178",234,-,-
"Collin, TX",9,"86,505","86,505","86,505",-,-,"20,880","20,880","20,880",-,-,"28,645","28,645","28,645",-,-,"36,980","36,980","36,980",-,-,-
"Contra Costa, CA",6,"342,926","326,951","325,284","1,667","15,975","112,307","112,307","111,508",799,-,"111,022","95,047","94,923",124,"15,975","119,597","119,597","118,853",744,-,-
"Cook, IL",11,"1,228,033","1,228,033","1,226,497","1,536",-,"101,768","101,768","101,369",399,-,"610,067","610,067","608,931","1,136",-,"516,198","516,198","516,197",1,1,-
"Cuyahoga, OH",12,"357,423","357,423","352,191","5,232",-,"53,481","53,481","52,854",627,-,"205,689","205,689","202,470","3,219",-,"98,253","98,253","96,867","1,386",-,-
"Dade, FL",9,"1,029,319","1,029,319","1,004,848","24,471",-,"582,410","582,410","574,701","7,709",-,"125,382","125,382","115,604","9,778",-,"321,527","321,527","314,543","6,984",-,-
"Dallas, TX",9,"328,762","328,762","328,713",49,-,"34,001","34,001","33,977",24,-,"140,771","140,771","140,771",-,-,"153,990","153,990","153,965",25,-,-
"DeKalb, GA",12,"344,316","344,316","340,472","3,844",-,"118,232","118,232","117,193","1,039",-,"168,669","168,669","165,878","2,791",-,"57,415","57,415","57,401",14,-,-
"Delaware, PA",12,"134,974","134,974","134,937",37,-,"22,000","22,000","22,000",-,-,"46,140","46,140","46,140",-,-,"66,834","66,834","66,797",37,-,-
"Denton, TX",9,"134,203","134,203","105,097","29,106",-,"30,875","30,875","25,539","5,336",-,"35,101","35,101","35,070",31,-,"68,227","68,227","44,488","23,739","23,739",-
"Douglas, NE",6,"88,913","88,913","88,668",245,-,"16,933","16,933","16,688",245,-,"26,203","26,203","26,203",-,-,"45,777","45,777","45,777",-,-,-
"Du Page, IL",11,"99,463","99,463","99,396",67,-,"49,240","49,240","49,173",67,-,"39,041","39,041","39,041",-,-,"11,182","11,182","11,182",-,-,-
"El Paso, CO",12,"100,421","100,421","100,421",-,-,"74,997","74,997","74,997",-,-,"18,638","18,638","18,638",-,-,"6,786","6,786","6,786",-,-,-
"El Paso, TX",9,"225,863","225,863","199,614","26,249",-,"48,651","48,651","45,764","2,887",-,"67,545","67,545","67,464",81,-,"109,667","109,667","86,386","23,281","23,217",-
"Erie, NY",12,"193,338","193,338","188,880","4,458",-,"37,378","37,378","33,668","3,710",-,"37,024","37,024","36,957",67,-,"118,936","118,936","118,255",681,-,-
"Essex, NJ",12,"191,429","191,429","191,309",120,-,"42,438","42,438","42,402",36,-,"37,406","37,406","37,394",12,-,"111,585","111,585","111,513",72,-,-
"Fairfax, VA",6,"389,519","389,519","319,164","70,355",-,"279,627","279,627","209,272","70,355",-,"66,909","66,909","66,909",-,-,"42,983","42,983","42,983",-,-,-
"Fort Bend, TX",9,"127,733","127,733","125,310","2,423",-,"42,783","42,783","40,864","1,919",-,"32,785","32,785","32,391",394,-,"52,165","52,165","52,055",110,-,-
"Franklin, OH",12,"248,984","247,786","241,964","5,822","1,198","66,319","65,121","60,599","4,522","1,198","122,009","122,009","120,709","1,300",-,"60,656","60,656","60,656",-,-,-
"Fresno, CA",6,"320,814","306,424","296,880","9,544","14,390","81,125","81,125","75,686","5,439",-,"89,631","75,241","71,136","4,105","14,390","150,058","150,058","150,058",-,-,-
