Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee16t13.csv,,,,,,,,,,,,,,,,,,,,
"Table 13. Justice system employment and payrolls of 106 large county governments, by activity, March 2016",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2016 - Final NCJ 300061",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 07/07/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 13. Justice system employment and payrolls of 106 large county governments, by activity, March 2016",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
County,Total justice system total employees,Total justice system full-time employees ,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
"Alameda, CA","2,910","2,851","2,890","25,979","9,025","1,689","1,667","1,678","15,318","9,144",601,571,594,"6,117","10,451",620,613,618,"4,544","7,372"
"Allegheny, PA","3,064","2,968","3,002","13,722","4,593",575,575,575,"3,201","5,568","1,781","1,781","1,781","7,127","4,002",708,612,646,"3,394","5,397"
"Anne Arundel, MD","1,559","1,521","1,536","9,344","6,098",881,876,880,"5,764","6,568",337,305,314,"1,764","5,606",341,340,342,"1,816","5,328"
"Arapahoe, CO",637,637,637,"4,121","6,469",474,474,474,"3,186","6,722",82,82,82,587,"7,163",81,81,81,347,"4,288"
"Baltimore, MD","3,656","3,248","3,403","18,160","5,466","2,760","2,407","2,522","14,439","5,886",408,378,396,"1,858","4,725",488,463,485,"1,863","3,889"
"Bergen, NJ",545,527,538,"4,752","8,877",242,232,237,"1,893","7,977",32,24,30,156,"5,174",271,271,271,"2,703","9,976"
"Bernalillo, NM","1,186","1,130","1,161","5,338","4,669",437,397,418,"2,206","5,471",47,45,46,213,"4,632",702,688,697,"2,919","4,208"
"Bexar, TX","4,002","3,952","3,982","16,453","4,137",898,878,890,"4,108","4,628","1,120","1,097","1,111","5,428","4,904","1,984","1,977","1,981","6,917","3,493"
"Brevard, FL","1,728","1,624","1,660","6,781","4,119",821,755,769,"3,351","4,400",457,419,441,"1,586","3,635",450,450,450,"1,845","4,099"
"Bristol, MA",0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-
"Broward, FL","4,618","4,579","4,609","28,402","6,186","2,590","2,565","2,587","18,153","7,057",974,960,968,"3,522","3,642","1,054","1,054","1,054","6,727","6,382"
"Bucks, PA","1,257","1,199","1,234","6,109","5,005",145,129,136,729,"5,510",569,541,560,"2,477","4,464",543,529,538,"2,904","5,435"
"Camden, NJ","1,529","1,479","1,506","9,411","6,298",794,755,778,"4,452","5,796",300,296,297,"2,100","7,066",435,428,431,"2,859","6,653"
"Clark, NV","7,344","7,012","7,135","50,103","7,097","4,312","4,177","4,209","30,448","7,258","2,288","2,091","2,182","12,732","5,991",744,744,744,"6,922","9,304"
"Cobb, GA","2,452","2,127","2,241","10,165","4,604",916,807,835,"4,062","4,908","1,061",849,932,"3,837","4,208",475,471,474,"2,267","4,799"
"Collin, TX","1,092","1,090","1,092","4,821","4,417",173,173,173,908,"5,251",352,350,352,"1,688","4,802",567,567,567,"2,225","3,924"
"Contra Costa, CA","1,742","1,731","1,737","14,030","8,080",973,968,970,"7,999","8,251",432,428,430,"3,707","8,602",337,335,337,"2,325","6,921"
"Cook, IL","12,083","12,058","12,063","69,434","5,757",780,755,760,"5,779","7,638","5,465","5,465","5,465","28,680","5,248","5,838","5,838","5,838","34,975","5,991"
"Cuyahoga, OH","3,160","3,160","3,160","13,597","4,303",623,623,623,"2,832","4,546","1,627","1,627","1,627","6,872","4,224",910,910,910,"3,893","4,278"
"Dade, FL","8,724","8,192","8,456","55,384","6,680","4,478","3,979","4,221","29,880","7,362","1,668","1,639","1,658","8,422","5,097","2,578","2,574","2,577","17,082","6,633"
"Dallas, TX","5,659","5,386","5,543","25,133","4,593",774,748,762,"3,819","5,061","1,450","1,334","1,393","6,455","4,706","3,435","3,304","3,388","14,859","4,441"
"DeKalb, GA","2,772","2,766","2,771","11,849","4,279","1,150","1,146","1,149","4,862","4,235","1,035","1,035","1,035","4,941","4,774",587,585,587,"2,046","3,490"
"Delaware, PA",737,676,702,"1,782","2,586",0,0,0,0,-,733,672,698,"1,765","2,576",4,4,4,17,"4,245"
"Denton, TX","1,160","1,153","1,157","5,148","4,450",235,235,235,"1,166","4,960",225,219,222,"1,382","6,234",700,699,700,"2,601","3,719"
"Douglas, NE","1,092","1,000","1,070","4,784","4,574",190,173,182,925,"5,196",364,306,355,"1,597","4,719",538,521,533,"2,262","4,282"
"Du Page, IL","1,136","1,110","1,124","6,536","5,833",356,338,348,"2,334","6,767",450,443,447,"2,247","5,042",330,329,329,"1,955","5,938"
"El Paso, CO","1,097","1,077","1,087","5,706","5,263",670,657,664,"3,823","5,780",291,284,287,"1,368","4,772",136,136,136,515,"3,790"
"El Paso, TX","2,199","2,155","2,187","11,226","5,174",472,471,472,"2,574","5,461",678,637,667,"3,705","5,707","1,049","1,047","1,048","4,947","4,721"
"Erie, NY","1,430","1,360","1,397","7,731","5,598",278,261,268,"1,639","6,200",186,184,184,"1,112","6,033",966,915,945,"4,980","5,339"
"Essex, NJ","1,729","1,713","1,724","12,899","7,503",432,431,431,"3,223","7,472",415,407,412,"3,066","7,488",882,875,881,"6,610","7,526"
"Fairfax, VA","3,081","2,890","2,994","21,736","7,380","1,739","1,649","1,692","13,448","8,059",541,495,530,"3,133","6,038",801,746,772,"5,155","6,769"
"Fort Bend, TX","1,334","1,334","1,334","5,945","4,456",495,495,495,"2,198","4,441",271,271,271,"1,492","5,505",568,568,568,"2,255","3,970"
"Franklin, OH","2,341","2,212","2,249","11,108","4,956",536,530,532,"3,310","6,232","1,462","1,339","1,374","5,875","4,284",343,343,343,"1,923","5,607"
"Fresno, CA","2,034","2,015","2,022","11,151","5,517",669,665,667,"3,791","5,690",383,371,374,"2,565","6,861",982,979,981,"4,795","4,891"
"Fulton, GA","2,488","2,418","2,466","11,233","4,590",179,179,179,773,"4,321","1,270","1,249","1,261","5,866","4,655","1,039",990,"1,026","4,594","4,555"
"Gwinnet, GA","2,173","2,055","2,109","10,180","4,857",882,877,880,"4,087","4,651",713,605,653,"3,264","5,091",578,573,576,"2,829","4,923"
