Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,
Filename:  cjee0612.csv,,,,,,,,,,,,,,,,,,,,,,,
"Table #:  12 Justice system expenditures of 68 large county governments by activity and character and object, fiscal 2006",,,,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Statistical Extracts 2006, NCJ 224394",,,,,,,,,,,,,,,,,,,,,,,
Data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,,,,,,,,,,,
Author:  Steven W. Perry,,,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,,,
Date of version:  08/29/2008,,,,,,,,,,,,,,,,,,,,,,,

"Table 12.   Justice system expenditures of 68 large county governments by activity and character and object, fiscal year 2006",,,,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,,,



,,Total justice system,,,,,Police Protection,,,,,Judicial and Legal,,,,,Corrections,,,,,,
County,Fiscal year ends in month of --,Total,Direct expenditure Total,Direct current,Capital outlay,Intergovernmental expenditure Total,Total,Direct expenditure Total,Direct current,Capital outlay,Intergovernmental expenditure Total,Total,Direct expenditure Total,Direct current,Capital outlay,Intergovernmental expenditure Total,Total,Direct expenditure Total,Direct current,Capital outlay,Construction only,Total,County

"Alameda, CA",6,"$528,076 ","$528,076 ","$447,030 ","$81,046 ",$0 ,"$86,778 ","$86,778 ","$84,873 ","$1,905 ",$0 ,"$170,791 ","$170,791 ","$170,449 ",$342 ,$0 ,"$270,507 ","$270,507 ","$191,708 ","$78,799 ",$0 ,$0 ,"Alameda, CA"
"Allegheny, PA",12,"$192,094 ","$192,094 ","$191,489 ",$605 ,$0 ,"$31,500 ","$31,500 ","$31,478 ",$22 ,$0 ,"$84,245 ","$84,245 ","$83,748 ",$497 ,$0 ,"$76,349 ","$76,349 ","$76,263 ",$86 ,$0 ,$0 ,"Allegheny, PA"
"Baltimore, MD",6,"$213,583 ","$213,583 ","$195,131 ","$18,452 ",$0 ,"$161,601 ","$161,601 ","$153,036 ","$8,565 ",$0 ,"$18,591 ","$18,591 ","$18,513 ",$78 ,$0 ,"$33,391 ","$33,391 ","$23,582 ","$9,809 ","$9,750 ",$0 ,"Baltimore, MD"
