Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename:  cjee0604.csv,,,,,,,,,,,,,,,,,,,,,
"Table #:  4 Justice system expenditure by character, State and type of government, fiscal 2006",,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Statistical Extracts 2006, NCJ 224394",,,,,,,,,,,,,,,,,,,,,
Data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,,,,,,,,,
Author:  Steven W. Perry,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version:  08/29/2008,,,,,,,,,,,,,,,,,,,,,

"Table  4.  Justice system expenditure by character, State and type of government, fiscal 2006",,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,

,,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,,
,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,,,

State and type of government,Total/a,Total,Direct current,Capital outlay,Intergovernmental expenditureTotal,Total/a,Total,Direct current,Capital outlay,Intergovernmental expenditureTotal,Total/a,Total,Direct current,Capital outlay,Intergovernmental expenditureTotal,Total/a,Total,Direct current,Capital outlay,Intergovernmental expenditureTotal,State and type of government

"States-local, total","$178,246,103 ","$178,246,103 ","$171,481,795 ","$6,764,308 ",,"$78,833,873 ","$78,833,873 ","$75,605,539 ","$3,228,334 ",,"$36,823,027 ","$36,823,027 ","$35,753,675 ","$1,069,352 ",,"$62,589,203 ","$62,589,203 ","$60,122,581 ","$2,466,622 ",,"States-local, total"
State,"$73,848,608 ","$69,040,752 ","$66,324,483 ","$2,716,269 ","$4,807,856 ","$12,232,958 ","$10,837,654 ","$10,101,297 ","$736,357 ","$1,395,304 ","$18,895,547 ","$17,790,081 ","$17,252,070 ","$538,011 ","$1,105,466 ","$42,720,103 ","$40,413,017 ","$38,971,116 ","$1,441,901 ","$2,307,086 ",State
"Local, total","$109,336,544 ","$109,205,351 ","$105,157,312 ","$4,048,039 ","$131,193 ","$68,000,983 ","$67,996,219 ","$65,504,242 ","$2,491,977 ","$4,764 ","$19,057,762 ","$19,032,946 ","$18,501,605 ","$531,341 ","$24,816 ","$22,277,799 ","$22,176,186 ","$21,151,465 ","$1,024,721 ","$101,613 ","Local, total"
