Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename:  jeeus1011.csv,,,,,,,,,,,,,,,,,,,,,
"Table 11.   Justice system employment and payrolls of state governments by activity, March 2010 (final)",,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2010, NCJ 247019",,,,,,,,,,,,,,,,,,,,,
Data source:  Justice Expenditure and Employment Extracts Program (JEE),,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version:  ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 11.   Justice system employment and payrolls of state governments by activity, March 2010 (final)",,,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars.),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,Average,,,,,Average,,,,,Average,,,,,Average,
,Employment,,,Employment,earnings of,Employment,,,,earnings of,Employment,,,,earnings of,Employment,,,,earnings of,
,,,,,full-time,,,,,full-time,,,,,full-time,,,,,full-time,
,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,State
State,employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),
,,,,,,,,,,,,,,,,,,,,,
Total,766474,743972,755666,3376509,4467,108740,105608,106864,560646,5260,181138,171364,176496,901239,5126,476596,467000,472306,1914624,4046,Total
,,,,,,,,,,,,,,,,,,,,,
Alabama,10711,10591,10662,38997,3658,1641,1641,1641,6277,3825,3567,3496,3534,15004,4246,5503,5454,5487,17716,3231,Alabama
Alaska,4136,3981,4059,21294,5282,702,668,676,3928,5849,1469,1416,1441,8165,5689,1965,1897,1942,9201,4780,Alaska
Arizona,13764,13636,13708,55920,4072,2062,2029,2048,10557,5161,1982,1926,1958,9087,4633,9720,9681,9702,36276,3733,Arizona
Arkansas,8125,7958,8000,25743,3205,1214,1209,1211,4461,3686,1720,1558,1598,5540,3406,5191,5191,5191,15741,3032,Arkansas
California,81903,78623,80311,482372,6016,12327,11822,11924,78388,6564,7202,6380,6677,41849,6289,62374,60421,61710,362135,5880,California
,,,,,,,,,,,,,,,,,,,,,
Colorado,13301,12561,12992,60605,4650,1552,1498,1507,8091,5295,4375,3766,4140,21175,5146,7374,7297,7345,31340,4262,Colorado
Connecticut,14246,13773,13908,70663,5046,1908,1857,1868,10745,5759,5044,4763,4820,23626,4819,7294,7153,7220,36292,5012,Connecticut
Delaware,5626,5524,5590,23807,4278,1002,991,999,5736,5763,1733,1689,1715,7514,4399,2891,2844,2876,10557,3689,Delaware
Florida,56146,54350,55054,189534,3438,4757,4226,4372,17030,3848,20434,19532,19970,78831,3964,30955,30592,30712,93674,3045,Florida
Georgia,25313,24594,24906,71301,2851,2056,2021,2041,7725,3797,3685,3578,3631,15692,4311,19572,18995,19234,47885,2475,Georgia
,,,,,,,,,,,,,,,,,,,,,
Hawaii,4870,4811,4831,19735,4075,-,-,-,-,-,2486,2439,2454,10221,4154,2384,2372,2377,9514,3995,Hawaii
Idaho,2898,2841,2873,13281,4640,447,427,438,1685,3889,501,487,495,3685,7496,1950,1927,1940,7910,4085,Idaho
Illinois,17492,17402,17441,107762,6176,3687,3673,3679,24463,6647,2675,2603,2634,22294,8484,11130,11126,11128,61005,5481,Illinois
Indiana,10198,10139,10152,37913,3735,1960,1955,1957,8040,4110,1439,1389,1399,9228,6620,6799,6795,6796,20644,3038,Indiana
Iowa,6486,6217,6403,30845,4871,1019,993,1001,6317,6337,2201,2059,2188,10445,4922,3266,3165,3214,14083,4378,Iowa
,,,,,,,,,,,,,,,,,,,,,
Kansas,6705,6522,6598,23969,3637,1142,1080,1110,4776,4335,2146,2045,2082,8842,4259,3417,3397,3406,10351,3040,Kansas
Kentucky,11737,11149,11644,38762,3359,2271,2271,2271,8993,3960,5328,4740,5235,18547,3637,4138,4138,4138,11222,2712,Kentucky
Louisiana,10429,10289,10367,43518,4210,1732,1687,1711,9151,5371,1673,1637,1650,7227,4396,7024,6965,7006,27140,3884,Louisiana
Maine,2594,2087,2431,10828,4446,588,586,587,2708,4613,753,613,668,3107,4615,1253,888,1176,5013,4218,Maine
Maryland,20278,19480,20104,90349,4543,2392,2350,2380,12194,5146,5221,4783,5127,26928,5411,12665,12347,12597,51227,4093,Maryland
,,,,,,,,,,,,,,,,,,,,,
Massachusetts,22069,21449,21752,112347,5150,6311,6226,6266,34111,5445,9547,9061,9307,47471,5071,6211,6162,6179,30765,4968,Massachusetts
Michigan,19261,18994,19171,103977,5422,2636,2589,2606,11637,4468,1449,1405,1432,9861,6918,15176,15000,15133,82480,5447,Michigan
Minnesota,8704,8083,8563,40658,4771,1019,975,1000,4811,4835,3450,3005,3359,17742,5362,4235,4103,4204,18105,4322,Minnesota
Mississippi,5266,5243,5256,17013,3237,1195,1195,1195,3893,3258,727,720,721,4213,5837,3344,3328,3340,8907,2666,Mississippi
Missouri,19306,18635,18931,57016,3026,2500,2368,2435,9773,4068,4228,3853,4021,14755,3740,12578,12414,12475,32488,2606,Missouri
,,,,,,,,,,,,,,,,,,,,,
Montana,2564,2443,2508,9689,3870,496,480,489,1356,2768,716,640,682,2965,4406,1352,1323,1337,5369,4011,Montana
Nebraska,4551,4358,4436,16386,3714,783,766,777,3440,4461,794,730,753,3589,4830,2974,2862,2906,9357,3230,Nebraska
Nevada,5296,5229,5245,25907,4922,841,841,841,4384,5213,748,731,734,4758,6462,3707,3657,3670,16765,4547,Nevada
New Hampshire,2669,2601,2644,11621,4423,511,493,505,2580,5174,963,956,961,4079,4252,1195,1152,1178,4962,4242,New Hampshire
New Jersey,27531,27321,27428,163013,5952,4354,4333,4345,30157,6942,13688,13513,13601,78019,5753,9489,9475,9482,54837,5784,New Jersey
,,,,,,,,,,,,,,,,,,,,,
New Mexico,8091,7916,8012,31937,3996,734,734,734,4390,5981,3314,3173,3245,13778,4271,4043,4009,4033,13769,3415,New Mexico
New York,60458,59142,59990,352644,5893,6531,6380,6489,48837,7621,21891,21177,21661,136943,6347,32036,31585,31840,166865,5240,New York
North Carolina,31922,31662,31725,115331,3626,3478,3456,3470,18318,5286,7226,7037,7080,32127,4510,21218,21169,21175,64886,3061,North Carolina
North Dakota,1598,1468,1509,6069,4011,192,189,190,869,4582,608,555,563,2598,4628,798,724,756,2602,3388,North Dakota
Ohio,21335,20677,20952,96505,4592,2563,2553,2561,12625,4934,3275,2698,2921,17189,5862,15497,15426,15470,66691,4313,Ohio
,,,,,,,,,,,,,,,,,,,,,
Oklahoma,10375,10135,10238,38208,3735,2015,1945,1976,8381,4270,2983,2862,2911,12806,4416,5377,5328,5351,17021,3175,Oklahoma
Oregon,10319,9811,10102,43626,4320,1510,1367,1404,6894,4930,3271,3046,3195,14190,4444,5538,5398,5503,22542,4096,Oregon
Pennsylvania,29409,27752,28568,139548,4845,6785,6404,6629,36998,5619,3074,3065,3072,22033,7179,19550,18283,18867,80517,4182,Pennsylvania
Rhode Island,3060,3039,3050,17376,5701,315,313,313,2112,6743,1159,1141,1152,6408,5576,1586,1585,1585,8855,5584,Rhode Island
South Carolina,10170,10124,10148,31706,3124,1938,1936,1936,6885,3553,782,752,768,3751,4930,7450,7436,7444,21069,2830,South Carolina
,,,,,,,,,,,,,,,,,,,,,
South Dakota,1876,1745,1818,6635,3691,308,297,304,1102,3640,676,581,630,2740,4488,892,867,884,2794,3174,South Dakota
Tennessee,11128,11061,11101,39600,3568,1642,1631,1640,6987,4262,2478,2471,2473,12624,5103,7008,6959,6988,19989,2861,Tennessee
Texas,57483,56619,57067,182786,3200,6602,6509,6553,26362,4035,5758,5624,5729,28816,5002,45123,44486,44785,127609,2849,Texas
Utah,5707,5308,5452,21253,3907,815,742,771,3287,4319,1668,1558,1597,7137,4414,3224,3008,3084,10828,3543,Utah
Vermont,2502,2392,2423,11828,4912,756,686,710,4523,6511,691,657,663,2824,4270,1055,1049,1050,4481,4269,Vermont
,,,,,,,,,,,,,,,,,,,,,
Virginia,21011,20223,20520,73582,3586,3034,2889,2936,13274,4545,3915,3552,3643,17219,4715,14062,13782,13941,43090,3094,Virginia
Washington,14040,13328,13737,64158,4683,2177,2133,2157,11640,5413,2062,1915,1995,11101,5564,9801,9280,9585,41417,4334,Washington
West Virginia,5877,5817,5846,19318,3310,1029,1010,1015,4078,4026,1506,1472,1492,6339,4274,3342,3335,3339,8902,2667,West Virginia
Wisconsin,13707,12690,13228,60509,4519,911,884,896,4309,4831,2281,1987,2160,13257,6247,10515,9819,10172,42943,4142,Wisconsin
Wyoming,2231,2179,2212,9063,4086,300,300,300,1367,4556,576,528,559,2901,5204,1355,1351,1353,4795,3544,Wyoming
,,,,,,,,,,,,,,,,,,,,,
Note: These data are based on a summation of responses from individual state agencies. Some agency data may be for a prior reporting period.,,,,,,,,,,,,,,,,,,,,,
