Bureau of Justice Statistics,,,,,,,,,,
Filename:  jeeus1010.csv,,,,,,,,,,
"Table 10.   Detail of direct expenditure for correctional activities of state governments by character and object, fiscal 2010 (final)",,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2010, NCJ 247019",,,,,,,,,,
Data source:  Justice Expenditure and Employment Extracts Program (JEE),,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,
Date of version:  ,,,,,,,,,,
,,,,,,,,,,
"Table 10.   Detail of direct expenditure for correctional activities of state governments by character and object, fiscal 2010 (final)",,,,,,,,,,
(Dollar amounts in thousands.),,,,,,,,,,
,,,,,,,,,,
,,Institutions,,,,,Other corrections,,,
,,,,Capital outlay,,Percent,,,,Percent
,Total,,,,,of total,,,,of total
,corrections,,,,,corrections,,,,corrections
State,direct,,Direct,,,direct,,Direct,Capital,direct
,expenditure,Total,current,Construction,Other,expenditure,Total,current,outlay,expenditure
,,,,,,,,,,
Total,46095189,38570624,37297890,1014525,258209,83.7,7524565,7429081,95484,16.3
,,,,,,,,,,
Alabama,519019,434368,430365,1545,2458,83.7,84651,84334,317,16.3
Alaska,270536,238442,230793,6700,949,88.1,32094,32015,79,11.9
Arizona,1017755,923251,845740,70828,6683,90.7,94504,88764,5740,9.3
Arkansas,369139,318971,289955,29016,0,86.4,50168,50168,0,13.6
California,7719837,6793964,6681134,80899,31931,88,925873,925851,22,12
,,,,,,,,,,
Colorado,822856,573527,533792,34565,5170,69.7,249329,246176,3153,30.3
Connecticut,671373,656118,649013,5530,1575,97.7,15255,15069,186,2.3
Delaware,261950,206764,205374,794,596,78.9,55186,54428,758,21.1
Florida,2504397,1922851,1879813,33852,9186,76.8,581546,579774,1772,23.2
Georgia,1396428,1041320,990117,42426,8777,74.6,355108,338820,16288,25.4
,,,,,,,,,,
Hawaii,206695,200601,196069,4300,232,97.1,6094,5802,292,2.9
Idaho,214732,182325,169384,11931,1010,84.9,32407,32182,225,15.1
Illinois,1298869,1098827,1090817,7110,900,84.6,200042,196511,3531,15.4
Indiana,629527,618887,610750,5637,2500,98.3,10640,10613,27,1.7
Iowa,288017,275281,250488,22399,2394,95.6,12736,12669,67,4.4
,,,,,,,,,,
Kansas,294568,251430,241691,8352,1387,85.4,43138,42769,369,14.6
Kentucky,491677,445113,442797,37,2279,90.5,46564,46333,231,9.5
Louisiana,604749,453412,445842,5875,1695,75,151337,150263,1074,25
Maine,137258,94786,94727,0,59,69.1,42472,42121,351,30.9
Maryland,1378947,1055739,1016428,32392,6919,76.6,323208,322795,413,23.4
,,,,,,,,,,
Massachusetts,1056443,860627,844559,9619,6449,81.5,195816,195381,435,18.5
Michigan,1647831,1391736,1389904,1454,378,84.5,256095,255165,930,15.5
Minnesota,438925,315852,299233,10691,5928,72,123073,121940,1133,28
Mississippi,336735,301475,299726,0,1749,89.5,35260,35090,170,10.5
Missouri,676347,601856,590715,6293,4848,89,74491,74169,322,11
,,,,,,,,,,
Montana,184888,142626,137917,3141,1568,77.1,42262,41918,344,22.9
Nebraska,237884,100955,99216,1712,27,42.4,136929,136317,612,57.6
Nevada,293371,249408,216687,31622,1099,85,43963,43508,455,15
New Hampshire,114421,83287,80702,2396,189,72.8,31134,31090,44,27.2
New Jersey,1491452,1142206,1136809,3348,2049,76.6,349246,344818,4428,23.4
,,,,,,,,,,
New Mexico,413725,282493,280777,544,1172,68.3,131232,128731,2501,31.7
New York,3171620,2847567,2593472,231416,22679,89.8,324053,322567,1486,10.2
North Carolina,1434035,1230795,1119827,104879,6089,85.8,203240,196998,6242,14.2
North Dakota,72191,71547,68243,2900,404,99.1,644,644,0,0.9
Ohio,1436808,1107808,1073867,33024,917,77.1,329000,320766,8234,22.9
,,,,,,,,,,
Oklahoma,571240,439810,434946,2339,2525,77,131430,129140,2290,23
Oregon,638704,487261,473780,8222,5259,76.3,151443,148185,3258,23.7
Pennsylvania,1820457,1723342,1651408,60396,11538,94.7,97115,96556,559,5.3
Rhode Island,174958,142203,141674,456,73,81.3,32755,32585,170,18.7
South Carolina,458970,408961,398430,8788,1743,89.1,50009,49948,61,10.9
,,,,,,,,,,
South Dakota,109117,96961,95164,917,880,88.9,12156,11359,797,11.1
Tennessee,616457,520600,518161,23,2416,84.5,95857,94920,937,15.5
Texas,3550554,3218648,3148929,8578,61141,90.7,331906,322105,9801,9.3
Utah,302043,180626,178348,0,2278,59.8,121417,120986,431,40.2
Vermont,124228,55756,55611,4,141,44.9,68472,68401,71,55.1
,,,,,,,,,,
Virginia,1130192,869881,861801,992,7088,77,260311,254971,5340,23
Washington,1063830,727791,669262,46387,12142,68.4,336039,331980,4059,31.6
West Virginia,270353,246505,238546,6199,1760,91.2,23848,21331,2517,8.8
Wisconsin,1022601,830491,801406,23392,5693,81.2,192110,189394,2716,18.8
Wyoming,136480,105573,103681,605,1287,77.4,30907,30661,246,22.6
