Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
Filename:  jeeus1016.csv,,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 49 large city governments by activity, March 2010 (final)",,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2010, NCJ 247019",,,,,,,,,,,,,,,,,,,,,
Data source:  Justice Expenditure and Employment Extracts Program (JEE),,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
Date of version:  ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 16. Justice system employment and payrolls of 49 large city governments by activity, March 2010 (final)",,,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars.),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Total justice system,,,,,Police protection,,,,,Judicial and legal,,,,,Corrections,,,,,
,Employment,,,,,,,,,,,,,,,,,,,,
,,,,,Average,Employment,,,,Average,Employment,,,,Average,Employment,,,,Average,
,,,,,earnings of,,,,,earnings of,,,,,earnings of,,,,,earnings of,
,,,,,full-time,,,,,full-time,,,,,full-time,,,,,full-time,
,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,Total,Full-time,Full-time,March,employees,
City,employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),employees,employees,equivalent,payrolls,(dollars),City
,,,,,,,,,,,,,,,,,,,,,
"Albuquerque, NM",1631,1382,1476,6411,4488,1535,1286,1380,6007,4508,96,96,96,404,4212,0,0,0,0,0,"Albuquerque, NM"
"Atlanta, GA",3064,3064,3064,11761,3838,2326,2326,2326,8879,3817,212,212,212,950,4481,526,526,526,1931,3671,"Atlanta, GA"
"Austin, TX",2486,2434,2451,15272,6256,2236,2203,2213,14300,6483,250,231,238,972,4088,0,0,0,0,0,"Austin, TX"
"Baltimore, MD",4545,4395,4495,23925,5404,3617,3467,3567,19645,5616,928,928,928,4279,4611,0,0,0,0,0,"Baltimore, MD"
"Baton Rouge, LA",2489,2050,2353,8226,3754,1369,1151,1327,4446,3645,783,562,689,2524,3993,337,337,337,1256,3726,"Baton Rouge, LA"
"Boston, MA",2949,2747,2834,17175,6176,2902,2700,2787,16917,6188,47,47,47,257,5478,0,0,0,0,0,"Boston, MA"
,,,,,,,,,,,,,,,,,,,,,
"Buffalo, NY",994,994,994,5138,5169,959,959,959,4961,5174,35,35,35,177,5048,0,0,0,0,0,"Buffalo, NY"
"Charlotte, NC",2276,2192,2209,10465,4734,2249,2166,2183,10272,4704,27,26,26,193,7253,0,0,0,0,0,"Charlotte, NC"
"Chicago, IL",15409,15409,15409,96452,6259,14883,14883,14883,93224,6264,526,526,526,3229,6138,0,0,0,0,0,"Chicago, IL"
"Cincinnati, OH",1528,1408,1491,8050,5612,1457,1341,1422,7679,5621,71,67,69,370,5425,0,0,0,0,0,"Cincinnati, OH"
"Cleveland, OH",2974,2581,2657,12289,4672,2171,1803,1865,9331,5068,634,609,623,2398,3878,169,169,169,560,3312,"Cleveland, OH"
"Columbus, OH",2718,2676,2699,14883,5537,2205,2202,2204,12980,5891,454,416,436,1666,3869,59,58,59,237,4034,"Columbus, OH"
,,,,,,,,,,,,,,,,,,,,,
"Dallas, TX",4942,4523,4632,25866,5679,4577,4179,4279,24244,5770,365,344,353,1622,4574,0,0,0,0,0,"Dallas, TX"
"Denver, CO",3565,3460,3504,21251,6080,2109,2040,2064,12734,6188,674,638,658,3739,5701,782,782,782,4778,6110,"Denver, CO"
"Detroit, MI",3942,3942,3942,19501,4947,3361,3361,3361,17059,5076,581,581,581,2442,4203,0,0,0,0,0,"Detroit, MI"
"El Paso, TX",1449,1431,1434,6963,4863,1316,1312,1314,6486,4941,133,119,120,477,3996,0,0,0,0,0,"El Paso, TX"
"Fort Worth, TX",2205,2205,2205,11373,5158,1974,1974,1974,10324,5230,231,231,231,1049,4540,0,0,0,0,0,"Fort Worth, TX"
"Honolulu, HI",3063,2969,3002,17836,5989,2743,2656,2685,16183,6075,320,313,317,1653,5256,0,0,0,0,0,"Honolulu, HI"
,,,,,,,,,,,,,,,,,,,,,
"Houston, TX",7643,7582,7615,39229,5148,7031,7031,7031,36581,5203,612,551,584,2647,4444,0,0,0,0,0,"Houston, TX"
"Indianapolis, IN",4781,4665,4709,18071,3849,2974,2901,2911,12009,4130,1113,1078,1104,3763,3429,694,686,694,2298,3322,"Indianapolis, IN"
"Jacksonville, FL",3702,3361,3466,16354,4794,2785,2444,2549,12579,5048,115,115,115,690,6002,802,802,802,3085,3846,"Jacksonville, FL"
