Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,
Filename:  jeeus1015.csv,,,,,,,,,,,,,,,,,,,,,,,
"Table 15.  Justice system expenditure of 49 large city governments by activity and character and object, fiscal 2010 (final)",,,,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2010, NCJ 247019",,,,,,,,,,,,,,,,,,,,,,,
Data source:  Justice Expenditure and Employment Extracts Program (JEE),,,,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,,,
Date of version:  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Table 15.  Justice system expenditure of 49 large city governments by activity and character and object, fiscal 2010 (final)",,,,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars.),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Total justice system,,,,,Police Protection,,,,,Judicial and Legal,,,,,Corrections,,,,,,
,,,Direct expenditure,,,Intergov-,,Direct expenditure,,,Intergov-,,Direct expenditure,,,Intergov-,,Direct expenditure,,,,Intergov-,
,,,,,,ernmental,,,,,ernmental,,,,,ernmental,,,,Capital Outlay,,ernmental,
,Fiscal year,,,,,expendi-,,,,,expendi-,,,,,expendi-,,,,,,expendi-,
,ends in,,,Direct,Capital,ture,,,Direct,Capital,ture,,,Direct,Capital,ture,,,Direct,,Construc-,ture,
City,month of_,Total,Total,current,outlay,Total,Total,Total,current,outlay,Total,Total,Total,current,outlay,Total,Total,Total,current,Total,tion only,Total,City
,,,,,,,,,,,,,,,,,,,,,,,
"Albuquerque, NM",6,176678,176678,167766,8912,0,171552,171552,162640,8912,0,5126,5126,5126,0,0,0,0,0,0,0,0,"Albuquerque, NM"
"Atlanta, GA",12,182857,182857,180273,2584,0,147105,147105,144521,2584,0,13034,13034,13034,0,0,22718,22718,22718,0,0,0,"Atlanta, GA"
"Austin, TX",9,259480,259480,247765,11715,0,234723,234723,223037,11686,0,24757,24757,24728,29,0,0,0,0,0,0,0,"Austin, TX"
"Baltimore, MD",6,393478,393478,392656,822,0,336325,336325,335503,822,0,57153,57153,57153,0,0,0,0,0,0,0,0,"Baltimore, MD"
"Baton Rouge, LA",12,277114,277114,214493,62621,0,123384,123384,112647,10737,0,117785,117785,67246,50539,0,35945,35945,34600,1345,0,0,"Baton Rouge, LA"
"Boston, MA",6,380999,380999,378054,2945,0,307021,307021,304076,2945,0,4938,4938,4938,0,0,69040,69040,69040,0,0,0,"Boston, MA"
,,,,,,,,,,,,,,,,,,,,,,,
"Buffalo, NY",6,81460,81460,79964,1496,0,78368,78368,76872,1496,0,3092,3092,3092,0,0,0,0,0,0,0,0,"Buffalo, NY"
"Charlotte, NC",6,193778,193778,185557,8221,0,191792,191792,183571,8221,0,1986,1986,1986,0,0,0,0,0,0,0,0,"Charlotte, NC"
"Chicago, IL",12,1308281,1308281,1291923,16358,0,1277373,1277373,1261018,16355,0,30908,30908,30905,3,0,0,0,0,0,0,0,"Chicago, IL"
"Cincinnati, OH",12,115049,115049,113871,1178,0,115049,115049,113871,1178,0,0,0,0,0,0,0,0,0,0,0,0,"Cincinnati, OH"
"Cleveland, OH",12,244812,244569,244397,172,243,180200,180200,180028,172,0,50128,50128,50128,0,0,14484,14241,14241,0,0,243,"Cleveland, OH"
