Bureau of Justice Statistics,,,,,,,,,,,,,
filename:  cjee0417.csv,,,,,,,,,,,,,
"table #:  17 Police protection sworn and nonsworn employment and payrolls and percent distribution of full-time equivalent employment of 49 large city governments, March 2004",,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2004, NCJ 215648",,,,,,,,,,,,,
data source:  U.S. Bureau of the Census' Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,
author:  Kristen Hughes,,,,,,,,,,,,,
refer questions to:  askbjs@usdoj.gov (202) 307-0765,,,,,,,,,,,,,
date of version:  11/15/2006,,,,,,,,,,,,,

"Table 17. Police protection sworn and nonsworn employment and payrolls and percent distribution of full-time equivalent employment of 49 large city governments, March 2004",,,,,,,,,,,,,

(Payroll amounts in thousands of dollars.),,,,,,,,,,,,,

,Sworn,,,,,,,Nonsworn,,,,,
,Number of employees,,Fulltime equivalent employment,,,,,Number of employees,,Fulltime equivalent employment,,,
City,Total,Fulltime only,Number,Percent of total police protection fulltime equivalent,,March payrolls,Average earnings of fulltime employees (dollars),Total,Fulltime only,Number,Percent of total police protection fulltime equivalent,,March payrolls

"Albuquerque, NM",930,930,930,66.6,%,"3,800","4,087",542,400,466,33.4,%,"1,191"
"Atlanta, GA",0,0,0,0,,0,0,0,0,0,0,,0
"Austin, TX",0,0,0,0,,0,0,0,0,0,0,,0
"Baltimore, MD","3,256","3,256","3,256",81,,"15,460","4,748",932,540,764,19,,"2,817"
"Baton Rouge, LA",852,852,852,69.3,,"2,658","3,120",460,316,378,30.7,,"1,025"
"Boston, MA","2,040","2,040","2,040",76.1,,"10,354","5,076",757,556,642,23.9,,"2,156"

"Buffalo, NY",0,0,0,0,,0,0,0,0,0,0,,0
"Charlotte, NC","1,469","1,451","1,460",76.4,,"6,418","4,409",500,430,451,23.6,,"1,446"
"Chicago, IL","15,761","15,761","15,761",90,,"52,914","3,357","1,753","1,753","1,753",10,,"3,972"
"Cincinnati, OH","1,062","1,062","1,062",79.8,,"5,513","5,191",269,268,269,20.2,,876
"Cleveland, OH","1,794","1,794","1,794",77.3,,"7,298","4,068",832,443,527,22.7,,"1,419"
"Columbus, OH","1,818","1,818","1,818",83.8,,"9,000","4,950",359,345,351,16.2,,"1,205"

"Dallas, TX","2,921","2,921","2,921",80.9,,"15,390","5,269",974,593,690,19.1,,"2,127"
"Denver, CO","1,388","1,388","1,388",81.5,,"8,303","5,982",315,315,315,18.5,,"1,199"
"Detroit, MI","3,817","3,817","3,817",87.3,,"19,994","5,238",553,553,553,12.7,,"1,868"
"El Paso, TX","1,137","1,137","1,137",77.5,,"4,198","3,692",333,329,331,22.5,,784
"Fort Worth, TX","1,309","1,309","1,309",76.1,,"6,275","4,794",554,342,410,23.9,,"1,119"
"Honolulu, HI","1,978","1,978","1,978",78.2,,"9,419","4,762",641,529,551,21.8,,"1,830"

"Houston, TX","5,424","5,424","5,424",80.5,,"21,533","3,970","1,346","1,307","1,318",19.5,,"3,232"
"Indianapolis, IN",0,0,0,0,,0,0,0,0,0,0,,0
"Jacksonville, FL","1,572","1,572","1,572",70.7,,"6,520","4,148",685,421,653,29.3,,"1,891"
"Kansas City, MO","1,285","1,285","1,285",65.6,,"6,235","4,852",675,674,675,34.4,,"2,293"
"Long Beach, CA",975,969,972,68.1,,"6,162","6,345",496,343,455,31.9,,"1,667"
"Los Angeles, CA","9,067","9,067","9,067",74.9,,"69,146","7,626","3,066","3,024","3,033",25.1,,"15,056"

"Memphis, TN","2,070","2,070","2,070",74.6,,"6,003","2,900",957,542,704,25.4,,"2,426"
"Miami, FL",0,0,0,0,,0,0,0,0,0,0,,0
"Milwaukee, WI","1,968","1,968","1,968",79.7,,"7,590","3,857",608,478,502,20.3,,"1,276"
"Minneapolis, MN",800,800,800,75.8,,"4,346","5,432",256,256,256,24.2,,985
"Nashville, TN","1,394","1,391","1,393",71.4,,"5,230","3,757",562,555,559,28.6,,"1,407"
"Newark, NJ",0,0,0,0,,0,0,0,0,0,0,,0

"New Orleans, LA",0,0,0,0,,0,0,0,0,0,0,,0
"New York, NY","49,253","42,640","45,965",92.3,,"260,628","5,758","4,115","3,560","3,848",7.7,,"21,784"
"Oakland, CA",0,0,0,0,,0,0,0,0,0,0,,0
"Oklahoma City, OK",977,977,977,78.7,,"5,032","5,151",376,233,265,21.3,,818
"Omaha, NE",722,722,722,79.4,,"3,521","4,877",204,175,187,20.6,,628
