Bureau of Justice Statistics,,,,,,,,,,,,,
filename:  cjee0406.csv,,,,,,,,,,,,,
"table #:  6 Percent distribution of justice system payrolls by State and type of government, March 2004",,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2004, NCJ 215648",,,,,,,,,,,,,
data source:  U.S. Bureau of the Census' Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,
author:  Kristen Hughes,,,,,,,,,,,,,
refer questions to:  askbjs@usdoj.gov (202) 307-0765,,,,,,,,,,,,,
date of version:  11/15/2006,,,,,,,,,,,,,

"Table 6.   Percent distribution of justice system payrolls by State and type of government, March 2004",,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,

,,Total justice system,,,Police protection,,,Judicial and Legal,,,Corrections,,
State and type of government,Total March payrolls/a,March payrolls,Percent of total March payrolls/b,,March payrolls,Percent of total March payrolls/b,,March payrolls,Percent of total March payrolls/b,,March payrolls,Percent of total March payrolls/b,

"States-local, total","$55,924,473 ","$7,860,140 ",14.1,%,"$3,796,556 ",48.3,%,"$1,658,309 ",21.1,%,"$2,405,275 ",30.6,%
State,"$15,485,144 ","$2,698,454 ",17.4,,"$440,786 ",16.3,,"$703,839 ",26.1,,"$1,553,829 ",57.6
"Local, total","$40,439,330 ","$5,161,686 ",12.8,,"$3,355,770 ",65,,"$954,470 ",18.5,,"$851,446 ",16.5
Counties,"$8,505,353 ","$2,336,077 ",27.5,,"$899,760 ",38.5,,"$731,932 ",31.3,,"$704,384 ",30.2
Municipalities,"$11,372,272 ","$2,825,609 ",24.8,,"$2,456,010 ",86.9,,"$222,538 ",7.9,,"$147,062 ",5.2

Alabama,"$785,120 ","$78,621 ",10,,"$39,058 ",49.7,,"$16,854 ",21.4,,"$22,709 ",28.9
State,"$284,979 ","$31,651 ",11.1,,"$4,589 ",14.5,,"$12,094 ",38.2,,"$14,968 ",47.3
"Local, total","$500,141 ","$46,971 ",9.4,,"$34,470 ",73.4,,"$4,760 ",10.1,,"$7,741 ",16.5
Counties,"$52,828 ","$17,460 ",33.1,,"$8,179 ",46.8,,"$2,585 ",14.8,,"$6,697 ",38.4
Municipalities,"$105,054 ","$29,510 ",28.1,,"$26,291 ",89.1,,"$2,175 ",7.4,,"$1,044 ",3.5

Alaska,"$203,313 ","$21,552 ",10.6,,"$8,202 ",38.1,,"$5,931 ",27.5,,"$7,419 ",34.4
State,"$99,273 ","$14,872 ",15,,"$2,313 ",15.6,,"$5,397 ",36.3,,"$7,162 ",48.2
"Local, total","$104,040 ","$6,680 ",6.4,,"$5,888 ",88.1,,$535 ,8,,$257 ,3.8
Boroughs,"$34,168 ",$558 ,1.6,,$362 ,65,,$154 ,27.6,,$42 ,7.5
Municipalities,"$67,680 ","$6,123 ",9,,"$5,526 ",90.3,,$381 ,6.2,,$216 ,3.5

Arizona,"$903,513 ","$155,257 ",17.2,,"$78,751 ",50.7,,"$34,039 ",21.9,,"$42,467 ",27.4
State,"$216,006 ","$42,167 ",19.5,,"$8,012 ",19,,"$6,083 ",14.4,,"$28,072 ",66.6
"Local, total","$687,507 ","$113,091 ",16.4,,"$70,739 ",62.6,,"$27,956 ",24.7,,"$14,395 ",12.7
Counties,"$99,490 ","$48,861 ",49.1,,"$14,617 ",29.9,,"$19,908 ",40.7,,"$14,336 ",29.3
Municipalities,"$190,778 ","$64,230 ",33.7,,"$56,122 ",87.4,,"$8,048 ",12.5,,$60 ,0.1

Arkansas,"$403,964 ","$42,527 ",10.5,,"$20,529 ",48.3,,"$7,684 ",18.1,,"$14,314 ",33.7
State,"$164,061 ","$17,735 ",10.8,,"$3,329 ",18.8,,"$3,792 ",21.4,,"$10,614 ",59.8
"Local, total","$239,903 ","$24,792 ",10.3,,"$17,201 ",69.4,,"$3,892 ",15.7,,"$3,700 ",14.9
Counties,"$24,117 ","$9,776 ",40.5,,"$4,049 ",41.4,,"$2,135 ",21.8,,"$3,591 ",36.7
Municipalities,"$48,967 ","$15,017 ",30.7,,"$13,152 ",87.6,,"$1,756 ",11.7,,$109 ,0.7

California,"$8,208,860 ","$1,247,787 ",15.2,,"$581,524 ",46.6,,"$285,995 ",22.9,,"$380,268 ",30.5
State,"$1,890,811 ","$330,216 ",17.5,,"$69,729 ",21.1,,"$24,973 ",7.6,,"$235,513 ",71.3
"Local, total","$6,318,049 ","$917,572 ",14.5,,"$511,795 ",55.8,,"$261,022 ",28.4,,"$144,755 ",15.8
Counties,"$1,568,143 ","$538,765 ",34.4,,"$167,901 ",31.2,,"$234,294 ",43.5,,"$136,570 ",25.3
Municipalities,"$1,302,977 ","$378,807 ",29.1,,"$343,894 ",90.8,,"$26,728 ",7.1,,"$8,185 ",2.2

Colorado,"$904,594 ","$123,182 ",13.6,,"$60,120 ",48.8,,"$25,039 ",20.3,,"$38,023 ",30.9
State,"$266,516 ","$44,328 ",16.6,,"$5,266 ",11.9,,"$14,964 ",33.8,,"$24,098 ",54.4
"Local, total","$638,078 ","$78,854 ",12.4,,"$54,854 ",69.6,,"$10,075 ",12.8,,"$13,925 ",17.7
Counties,"$87,175 ","$27,522 ",31.6,,"$13,170 ",47.9,,"$4,432 ",16.1,,"$9,920 ",36
Municipalities,"$180,971 ","$51,332 ",28.4,,"$41,684 ",81.2,,"$5,643 ",11,,"$4,006 ",7.8

Connecticut,"$767,157 ","$105,211 ",13.7,,"$52,760 ",50.1,,"$18,588 ",17.7,,"$33,863 ",32.2
State,"$270,629 ","$61,564 ",22.7,,"$10,011 ",16.3,,"$17,690 ",28.7,,"$33,863 ",55
"Local, total","$496,528 ","$43,647 ",8.8,,"$42,749 ",97.9,,$898 ,2.1,,$0 ,0
Municipalities,"$456,963 ","$43,647 ",9.6,,"$42,749 ",97.9,,$898 ,2.1,,$0 ,0

Delaware,"$169,551 ","$25,816 ",15.2,,"$10,932 ",42.3,,"$5,528 ",21.4,,"$9,356 ",36.2
State,"$86,929 ","$18,960 ",21.8,,"$4,496 ",23.7,,"$5,109 ",26.9,,"$9,356 ",49.3
"Local, total","$82,622 ","$6,856 ",8.3,,"$6,437 ",93.9,,$419 ,6.1,,$0 ,0
Counties,"$9,501 ","$2,759 ",29,,"$2,471 ",89.6,,$288 ,10.4,,$0 ,0
Municipalities,"$10,813 ","$4,096 ",37.9,,"$3,965 ",96.8,,$131 ,3.2,,$0 ,0

District of Columbia,"$204,379 ","$40,528 ",19.8,,"$22,584 ",55.7,,"$13,138 ",32.4,,"$4,806 ",11.9
"Local, total","$204,379 ","$40,528 ",19.8,,"$22,584 ",55.7,,"$13,138 ",32.4,,"$4,806 ",11.9
Municipality,"$158,491 ","$40,528 ",25.6,,"$22,584 ",55.7,,"$13,138 ",32.4,,"$4,806 ",11.9

Florida,"$2,699,589 ","$496,686 ",18.4,,"$248,644 ",50.1,,"$113,525 ",22.9,,"$134,517 ",27.1
State,"$613,716 ","$157,974 ",25.7,,"$14,808 ",9.4,,"$67,125 ",42.5,,"$76,041 ",48.1
"Local, total","$2,085,873 ","$338,712 ",16.2,,"$233,836 ",69,,"$46,400 ",13.7,,"$58,476 ",17.3
Counties,"$582,403 ","$219,934 ",37.8,,"$121,594 ",55.3,,"$42,460 ",19.3,,"$55,880 ",25.4
Municipalities,"$386,193 ","$118,778 ",30.8,,"$112,242 ",94.5,,"$3,940 ",3.3,,"$2,595 ",2.2

Georgia,"$1,493,956 ","$193,075 ",12.9,,"$79,416 ",41.1,,"$41,700 ",21.6,,"$71,959 ",37.3
State,"$391,417 ","$67,563 ",17.3,,"$7,374 ",10.9,,"$11,616 ",17.2,,"$48,573 ",71.9
"Local, total","$1,102,539 ","$125,512 ",11.4,,"$72,042 ",57.4,,"$30,085 ",24,,"$23,386 ",18.6
Counties,"$186,947 ","$82,082 ",43.9,,"$35,873 ",43.7,,"$25,823 ",31.5,,"$20,386 ",24.8
Municipalities,"$122,445 ","$43,430 ",35.5,,"$36,169 ",83.3,,"$4,261 ",9.8,,"$3,000 ",6.9

Hawaii,"$245,357 ","$35,550 ",14.5,,"$16,076 ",45.2,,"$10,822 ",30.4,,"$8,652 ",24.3
State,"$191,080 ","$17,129 ",9,,$0 ,0,,"$8,477 ",49.5,,"$8,652 ",50.5
"Local, total","$54,277 ","$18,421 ",33.9,,"$16,076 ",87.3,,"$2,345 ",12.7,,$0 ,0
Counties,"$19,025 ","$5,819 ",30.6,,"$4,826 ",82.9,,$993 ,17.1,,$0 ,0
Municipalities,"$34,835 ","$12,602 ",36.2,,"$11,250 ",89.3,,"$1,352 ",10.7,,$0 ,0

Idaho,"$224,298 ","$26,052 ",11.6,,"$12,393 ",47.6,,"$5,920 ",22.7,,"$7,740 ",29.7
State,"$72,917 ","$8,871 ",12.2,,"$1,629 ",18.4,,"$2,358 ",26.6,,"$4,885 ",55.1
"Local, total","$151,381 ","$17,181 ",11.3,,"$10,764 ",62.7,,"$3,562 ",20.7,,"$2,855 ",16.6
Counties,"$31,853 ","$10,805 ",33.9,,"$4,749 ",43.9,,"$3,201 ",29.6,,"$2,855 ",26.4
Municipalities,"$21,808 ","$6,376 ",29.2,,"$6,015 ",94.3,,$361 ,5.7,,$0 ,0

Illinois,"$2,315,942 ","$346,863 ",15,,"$183,943 ",53,,"$69,947 ",20.2,,"$92,973 ",26.8
State,"$504,647 ","$95,102 ",18.8,,"$18,678 ",19.6,,"$19,159 ",20.1,,"$57,264 ",60.2
"Local, total","$1,811,295 ","$251,761 ",13.9,,"$165,265 ",65.6,,"$50,787 ",20.2,,"$35,709 ",14.2
Counties,"$218,915 ","$104,241 ",47.6,,"$21,590 ",20.7,,"$46,948 ",45,,"$35,703 ",34.3
Municipalities,"$424,018 ","$147,521 ",34.8,,"$143,676 ",97.4,,"$3,839 ",2.6,,$6 ,0

Indiana,"$1,005,737 ","$114,738 ",11.4,,"$56,917 ",49.6,,"$22,207 ",19.4,,"$35,615 ",31
State,"$286,110 ","$36,390 ",12.7,,"$7,513 ",20.6,,"$6,487 ",17.8,,"$22,390 ",61.5
"Local, total","$719,627 ","$78,348 ",10.9,,"$49,404 ",63.1,,"$15,719 ",20.1,,"$13,225 ",16.9
Counties,"$131,303 ","$31,807 ",24.2,,"$11,429 ",35.9,,"$9,892 ",31.1,,"$10,485 ",33
Municipalities,"$154,461 ","$46,541 ",30.1,,"$37,975 ",81.6,,"$5,827 ",12.5,,"$2,740 ",5.9

Iowa,"$582,240 ","$57,360 ",9.9,,"$27,844 ",48.5,,"$13,959 ",24.3,,"$15,557 ",27.1
State,"$213,163 ","$25,627 ",12,,"$3,803 ",14.8,,"$9,729 ",38,,"$12,095 ",47.2
