Bureau of Justice Statistics,,,,,,,,,,,,
filename:  cjee0410.csv,,,,,,,,,,,,
"table #:  10 Detail of direct expenditure for correctional activities of State governments by character and object, fiscal 2004",,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2004, NCJ 215648",,,,,,,,,,,,
data source:  U.S. Bureau of the Census' Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,
author:  Kristen Hughes,,,,,,,,,,,,
refer questions to:  askbjs@usdoj.gov (202) 307-0765,,,,,,,,,,,,
date of version:  11/15/2006,,,,,,,,,,,,

"Table 10.   Detail of direct expenditure for correctional activities of State governments by character and object, fiscal 2004",,,,,,,,,,,,
(Dollar amounts in thousands.),,,,,,,,,,,,
,,Institutions,,,,,,Other corrections,,,,
,,,,Capital outlay,,,,,,,,
State,Total corrections direct expenditure,Total,Direct current,Construction,Other,Percent of total corrections direct expenditure,,Total,Direct current,Capital outlay,Percent of total corrections direct expenditure,

Total,"$36,963,199 ","$30,098,680 ","$28,914,192 ","$913,748 ","$270,740 ",81.4,%,"$6,864,519 ","$6,636,776 ","$227,743 ",18.6,%

Alabama,"$391,878 ","$297,860 ","$294,927 ","$2,406 ",$527 ,76,,"$94,018 ","$92,070 ","$1,948 ",24
Alaska,"$176,642 ","$156,733 ","$155,684 ",$560 ,$489 ,88.7,,"$19,909 ","$19,758 ",$151 ,11.3
Arizona,"$718,847 ","$610,570 ","$602,859 ","$2,352 ","$5,359 ",84.9,,"$108,277 ","$106,320 ","$1,957 ",15.1
Arkansas,"$351,332 ","$306,387 ","$285,328 ","$20,084 ",$975 ,87.2,,"$44,945 ","$44,943 ",$2 ,12.8
California,"$5,599,815 ","$4,980,122 ","$4,870,421 ","$76,982 ","$32,719 ",88.9,,"$619,693 ","$614,998 ","$4,695 ",11.1

Colorado,"$594,682 ","$421,943 ","$416,408 ","$1,983 ","$3,552 ",71,,"$172,739 ","$170,271 ","$2,468 ",29
Connecticut,"$554,994 ","$547,474 ","$543,854 ","$2,256 ","$1,364 ",98.6,,"$7,520 ","$7,429 ",$91 ,1.4
Delaware,"$202,782 ","$150,392 ","$144,899 ",$15 ,"$5,478 ",74.2,,"$52,390 ","$51,684 ",$706 ,25.8
Florida,"$2,185,039 ","$1,593,585 ","$1,549,167 ","$37,732 ","$6,686 ",72.9,,"$591,454 ","$584,664 ","$6,790 ",27.1
Georgia,"$1,257,404 ","$827,635 ","$810,402 ","$14,263 ","$2,970 ",65.8,,"$429,769 ","$423,050 ","$6,719 ",34.2

Hawaii,"$158,029 ","$142,538 ","$140,423 ","$1,722 ",$393 ,90.2,,"$15,491 ","$15,410 ",$81 ,9.8
Idaho,"$169,186 ","$148,335 ","$138,552 ","$8,773 ","$1,010 ",87.7,,"$20,851 ","$20,438 ",$413 ,12.3
Illinois,"$1,219,010 ","$999,521 ","$951,876 ","$42,131 ","$5,514 ",82,,"$219,489 ","$208,808 ","$10,681 ",18
Indiana,"$645,784 ","$599,717 ","$577,825 ","$17,752 ","$4,140 ",92.9,,"$46,067 ","$45,620 ",$447 ,7.1
Iowa,"$215,837 ","$205,344 ","$203,224 ","$1,143 ",$977 ,95.1,,"$10,493 ","$10,475 ",$18 ,4.9

Kansas,"$263,183 ","$238,011 ","$225,871 ","$9,558 ","$2,582 ",90.4,,"$25,172 ","$24,979 ",$193 ,9.6
Kentucky,"$429,214 ","$381,615 ","$325,867 ","$52,699 ","$3,049 ",88.9,,"$47,599 ","$47,416 ",$183 ,11.1
Louisiana,"$453,953 ","$355,165 ","$339,125 ","$13,680 ","$2,360 ",78.2,,"$98,788 ","$96,400 ","$2,388 ",21.8
Maine,"$112,063 ","$79,968 ","$79,381 ",$8 ,$579 ,71.4,,"$32,095 ","$31,516 ",$579 ,28.6
Maryland,"$1,044,120 ","$576,336 ","$561,790 ","$13,775 ",$771 ,55.2,,"$467,784 ","$447,556 ","$20,228 ",44.8

Massachusetts,"$795,514 ","$465,288 ","$460,068 ","$1,379 ","$3,841 ",58.5,,"$330,226 ","$279,727 ","$50,499 ",41.5
Michigan,"$1,575,957 ","$1,498,031 ","$1,398,736 ","$77,970 ","$21,325 ",95.1,,"$77,926 ","$77,861 ",$65 ,4.9
Minnesota,"$346,690 ","$219,575 ","$213,976 ",$429 ,"$5,170 ",63.3,,"$127,115 ","$105,220 ","$21,895 ",36.7
Mississippi,"$284,190 ","$259,915 ","$252,048 ","$6,453 ","$1,414 ",91.5,,"$24,275 ","$24,115 ",$160 ,8.5
Missouri,"$609,300 ","$527,341 ","$510,300 ","$6,804 ","$10,237 ",86.5,,"$81,959 ","$81,244 ",$715 ,13.5

Montana,"$121,156 ","$85,413 ","$81,543 ","$3,399 ",$471 ,70.5,,"$35,743 ","$35,533 ",$210 ,29.5
Nebraska,"$187,272 ","$86,707 ","$80,873 ","$5,795 ",$39 ,46.3,,"$100,565 ","$99,063 ","$1,502 ",53.7
Nevada,"$232,102 ","$197,733 ","$186,621 ","$9,363 ","$1,749 ",85.2,,"$34,369 ","$34,087 ",$282 ,14.8
New Hampshire,"$93,158 ","$68,601 ","$67,548 ",$261 ,$792 ,73.6,,"$24,557 ","$24,480 ",$77 ,26.4
New Jersey,"$1,319,948 ","$925,848 ","$912,488 ","$8,916 ","$4,444 ",70.1,,"$394,100 ","$383,352 ","$10,748 ",29.9

New Mexico,"$254,639 ","$191,030 ","$190,471 ",$27 ,$532 ,75,,"$63,609 ","$62,915 ",$694 ,25
New York,"$2,458,605 ","$2,152,348 ","$1,977,247 ","$148,765 ","$26,336 ",87.5,,"$306,257 ","$302,741 ","$3,516 ",12.5
North Carolina,"$1,039,212 ","$881,928 ","$838,158 ","$32,869 ","$10,901 ",84.9,,"$157,284 ","$151,204 ","$6,080 ",15.1
North Dakota,"$44,084 ","$34,393 ","$33,289 ",$929 ,$175 ,78,,"$9,691 ","$9,691 ",$0 ,22
Ohio,"$1,402,876 ","$1,103,273 ","$1,047,453 ","$52,098 ","$3,722 ",78.6,,"$299,603 ","$273,247 ","$26,356 ",21.4

Oklahoma,"$485,973 ","$220,930 ","$218,527 ",$813 ,"$1,590 ",45.5,,"$265,043 ","$258,426 ","$6,617 ",54.5
Oregon,"$393,980 ","$300,410 ","$294,058 ","$5,898 ",$454 ,76.3,,"$93,570 ","$93,137 ",$433 ,23.7
Pennsylvania,"$1,432,772 ","$1,351,588 ","$1,227,587 ","$118,897 ","$5,104 ",94.3,,"$81,184 ","$76,036 ","$5,148 ",5.7
Rhode Island,"$162,234 ","$151,488 ","$149,119 ","$1,397 ",$972 ,93.4,,"$10,746 ","$10,627 ",$119 ,6.6
South Carolina,"$415,550 ","$371,455 ","$356,955 ","$14,051 ",$449 ,89.4,,"$44,095 ","$43,912 ",$183 ,10.6

South Dakota,"$51,029 ","$36,681 ","$35,532 ",$779 ,$370 ,71.9,,"$14,348 ","$13,774 ",$574 ,28.1
Tennessee,"$440,872 ","$363,132 ","$346,305 ","$15,912 ",$915 ,82.4,,"$77,740 ","$76,419 ","$1,321 ",17.6
Texas,"$2,856,990 ","$2,568,425 ","$2,508,121 ","$18,704 ","$41,600 ",89.9,,"$288,565 ","$287,242 ","$1,323 ",10.1
Utah,"$275,896 ","$223,427 ","$218,871 ",$0 ,"$4,556 ",81,,"$52,469 ","$51,127 ","$1,342 ",19
Vermont,"$93,202 ","$91,672 ","$90,703 ",$18 ,$951 ,98.4,,"$1,530 ","$1,527 ",$3 ,1.6

Virginia,"$954,658 ","$684,434 ","$663,819 ","$1,398 ","$19,217 ",71.7,,"$270,224 ","$259,221 ","$11,003 ",28.3
Washington,"$796,305 ","$540,467 ","$503,794 ","$32,604 ","$4,069 ",67.9,,"$255,838 ","$249,853 ","$5,985 ",32.1
West Virginia,"$182,906 ","$167,621 ","$157,025 ","$8,149 ","$2,447 ",91.6,,"$15,285 ","$13,343 ","$1,942 ",8.4
Wisconsin,"$821,893 ","$640,832 ","$609,768 ","$17,674 ","$13,390 ",78,,"$181,061 ","$173,112 ","$7,949 ",22
Wyoming,"$90,442 ","$69,443 ","$65,306 ","$2,123 ","$2,014 ",76.8,,"$20,999 ","$20,735 ",$264 ,23.2
