Bureau of Justice Statistics,,,,,,,,
filename:  cjee0418.csv,,,,,,,,
table #:  18 Supplemental data for State governments,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2004, NCJ 215648",,,,,,,,
data source:  U.S. Bureau of the Census' Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,
author:  Kristen Hughes,,,,,,,,
refer questions to:  askbjs@usdoj.gov (202) 307-0765,,,,,,,,
date of version:  11/15/2006,,,,,,,,


Table 18. Supplemental data for State governments,,,,,,,,

,,"Personal income, calendar year 2004/a",,"Expenditures, fiscal 2004 (thousands of dollars)",,,Full-time equivalent employment 3/1/2004,
,,,,All functions,,,,
State,Estimated population as of 7/1/2004 (thousands),Amount (millions of dollars),Per capita,Total (direct and intergovernmental),Direct expenditure only,Total general expenditure/b,All functions,General functions only/c

Total,"293,103","$9,677,151 ","$33,016 ","$1,406,175,267 ","$1,016,469,065 ","$1,209,435,776 ","$4,187,458 ","$4,149,819 "

Alabama,"4,525","$125,330 ","$27,695 ","$19,544,560 ","$15,379,841 ","$17,621,702 ","$85,597 ","$85,597 "
Alaska,658,"$22,363 ","$33,999 ","$8,089,240 ","$7,039,534 ","$6,834,832 ","$24,640 ","$24,640 "
Arizona,"5,740","$164,495 ","$28,658 ","$21,748,803 ","$14,204,723 ","$19,541,494 ","$65,970 ","$65,961 "
Arkansas,"2,750","$70,988 ","$25,814 ","$12,674,325 ","$9,440,826 ","$11,682,733 ","$53,981 ","$53,981 "
California,"35,842","$1,262,306 ","$35,219 ","$203,814,714 ","$123,682,564 ","$171,078,543 ","$392,692 ","$392,692 "

Colorado,"4,602","$166,188 ","$36,114 ","$18,060,533 ","$13,199,956 ","$15,034,648 ","$65,560 ","$65,560 "
Connecticut,"3,499","$158,566 ","$45,318 ","$19,523,465 ","$16,126,655 ","$16,669,360 ","$58,631 ","$58,631 "
Delaware,830,"$29,657 ","$35,728 ","$5,387,960 ","$4,465,250 ","$4,914,614 ","$24,251 ","$23,611 "
