Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
filename:  cjee0404.csv,,,,,,,,,,,,,,,,,,,,,
"table #:  4 Justice system expenditure by character, State and type of government, fiscal 2004",,,,,,,,,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2004, NCJ 215648",,,,,,,,,,,,,,,,,,,,,
data source:  U.S. Bureau of the Census' Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,,,,,,,,,
author:  Kristen Hughes,,,,,,,,,,,,,,,,,,,,,
refer questions to:  askbjs@usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
date of version:  11/15/2006,,,,,,,,,,,,,,,,,,,,,

"Table 4.   Justice system expenditure by character, State and type of government, fiscal 2004",,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,

,,,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,
State and type of government,Direct expenditure,,,,Intergov-governmental expenditure ,Direct expenditure,,,,Intergov-governmental expenditure ,Direct expenditure,,,,Intergov-governmental expenditure ,,Direct expenditure,,,Intergov-governmental expenditure ,State and type of government
,Total/a,Total,Direct current,Capital Outlay,Total,Total/a,Total,Direct current,Capital Outlay,Total,Total/a,Total,Direct current,Capital Outlay,Total,Total/a,Total,Direct current,Capital Outlay,Total,

"States-local, total","$159,192,291 ","$159,192,291 ","$153,036,121 ","$6,156,170 ",,"$69,734,664 ","$69,734,664 ","$67,025,294 ","$2,709,370 ",,"$33,021,002 ","$33,021,002 ","$32,089,110 ","$931,892 ",,"$56,436,625 ","$56,436,625 ","$53,921,717 ","$2,514,908 ",,"States-local, total"
State,"$66,382,940 ","$61,758,342 ","$59,185,593 ","$2,572,749 ","$4,624,598 ","$10,765,559 ","$9,471,421 ","$8,856,212 ","$615,209 ","$1,294,138 ","$16,303,569 ","$15,323,722 ","$14,778,413 ","$545,309 ","$979,847 ","$39,313,812 ","$36,963,199 ","$35,550,968 ","$1,412,231 ","$2,350,613 ",State
"Local, total","$97,565,805 ","$97,433,949 ","$93,850,528 ","$3,583,421 ","$131,856 ","$60,277,270 ","$60,263,243 ","$58,169,082 ","$2,094,161 ","$14,027 ","$17,718,815 ","$17,697,280 ","$17,310,697 ","$386,583 ","$21,535 ","$19,569,720 ","$19,473,426 ","$18,370,749 ","$1,102,677 ","$96,294 ","Local, total"
Counties,"$47,895,218 ","$47,693,700 ","$45,697,826 ","$1,995,874 ","$201,518 ","$17,645,892 ","$17,621,245 ","$16,923,350 ","$697,895 ","$24,647 ","$13,682,840 ","$13,655,554 ","$13,311,669 ","$343,885 ","$27,286 ","$16,566,486 ","$16,416,901 ","$15,462,807 ","$954,094 ","$149,585 ",Counties
Municipalities,"$50,511,565 ","$49,740,249 ","$48,152,702 ","$1,587,547 ","$771,316 ","$43,248,130 ","$42,641,998 ","$41,245,732 ","$1,396,266 ","$606,132 ","$4,054,365 ","$4,041,726 ","$3,999,028 ","$42,698 ","$12,639 ","$3,209,070 ","$3,056,525 ","$2,907,942 ","$148,583 ","$152,545 ",Municipalities

Alabama,"$1,695,856 ","$1,695,856 ","$1,607,892 ","$87,964 ",,"$770,392 ","$770,392 ","$742,244 ","$28,148 ",,"$331,628 ","$331,628 ","$329,061 ","$2,567 ",,"$593,836 ","$593,836 ","$536,587 ","$57,249 ",,Alabama
State,"$749,047 ","$719,042 ","$704,322 ","$14,720 ","$30,005 ","$130,234 ","$106,294 ","$97,400 ","$8,894 ","$23,940 ","$220,870 ","$220,870 ","$219,925 ",$945 ,$0 ,"$397,943 ","$391,878 ","$386,997 ","$4,881 ","$6,065 ",State
"Local, total","$976,814 ","$976,814 ","$903,570 ","$73,244 ",$0 ,"$664,098 ","$664,098 ","$644,844 ","$19,254 ",$0 ,"$110,758 ","$110,758 ","$109,136 ","$1,622 ",$0 ,"$201,958 ","$201,958 ","$149,590 ","$52,368 ",$0 ,"Local, total"
Counties,"$441,984 ","$441,984 ","$389,015 ","$52,969 ",$0 ,"$179,146 ","$179,146 ","$176,249 ","$2,897 ",$0 ,"$72,312 ","$72,312 ","$71,299 ","$1,013 ",$0 ,"$190,526 ","$190,526 ","$141,467 ","$49,059 ",$0 ,Counties
Municipalities,"$541,674 ","$534,830 ","$514,555 ","$20,275 ","$6,844 ","$484,952 ","$484,952 ","$468,595 ","$16,357 ",$0 ,"$40,526 ","$38,446 ","$37,837 ",$609 ,"$2,080 ","$16,196 ","$11,432 ","$8,123 ","$3,309 ","$4,764 ",Municipalities

Alaska,"$503,614 ","$503,614 ","$487,860 ","$15,754 ",,"$187,499 ","$187,499 ","$176,802 ","$10,697 ",,"$137,923 ","$137,923 ","$134,066 ","$3,857 ",,"$178,192 ","$178,192 ","$176,992 ","$1,200 ",,Alaska
State,"$364,931 ","$360,634 ","$353,618 ","$7,016 ","$4,297 ","$61,681 ","$57,384 ","$55,414 ","$1,970 ","$4,297 ","$126,608 ","$126,608 ","$122,762 ","$3,846 ",$0 ,"$176,642 ","$176,642 ","$175,442 ","$1,200 ",$0 ,State
"Local, total","$142,980 ","$142,980 ","$134,242 ","$8,738 ",$0 ,"$130,115 ","$130,115 ","$121,388 ","$8,727 ",$0 ,"$11,315 ","$11,315 ","$11,304 ",$11 ,$0 ,"$1,550 ","$1,550 ","$1,550 ",$0 ,$0 ,"Local, total"
Boroughs,"$15,660 ","$15,660 ","$15,649 ",$11 ,$0 ,"$8,901 ","$8,901 ","$8,901 ",$0 ,$0 ,"$6,759 ","$6,759 ","$6,748 ",$11 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,Boroughs
Municipalities,"$127,320 ","$127,320 ","$118,593 ","$8,727 ",$0 ,"$121,214 ","$121,214 ","$112,487 ","$8,727 ",$0 ,"$4,556 ","$4,556 ","$4,556 ",$0 ,$0 ,"$1,550 ","$1,550 ","$1,550 ",$0 ,$0 ,Municipalities

Arizona,"$3,277,973 ","$3,277,973 ","$3,107,550 ","$170,423 ",,"$1,416,882 ","$1,416,882 ","$1,349,378 ","$67,504 ",,"$686,168 ","$686,168 ","$679,449 ","$6,719 ",,"$1,174,923 ","$1,174,923 ","$1,078,723 ","$96,200 ",,Arizona
State,"$1,166,176 ","$1,050,944 ","$1,020,112 ","$30,832 ","$115,232 ","$188,754 ","$180,767 ","$162,971 ","$17,796 ","$7,987 ","$186,937 ","$151,330 ","$147,962 ","$3,368 ","$35,607 ","$790,485 ","$718,847 ","$709,179 ","$9,668 ","$71,638 ",State
"Local, total","$2,227,161 ","$2,227,029 ","$2,087,438 ","$139,591 ",$132 ,"$1,236,247 ","$1,236,115 ","$1,186,407 ","$49,708 ",$132 ,"$534,838 ","$534,838 ","$531,487 ","$3,351 ",$0 ,"$456,076 ","$456,076 ","$369,544 ","$86,532 ",$0 ,"Local, total"
