Bureau of Justice Statistics,,,,,,,,,,,,,
filename:  cjee0414.csv,,,,,,,,,,,,,
"table #:  14 Police protection sworn and nonsworn employment and payrolls and percent distribution of full-time equivalent employment of 68 large county governments, March 2004",,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2004, NCJ 215648",,,,,,,,,,,,,
data source:  U.S. Bureau of the Census' Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,
author:  Kristen Hughes,,,,,,,,,,,,,
refer questions to:  askbjs@usdoj.gov (202) 307-0765,,,,,,,,,,,,,
date of version:  11/15/2006,,,,,,,,,,,,,

"Table 14.  Police protection sworn and nonsworn employment and payrolls and percent distribution of full-time equivalent employment of 68 large county governments, March 2004",,,,,,,,,,,,,

(Payroll amounts in thousands of dollars),,,,,,,,,,,,,

,Sworn,,,,,,,Nonsworn,,,,,
,No. employees,,Full-time equiv. employment,,,,,No. employees,,Full-time equiv. employment,,,
County,Total,Full-time only,Number,Percent of total police protection full-time equiv.,,March pay-rolls,Average earnings of full-time employees($),Total,Full-time only,Number,Percent of total police protection full-time equiv.,,March pay-rolls

"Alameda, CA",369,369,369,40.6,%,"3,035","8,225",540,540,540,59.4,%,"2,287"
"Allegheny, PA",268,268,268,48,,"1,222","4,558",291,290,290,52,,"1,041"
"Baltimore, MD","1,803","1,803","1,803",73.7,,"7,960","4,415",902,542,643,26.3,,"2,138"
"Bergen, NJ",130,130,130,100,,"1,138","8,753",0,0,0,0,,0
"Bexar, TX",0,0,0,0,,0,0,0,0,0,0,,0
"Broward, FL","1,518","1,518","1,518",48.6,,"8,547","5,631","1,703","1,528","1,607",51.4,,"5,781"
"Clark, NV",0,0,0,0,,0,0,0,0,0,0,,0

"Contra Costa, CA",697,557,582,72.7,,"4,113","7,146",219,219,219,27.3,,909
"Cook, IL",534,534,534,65.4,,"2,582","4,835",301,271,282,34.6,,"1,238"
"Cuyahoga, OH",172,172,172,33.8,,681,"3,961",337,337,337,66.2,,"1,133"
"Dade, FL","3,043","3,043","3,043",69.6,,"18,556","6,098","1,546","1,082","1,326",30.4,,"4,754"
"Dallas, TX",356,356,356,41.9,,"1,589","4,465",494,494,494,58.1,,"1,976"
"Dekalb, GA","1,128","1,128","1,128",82.1,,"4,541","4,026",335,201,246,17.9,,719
"Delaware, PA",0,0,0,0,,0,0,0,0,0,0,,0

"Du Page, IL",436,436,436,66,,"2,214","5,078",226,225,225,34,,"1,289"
"Erie, NY",257,245,249,75.2,,975,"3,925",89,80,82,24.8,,323
"Essex, NJ",180,180,180,67.9,,"1,122","6,235",85,85,85,32.1,,293
"Fairfax, VA","1,340","1,339","1,340",75.1,,"7,966","5,947",504,421,444,24.9,,"1,983"
"Franklin, OH",378,378,378,71.7,,"1,742","4,608",151,147,149,28.3,,499
"Fresno, CA",516,516,516,70.7,,"2,655","5,146",224,169,214,29.3,,865
"Fulton, GA",0,0,0,0,,0,0,0,0,0,0,,0

"Hamilton, OH",239,239,239,56.8,,"1,086","4,544",189,179,182,43.2,,753
"Harris, TX",0,0,0,0,,0,0,0,0,0,0,,0
"Hennepin, MN",300,300,300,67.6,,"1,479","4,930",154,137,144,32.4,,534
"Hillsborough, FL","1,169","1,169","1,169",67.2,,"5,086","4,350",765,489,570,32.8,,"1,715"
