Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,
filename:  cjee0411.csv,,,,,,,,,,,,,,,,,,,,,
"table #:  11 Justice system employment and payrolls of State governments by activity, March 2004",,,,,,,,,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2004, NCJ 215648",,,,,,,,,,,,,,,,,,,,,
data source:  U.S. Bureau of the Census' Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,,,,,,,,,
author:  Kristen Hughes,,,,,,,,,,,,,,,,,,,,,
refer questions to:  askbjs@usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,
date of version:  11/15/2006,,,,,,,,,,,,,,,,,,,,,

"Table 11.   Justice system employment and payrolls of State governments by activity, March 2004",,,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars.),,,,,,,,,,,,,,,,,,,,,

,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,,,
,Employment,,,,,Employment,,,,,Employment,,,,,Employment,,,,,
State,Total employees,Full-time employees,Full-time equivalent,March payrolls,Average earnings of fulltime employees (dollars),Total employees,Fulltime employees,Fulltime equivalent,March payrolls,Average earnings of fulltime employees (dollars),Total employees,Fulltime employees,Fulltime equivalent,March payrolls,Average earnings of fulltime employees (dollars),Total employees,Fulltime employees,Fulltime equivalent,March payrolls,Average earnings of fulltime employees (dollars),State

Total,"737,442","713,601","726,715","$2,698,454 ",$0 ,"104,687","101,974","102,945","$440,786 ",$0 ,"168,064","158,225","163,449","$703,839 ",$0 ,"464,691","453,402","460,321","$1,553,829 ",$0 ,Total

Alabama,"9,018","8,908","8,927","$31,651 ","$3,536 ","1,231","1,231","1,231","$4,589 ","$3,728 ","3,069","2,964","2,981","$12,094 ","$4,030 ","4,718","4,713","4,715","$14,968 ","$3,175 ",Alabama
Alaska,"3,565","3,406","3,465","$14,872 ","$4,313 ",522,466,476,"$2,313 ","$4,917 ","1,256","1,182","1,215","$5,397 ","$4,461 ","1,787","1,758","1,774","$7,162 ","$4,053 ",Alaska
Arizona,"13,274","13,123","13,209","$42,167 ","$3,186 ","2,014","2,013","2,014","$8,012 ","$3,979 ","1,339","1,243","1,300","$6,083 ","$4,732 ","9,921","9,867","9,895","$28,072 ","$2,830 ",Arizona
Arkansas,"6,895","6,776","6,838","$17,735 ","$2,571 ","1,059","1,055","1,057","$3,329 ","$3,152 ","1,360","1,245","1,305","$3,792 ","$2,796 ","4,476","4,476","4,476","$10,614 ","$2,371 ",Arkansas
California,"69,275","64,671","67,365","$330,216 ","$4,940 ","14,457","13,251","13,513","$69,729 ","$5,172 ","4,402","3,979","4,169","$24,973 ","$6,030 ","50,416","47,441","49,683","$235,513 ","$4,784 ",California

Colorado,"11,186","10,302","10,850","$44,328 ","$4,103 ","1,184","1,176","1,181","$5,266 ","$4,457 ","3,718","2,924","3,413","$14,964 ","$4,494 ","6,284","6,202","6,256","$24,098 ","$3,852 ",Colorado
Connecticut,"14,093","13,614","13,786","$61,564 ","$4,444 ","2,011","1,962","1,990","$10,011 ","$5,055 ","4,549","4,264","4,324","$17,690 ","$4,022 ","7,533","7,388","7,472","$33,863 ","$4,525 ",Connecticut
Delaware,"5,338","5,157","5,253","$18,960 ","$3,633 ",926,920,924,"$4,496 ","$4,874 ","1,505","1,481","1,491","$5,109 ","$3,425 ","2,907","2,756","2,838","$9,356 ","$3,330 ",Delaware
