"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"filename:  cjee9404.csv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"table#:  04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NCJ #:  175706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"data source:  1994 Criminal Justice Expenditure and Employment Extracts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"authors:  Lea S. Gifford and Sue Lindgren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"date of version:  5/7/99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 4.  Justice system expenditure by character, State and type of government, fiscal 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Dollar amounts in thousands)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"                                                                     Total justice system",,,,,,,,"                                                                      Police protection",,,,,,,,"                                                            Judicial and Legal",,,,,,,,,,"                                          Corrections",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"                               Direct expenditure",,,,,,,,"                                 Direct expenditure",,,,,,,,"                             Direct expenditure",,,,,,,,"                                  Direct expenditure",,,,,,
,,,,,,,"Intergov-",,,,,,,,"Intergov-",,,,,,,,"Intergov-",,,,,,,,"Intergov-",,
"State and type",,,,"Direct","Capital",,"ernmental",,,,,"Direct","Capital",,"ernmental",,,,,"Direct","Capital",,"ernmental",,,,,"Direct","Capital",,"ernmental",,"State and type"
"of government","Total/a",,"Total","current","outlay",,"expenditure",,"Total/a",,"Total","current","outlay",,"expenditure",,"Total",,"Total","current","outlay",,"expenditure",,"Total",,"Total","current","outlay",,"expenditure",,"of government"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"States-local, total",$88844564,,$88844564,$83308588,$5535976,,"-",,$38686536,,$38686536,$37038302,$1648234,,"-",,$17880706,,$17880706,$17287022,$593684,," -",,$32277322,,$32277322,$28983264,$3294058,,"-",,"States-local, total"
"     State",37161391,,33495311,30701283,2794028,,$3666080,,6000330,,5324906,4920284,404622,,$675424,,8026326,,6904352,6685363,218989,,$1121974,,23134735,,21266053,19095636,2170417,,$1868682,,"     State"
"     Local, total",55517277,,55349253,52607305,2741948,,168024,,33364901,,33361630,32118018,1243612,,3271,,11022716,,10976354,10601659,374695,,46362,,11129660,,11011269,9887628,1123641,,118391,,"     Local, total"
"        Counties",26070804,,25856108,24254735,1601373,,214696,,8955664,,8886573,8487312,399261,,69091,,8275007,,8235484,7911460,324024,,39523,,8840133,,8734051,7855963,878088,,106082,,"        Counties"
"        Municipalities",29908762,,29493145,28352570,1140575,,415617,,24766007,,24475057,23630706,844351,,290950,,2765164,,2740870,2690199,50671,,24294,,2377591,,2277218,2031665,245553,,100373,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alabama",950656,,950656,899117,51539,,"-",,443241,,443241,422226,21015,,"-",,206553,,206553,201059,5494,,"-",,300862,,300862,275832,25030,,"-",,"Alabama"
"     State",440536,,425140,406508,18632,,15396,,86839,,75131,70063,5068,,11708,,137006,,137006,132267,4739,,"-",,216691,,213003,204178,8825,,3688,,"     State"
"     Local, total",525516,,525516,492609,32907,,"-",,368110,,368110,352163,15947,,"-",,69547,,69547,68792,755,,"-",,87859,,87859,71654,16205,,"-",,"     Local, total"
"        Counties",227546,,227221,209323,17898,,325,,98230,,98230,96796,1434,,"-",,48598,,48598,47988,610,,"-",,80718,,80393,64539,15854,,325,,"        Counties"
"        Municipalities",299758,,298295,283286,15009,,1463,,269892,,269880,255367,14513,,12,,22182,,20949,20804,145,,1233,,7684,,7466,7115,351,,218,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alaska",405243,,405243,382834,22409,,"-",,144343,,144343,139522,4821,,"-",,122478,,122478,109944,12534,,"-",,138422,,138422,133368,5054,,"-",,"Alaska"
"     State",311322,,300856,282455,18401,,10466,,54946,,48505,47675,830,,6441,,114202,,114202,101685,12517,,"-",,142174,,138149,133095,5054,,4025,,"     State"
"     Local, total",104387,,104387,100379,4008,,"-",,95838,,95838,91847,3991,,"-",,8276,,8276,8259,17,,"-",,273,,273,273,"-",,"-",,"     Local, total"
"        Boroughs",13332,,13332,12943,389,,"-",,8865,,8865,8493,372,,"-",,4467,,4467,4450,17,,"-",,"-",,"-","-","-",,"-",,"        Boroughs"
"        Municipalities",91055,,91055,87436,3619,,"-",,86973,,86973,83354,3619,,"-",,3809,,3809,3809,"-",,"-",,273,,273,273,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arizona",1500179,,1500179,1449852,50327,,"-",,631064,,631064,602588,28476,,"-",,347897,,347897,337431,10466,,"-",,521218,,521218,509833,11385,,"-",,"Arizona"
"     State",563615,,515701,498482,17219,,47914,,98449,,95867,89598,6269,,2582,,81169,,74378,70684,3694,,6791,,383997,,345456,338200,7256,,38541,,"     State"
"     Local, total",984578,,984478,951370,33108,,100,,535197,,535197,512990,22207,,"-",,273519,,273519,266747,6772,,"-",,175862,,175762,171633,4129,,100,,"     Local, total"
"        Counties",499472,,499372,488736,10636,,100,,114870,,114870,111434,3436,,"-",,208966,,208966,205895,3071,,"-",,175636,,175536,171407,4129,,100,,"        Counties"
"        Municipalities",490542,,485106,462634,22472,,5436,,420327,,420327,401556,18771,,"-",,64553,,64553,60852,3701,,"-",,5662,,226,226,"-",,5436,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arkansas",448633,,448633,421628,27005,,"-",,203447,,203447,192982,10465,,"-",,78035,,78035,76828,1207,,"-",,167151,,167151,151818,15333,,"-",,"Arkansas"
"     State",211902,,205059,194425,10634,,6843,,44492,,43215,38677,4538,,1277,,35111,,32226,31746,480,,2885,,132299,,129618,124002,5616,,2681,,"     State"
"     Local, total",243578,,243574,227203,16371,,4,,160236,,160232,154305,5927,,4,,45809,,45809,45082,727,,"-",,37533,,37533,27816,9717,,"-",,"     Local, total"
"        Counties",115573,,115566,102803,12763,,7,,44245,,44241,41804,2437,,4,,35244,,35244,34634,610,,"-",,36084,,36081,26365,9716,,3,,"        Counties"
"        Municipalities",128737,,128008,124400,3608,,729,,116380,,115991,112501,3490,,389,,10623,,10565,10448,117,,58,,1734,,1452,1451,1,,282,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California",14949957,,14949957,14029971,919986,,"-",,6358355,,6358355,6070552,287803,,"-",,3249272,,3249272,3126922,122350,,"-",,5342330,,5342330,4832497,509833,,"-",,"California"
"     State",5223583,,4403619,3922229,481390,,819964,,868550,,778391,724970,53421,,90159,,855663,,312814,308315,4499,,542849,,3499370,,3312414,2888944,423470,,186956,,"     State"
"     Local, total",10550801,,10546338,10107742,438596,,4463,,5579964,,5579964,5345582,234382,,"-",,2936458,,2936458,2818607,117851,,"-",,2034379,,2029916,1943553,86363,,4463,,"     Local, total"
"        Counties",6250754,,6204628,5936240,268388,,46126,,1672500,,1630838,1543151,87687,,41662,,2621548,,2621548,2514270,107278,,"-",,1956706,,1952242,1878819,73423,,4464,,"        Counties"
"        Municipalities",4516735,,4341710,4171502,170208,,175025,,4121057,,3949126,3802431,146695,,171931,,314960,,314910,304337,10573,,50,,80718,,77674,64734,12940,,3044,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado",1161479,,1161479,1088500,72979,,"-",,542589,,542589,507848,34741,,"-",,231408,,231408,226689,4719,,"-",,387482,,387482,353963,33519,,"-",,"Colorado"
